"year","Region","rate","rate.lb","rate.ub"
2015,"ABW",4.35094566342047,4.35094566342047,4.35094566342047
2015,"AFG",1.88368019151908,1.88368019151908,1.88368019151908
2015,"AGO",2.93774530135564,2.93774530135564,2.93774530135564
2015,"ALB",2.31782485037026,2.31782485037026,2.31782485037026
2015,"ARE",1.6163091615029,1.6163091615029,1.6163091615029
2015,"ARG",3.08571818077437,3.08571818077437,3.08571818077437
2015,"ARM",3.66811315614165,3.66811315614165,3.66811315614165
2015,"AUS",1.90798921443525,1.90798921443525,1.90798921443525
2015,"AUT",1.48132071226721,1.48132071226721,1.48132071226721
2015,"AZE",2.06488016646411,2.06488016646411,2.06488016646411
2015,"BDI",4.09996383433733,4.09996383433733,4.09996383433733
2015,"BEL",1.16567154615608,1.16567154615608,1.16567154615608
2015,"BEN",2.0924076285008,2.0924076285008,2.0924076285008
2015,"BFA",3.71963827268547,3.71963827268547,3.71963827268547
2015,"BGD",5.83909374727301,5.83909374727301,5.83909374727301
2015,"BGR",4.80231887675994,4.80231887675994,4.80231887675994
2015,"BHR",2.03203749879826,2.03203749879826,2.03203749879826
2015,"BHS",1.55699565136767,1.55699565136767,1.55699565136767
2015,"BIH",4.18056957109556,4.18056957109556,4.18056957109556
2015,"BLR",4.24926297671995,4.24926297671995,4.24926297671995
2015,"BLZ",0.738122047150092,0.738122047150092,0.738122047150092
2015,"BOL",3.53662728973414,3.53662728973414,3.53662728973414
2015,"BRA",3.24381009945349,3.24381009945349,3.24381009945349
2015,"BRB",1.88220376039305,1.88220376039305,1.88220376039305
2015,"BRN",1.95053505828211,1.95053505828211,1.95053505828211
2015,"BTN",9.74664734108135,9.74664734108135,9.74664734108135
2015,"BWA",3.52429888979637,3.52429888979637,3.52429888979637
2015,"CAF",3.54945981720105,3.54945981720105,3.54945981720105
2015,"CAN",1.47018415990208,1.47018415990208,1.47018415990208
2015,"CHE",1.55916465380224,1.55916465380224,1.55916465380224
2015,"CHL",3.64734900227413,3.64734900227413,3.64734900227413
2015,"CHN",7.77939875707281,7.77939875707281,7.77939875707281
2015,"CIV",5.79743902515739,5.79743902515739,5.79743902515739
2015,"CMR",3.42690298579056,3.42690298579056,3.42690298579056
