# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,-0.02,0.52,0.23,-0.07,0.18,1.08,2.54,0.93
2030,-0.15,0.39,0.01,-0.27,-0.1,0.81,2.39,0.77
2040,-0.29,0.25,-0.2,-0.38,-0.43,0.51,2.27,0.59
2050,-0.46,0.06,-0.41,-0.52,-0.78,0.26,2.17,0.32
2075,-0.73,-0.16,-0.73,-0.78,-1.24,-0.17,1.86,0.03
2100,-0.84,-0.51,-1.0,-0.86,-1.57,-0.5,1.42,-0.08
2150,-0.676260832695127,-0.422185998226333,-0.799448631225451,-0.691659307511417,-1.23830516348973,-0.414486760818188,1.0637668215457,-0.0911187896760863
2200,-0.550565505684334,-0.352721471047613,-0.646489886114259,-0.562556053238075,-0.988220491395869,-0.346726197270742,0.804366367888363,-0.0949246986421879
2250,-0.452981954640998,-0.297250155282103,-0.528488281602886,-0.462420245511234,-0.797479571404612,-0.292531009846985,0.613544913695672,-0.0943269015720291
2300,-0.376410019322234,-0.25255716345367,-0.436459888834265,-0.383916253011238,-0.650387548970877,-0.248804046609168,0.471794387535207,-0.0911731391400855
