# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,1.16,1.91,1.49,2.59,5.97,5.06,4.08,3.22
2021,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2022,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2023,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2024,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2025,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2026,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2027,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2028,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2029,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2030,0.54,1.06,0.85,2.05,3.39,3.88,3.42,2.37
2031,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2032,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2033,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2034,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2035,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2036,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2037,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2038,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2039,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2040,0.21,0.44,0.46,1.79,2.19,3.27,3.33,2.1
2041,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2042,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2043,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2044,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2045,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2046,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2047,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2048,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2049,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2050,-0.09,0.09,0.23,0.87,1.54,2.78,3.03,1.99
2051,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2052,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2053,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2054,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2055,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2056,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2057,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2058,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2059,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2060,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2061,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2062,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2063,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2064,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2065,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2066,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2067,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2068,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2069,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2070,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2071,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2072,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2073,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2074,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2075,-0.22,-0.12,0.06,1.05,0.9,2.22,3.11,1.98
2076,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
2077,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
2078,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
2079,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
2080,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
2081,-0.18,-0.27,0.04,1.39,0.63,1.7,3.22,1.81
