# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,1.63,2.7,2.17,4.21,8.83,6.59,4.69,3.85
2030,1.56,2.1,1.93,3.88,6.39,6.28,4.83,3.72
2040,1.68,1.72,1.68,2.98,3.93,5.5,5.15,3.56
2050,1.62,1.57,1.54,1.77,2.3,4.43,5.12,3.16
2075,1.51,1.53,1.33,1.18,0.65,2.84,4.6,2.41
2100,1.37,1.45,1.06,0.78,-0.07,1.43,3.21,1.52
2150,0.986144,1.014099,0.828538,0.684087,0.244468,1.039091,1.974128,1.082192
2200,0.713678,0.726444,0.628592,0.550226,0.311526,0.746366,1.256656,0.769149
2250,0.513607,0.522061,0.465069,0.420556,0.285074,0.530188,0.818522,0.54343
2300,0.364967,0.372008,0.335838,0.309449,0.229298,0.371446,0.539831,0.379803
