# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,-0.18,0.27,0.23,0.29,0.52,1.52,2.61,1.43
2021,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2022,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2023,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2024,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2025,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2026,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2027,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2028,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2029,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2030,-0.42,0.0,-0.04,0.12,0.24,1.25,2.4,1.31
2031,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2032,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2033,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2034,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2035,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2036,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2037,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2038,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2039,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2040,-0.6,-0.21,-0.28,0.07,-0.06,0.95,2.2,1.09
2041,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2042,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2043,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2044,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2045,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2046,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2047,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2048,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2049,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2050,-0.8,-0.46,-0.43,0.19,-0.24,0.77,2.09,0.9
2051,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2052,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2053,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2054,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2055,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2056,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2057,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2058,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2059,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2060,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
2061,-1.03,-0.67,-0.63,0.14,-0.41,0.44,1.73,0.66
