# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,106.073139003774,106.073139003774,106.073139003774,125.05797571254,116.263198359251,116.263198359251,125.1634185147,127.253665449679
2021,106.800970675565,106.800970675565,106.800970675565,126.388300127172,117.669708925649,117.669708925649,127.85640633238,129.103169962015
2022,107.528802347355,107.528802347355,107.528802347355,127.718624541805,119.076219492046,119.076219492046,130.54939415006,130.952674474351
2023,108.256634019145,108.256634019145,108.256634019145,129.048948956437,120.482730058444,120.482730058444,133.242381967741,132.802178986687
2024,108.984465690936,108.984465690936,108.984465690936,130.379273371069,121.889240624842,121.889240624842,135.935369785421,134.651683499023
2025,109.712297362726,109.712297362726,109.712297362726,131.709597785702,123.295751191239,123.295751191239,138.628357603102,136.501188011359
2026,110.440129034516,110.440129034516,110.440129034516,133.039922200334,124.702261757637,124.702261757637,141.321345420782,138.350692523694
2027,111.167960706306,111.167960706306,111.167960706306,134.370246614966,126.108772324035,126.108772324035,144.014333238463,140.20019703603
2028,111.895792378097,111.895792378097,111.895792378097,135.700571029599,127.515282890432,127.515282890432,146.707321056143,142.049701548366
2029,112.623624049887,112.623624049887,112.623624049887,137.030895444231,128.92179345683,128.92179345683,149.400308873824,143.899206060702
2030,113.351455721677,113.351455721677,113.351455721677,138.361219858863,130.328304023228,130.328304023228,152.093296691504,145.748710573038
2031,114.26493492857,114.26493492857,114.26493492857,139.450539859861,131.841106404164,131.841106404164,154.520149117937,147.621395794809
2032,115.178414135463,115.178414135463,115.178414135463,140.539859860858,133.353908785101,133.353908785101,156.947001544369,149.494081016579
2033,116.091893342356,116.091893342356,116.091893342356,141.629179861856,134.866711166038,134.866711166038,159.373853970802,151.36676623835
2034,117.005372549248,117.005372549248,117.005372549248,142.718499862853,136.379513546974,136.379513546974,161.800706397234,153.239451460121
2035,117.918851756141,117.918851756141,117.918851756141,143.807819863851,137.892315927911,137.892315927911,164.227558823667,155.112136681892
2036,118.832330963034,118.832330963034,118.832330963034,144.897139864848,139.405118308848,139.405118308848,166.654411250099,156.984821903663
2037,119.745810169927,119.745810169927,119.745810169927,145.986459865845,140.917920689784,140.917920689784,169.081263676532,158.857507125434
