# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,103.04875262329291,103.04875262329291,103.04875262329291,122.80411351273929,116.10459352138349,116.10459352138349,135.0880214497602,125.06395419788407
2030,110.41781151752825,110.41781151752825,110.41781151752825,133.26490131228758,127.24236102404683,127.24236102404683,173.43935358623511,148.04707880087574
2040,118.60629629892365,118.60629629892365,118.60629629892365,158.71891460864012,149.74280267064273,149.74280267064273,217.62495711563554,168.70067057251597
2050,128.32658122222972,128.32658122222972,128.32658122222972,180.9772128190385,178.55783420654893,178.55783420654893,254.19255802995087,184.2296030281632
2075,155.2363739307416,155.2363739307416,155.2363739307416,207.8208963102162,224.61609910366028,224.61609910366028,288.2517164079367,186.3058536631158
2100,180.47654721283843,180.47654721283843,180.47654721283843,280.29896183592746,245.58992703459316,245.58992703459316,312.88583872172217,180.78169834562908
2150,180.47654721283843,180.47654721283843,180.47654721283843,280.29896183592746,245.58992703459316,245.58992703459316,312.88583872172217,180.78169834562908
2200,180.47654721283843,180.47654721283843,180.47654721283843,280.29896183592746,245.58992703459316,245.58992703459316,312.88583872172217,180.78169834562908
2250,180.47654721283843,180.47654721283843,180.47654721283843,280.29896183592746,245.58992703459316,245.58992703459316,312.88583872172217,180.78169834562908
2300,180.47654721283843,180.47654721283843,180.47654721283843,280.29896183592746,245.58992703459316,245.58992703459316,312.88583872172217,180.78169834562908
