# Index: time, region
# Unit: %/year
# Notes: Population Growth Rate.  Year given as end of period (e.g., first is 2008 - 2009)

year,EU,US,OT,EE,CA,IA,AF,LA
2020,0.13150545391475485,0.69860451012299,0.3623481036372862,0.02650325097537197,0.26467278427114016,1.0960718926014874,2.097625414278194,0.9569195590803281
2030,0.03882256645051559,0.6097810703197877,0.18088059804460627,-0.15368549223972533,-0.005317444691383764,0.8226094734455971,1.866802044155472,0.7795781501884487
2040,-0.07525969181921376,0.4771322502491434,-0.00849454608524515,-0.2355159589439572,-0.30674111185299263,0.5346482254398784,1.6733200829246297,0.5544642365059477
2050,-0.17324523618105125,0.34241061079062285,-0.14710494631723114,-0.30675589964677824,-0.5989881491373236,0.27911774117727856,1.4702301334426244,0.28566984734003104
2075,-0.34674172273053633,0.18977156175745455,-0.3844999646776578,-0.5112597452529161,-0.971860042291803,-0.13823343875207708,1.0898037918250494,-0.026199703514105194
2100,-0.4000740248961858,-0.08207844702172948,-0.5474547804131127,-0.5643790078473494,-1.1959914182240556,-0.5299094921099492,0.6059052600141078,-0.3081035842369792
2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
