# Index: draw
# Unit: none

Draw,ge_empirical_distribution_lowpass
1645,0.075089179
1646,0.34288511
1647,0.43814698
1648,0.72497797
1649,0.43594986
1650,0.82110602
1651,0.5951969
1652,0.87709749
1653,0.75137264
1654,0.76049942
1655,0.79223347
1656,0.94490522
1657,0.56199932
1658,0.26971883
1659,0.43683845
1660,0.52945513
1661,0.42486939
1662,0.73491651
1663,0.40893486
1664,0.70202374
1665,0.76847357
1666,0.68527317
1667,0.70766258
1668,0.79088145
1669,0.7001
1670,0.61713362
1671,0.59701818
1672,0.79458445
1673,0.60297471
1674,0.82326263
1675,0.63402522
1676,0.37566933
1677,0.33559528
1678,0.71832705
1679,-0.30776566
1680,0.34603959
1681,0.99575067
1682,0.56926113
1683,0.46855187
1684,0.73977983
1685,0.07328359
1686,0.50481838
1687,0.53318202
1688,0.82681233
1689,0.30597308
1690,0.32919738
1691,0.27246302
1692,0.61335003
1693,0.68112695
1694,0.46978816
1695,0.002254019
1696,0.58018601
1697,0.35727826
1698,-0.071524449
1699,0.6179511
1700,0.39649922
1701,0.69495106
1702,0.53376359
1703,0.64224291
1704,0.68412054
1705,0.89380556
1706,0.78645778
1707,0.72982395
1708,0.77271318
1709,0.41979095
1710,0.4267267
1711,0.55462998
1712,0.8960771
1713,0.56167984
1714,0.98389912
1715,0.57272708
1716,0.22817932
1717,0.56431133
1718,0.80776209
1719,0.71988267
1720,0.33122265
1721,0.19202621
1722,0.68907338
1723,0.5115124
1724,0.63015729
1725,0.45358023
1726,0.4323402
1727,0.64850777
1728,0.61525822
1729,0.79241091
1730,0.75240904
1731,0.49453345
1732,0.08220569
1733,0.67859048
1734,0.57931101
1735,0.71449304
1736,-0.67315751
1737,0.94743609
1738,0.73824364
1739,0.60177684
1740,0.80485594
1741,0.56886107
1742,0.78820366
1743,0.76713115
1744,-0.63840294
1745,0.3290987
1746,0.18759899
1747,0.41061616
1748,0.72731513
1749,0.57235742
1750,0.67583567
1751,0.60324949
1752,0.26821244
1753,0.64871812
1754,0.76623565
1755,0.71166199
1756,0.69882768
1757,0.51386315
1758,0.43496719
1759,0.76065636
1760,0.56427085
1761,0.2914474
1762,-0.083967276
1763,0.57768023
1764,0.65583181
1765,0.59761083
1766,0.89316893
1767,0.62956887
1768,0.42745936
1769,0.52905154
1770,0.51419008
1771,0.41687053
1772,0.78717685
1773,0.52493888
1774,0.54719025
1775,0.45943719
1776,0.83525354
1777,0.60900974
1778,0.61715883
1779,0.87631035
1780,0.39646193
1781,0.57691514
1782,0.67081654
1783,0.31365019
1784,0.68899202
1785,0.34116542
1786,1.019376
1787,0.73628974
1788,0.5975312
1789,0.83059728
1790,0.79076153
1791,-0.16834472
1792,0.72862643
1793,0.65596306
1794,0.52731138
1795,0.8038432
1796,0.80974227
1797,0.63853872
1798,0.21592426
1799,0.68698883
1800,0.69255972
1801,0.75925267
1802,0.70100725
1803,0.49473393
1804,0.52267474
1805,0.77789623
1806,0.58306623
1807,0.34073979
1808,0.80287892
1809,0.82890517
1810,0.50420171
1811,0.74081779
1812,0.68784595
1813,0.80150992
1814,0.57525259
1815,0.72991014
1816,0.71633446
1817,0.34678763
1818,-0.22923467
1819,0.064826652
1820,0.019540943
1821,0.84904611
1822,-0.10077425
1823,0.64234918
1824,0.7755788
1825,0.19679545
1826,0.58736116
1827,0.54960853
1828,0.69647384
1829,0.84206796
1830,0.67844355
1831,0.67885751
1832,0.13468249
1833,0.79415673
1834,0.56246781
1835,0.82939005
1836,0.52203786
1837,0.53312111
1838,0.7694
1839,0.66983414
1840,0.7568332
1841,0.58467251
1842,0.89743227
1843,0.53679866
1844,0.7234481
1845,1.0965201
1846,0.69920355
1847,0.6351999
1848,0.46997505
1849,0.67584133
1850,0.48660603
1851,0.40225494
1852,0.28785008
1853,0.9507395
1854,0.56273663
1855,0.66917789
1856,0.74978131
1857,0.74087846
1858,0.42464235
1859,0.56924319
1860,0.8321988
1861,0.44672704
1862,-0.40245917
1863,-0.78403497
1864,0.61217237
1865,0.85124677
1866,0.33777314
1867,0.58999652
1868,0.4325828
1869,0.41159821
1870,0.49753398
1871,0.74768806
1872,-0.23424488
1873,0.84052223
1874,0.20919295
1875,0.60035515
1876,0.39991483
1877,0.34827703
1878,0.074884661
1879,0.56494564
1880,0.21679701
1881,0.41366914
1882,0.48183683
1883,0.8404206
1884,0.40852746
1885,0.52107984
1886,0.44380233
1887,0.57767707
1888,0.61955589
1889,0.62782699
1890,0.5676477
1891,0.5573619
1892,0.64324665
1893,0.5989508
1894,0.71633017
1895,0.57355547
1896,0.005685868
1897,0.49889833
1898,0.71957189
1899,0.96882015
1900,-0.062907986
1901,0.63184637
1902,0.83700627
1903,0.38286033
1904,0.71498817
1905,0.49483642
1906,0.50054252
1907,0.67446369
1908,0.60306692
1909,0.74335325
1910,0.67561865
1911,0.5868215
1912,0.66891414
1913,0.57058221
1914,0.56486219
1915,0.75290418
1916,0.64889944
1917,0.57789719
1918,0.9125905
1919,0.66702074
1920,0.68692422
1921,0.74047416
1922,0.85027069
1923,0.71588475
1924,0.84808964
1925,0.61304009
1926,0.34015015
1927,0.46941152
1928,-0.003216845
1929,0.72405559
1930,-0.21438465
1931,0.90948075
1932,0.31751859
1933,0.72881591
1934,0.64475417
1935,0.62516451
1936,0.58586556
1937,0.44009301
1938,0.6049633
1939,0.5476566
1940,0.36049715
1941,0.5415287
1942,0.80940044
1943,0.45336461
1944,0.099513479
1945,0.57350636
1946,0.7235015
1947,0.47465074
1948,0.52291936
1949,0.75456065
1950,0.71152693
1951,0.76659185
1952,0.72631091
1953,0.71026504
1954,0.56348586
1955,0.80336356
1956,0.48100531
1957,0.6851325
1958,0.88798946
1959,-0.92676109
1960,0.86346096
1961,0.75873297
1962,0.67640048
1963,0.8055464
1964,0.77759367
1965,-0.20748395
1966,0.7824198
1967,0.80399948
1968,0.8067233
1969,0.90363532
1970,0.57370275
1971,0.84396768
1972,0.53123534
1973,0.23338798
1974,-0.003111283
1975,0.5599556
1976,0.9366861
1977,0.28705806
1978,0.5451932
1979,0.13153103
1980,0.60526246
1981,0.33885318
1982,0.017205704
1983,0.05486995
1984,0.63079506
1985,0.54075938
1986,0.81182456
1987,0.56771553
1988,1.0146457
1989,0.67559874
1990,0.4570455
1991,0.48850375
1992,0.73850435
1993,0.68447512
1994,0.4764457
1995,0.62753046
1996,0.48656115
1997,0.73374617
1998,0.65052855
1999,0.65343261
2000,0.67563206
2001,0.86072153
2002,0.59735578
2003,0.63403928
2004,0.39219609
2005,0.11699939
2006,0.78595859
2007,0.058149602
2008,0.63285112
2009,0.12350608
2010,0.77544075
2011,0.50264877
2012,0.54785478
2013,1.1209372
2014,0.64807278
2015,0.8461498
2016,0.52606618
2017,0.61028916
2018,0.50533313
2019,0.77916908
2020,0.5723238
2021,0.56215924
2022,0.82503277
2023,0.43196592
2024,0.79007018
2025,0.4853155
2026,0.59037232
2027,0.52110249
2028,0.55339652
2029,0.61370116
2030,0.88652742
2031,0.39316517
2032,0.60604292
2033,0.35606098
2034,0.61476827
2035,0.66667074
2036,0.78927624
2037,0.46975586
2038,0.58518952
2039,0.82180536
2040,0.14436148
2041,0.39260241
2042,0.54510343
2043,0.60241586
2044,0.11182896
2045,0.65988362
2046,0.55802661
2047,-0.18523076
2048,0.68250912
2049,0.63547927
2050,0.85301054
2051,-0.136704
2052,0.63967389
2053,0.32223159
2054,0.27117044
2055,0.86167473
2056,0.62482905
2057,0.67188466
2058,0.36889893
2059,0.85557717
2060,-0.15408893
2061,0.62633443
2062,0.37787813
2063,0.58351123
2064,0.52720082
2065,-0.048852976
2066,0.83584028
2067,0.68124813
2068,0.23496401
2069,0.23841803
2070,0.73648924
2071,0.16290835
2072,0.79469204
2073,0.61476487
2074,0.33062553
2075,0.63187367
2076,0.7473796
2077,0.73742795
2078,-0.21016376
2079,0.84274596
2080,0.33355156
2081,0.54615778
2082,0.59525031
2083,0.45295966
2084,0.69520819
2085,0.70503217
2086,0.59114122
2087,0.11230138
2088,0.60829133
2089,0.058721483
2090,0.71115035
2091,0.52339774
2092,0.41961214
2093,0.26476404
2094,0.45551035
2095,0.73323184
2096,0.53990275
2097,0.91629809
2098,0.69995236
2099,0.56805468
2100,0.79212368
2101,0.20776848
2102,0.26624393
2103,0.64890289
2104,-0.18644567
2105,0.550385
2106,0.75346899
2107,0.37940657
2108,0.73073089
2109,0.17256352
2110,0.37293375
2111,-0.28718141
2112,0.78375363
2113,0.95128942
2114,0.58689225
2115,0.57848102
2116,0.69913989
2117,0.85194081
2118,0.78334725
2119,0.22425131
2120,0.77952361
2121,0.62342131
2122,-0.28100652
2123,0.61147976
2124,0.47257417
2125,0.67936498
2126,0.79659545
2127,0.72658491
2128,0.81634569
2129,0.11890778
2130,0.91718012
2131,0.61107725
2132,0.92299795
2133,0.67000771
2134,0.2230064
2135,0.72012138
2136,-0.14038466
2137,0.23420298
2138,0.56641346
2139,0.60325336
2140,0.74074155
2141,0.010357701
2142,0.91198361
2143,0.86254603
2144,0.57108599
2145,0.58088195
2146,0.64957488
2147,0.90416187
2148,0.40665412
2149,0.45634347
2150,0.64712238
2151,0.66578233
2152,0.73279983
2153,0.72004497
2154,0.51979101
2155,0.8925758
2156,0.31502688
2157,0.82307607
2158,0.38331968
2159,0.596448
2160,0.65680087
2161,0.82829666
2162,-0.15689608
2163,0.68216884
2164,0.41567826
2165,0.66767728
2166,0.65988386
2167,-0.18684725
2168,0.74928671
2169,0.22641416
2170,0.6701777
2171,0.37359902
2172,0.091406256
2173,0.80099088
2174,0.1342366
2175,0.75363141
2176,0.69981456
2177,0.22514582
2178,0.68671519
2179,0.59939331
2180,0.54073435
2181,0.41608739
2182,0.77250266
2183,0.58075923
2184,0.38800716
2185,0.88203889
2186,0.56206822
2187,0.61923045
2188,0.29602313
2189,0.73806232
2190,0.56314939
2191,0.62003094
2192,0.78336704
2193,0.73513758
2194,0.2410315
2195,0.39422441
2196,0.44113576
2197,0.61601847
2198,0.95466954
2199,1.0208627
2200,0.61569953
2201,0.63019776
2202,0.96448845
2203,0.66140264
2204,0.71722126
2205,0.93464279
2206,0.41118661
2207,0.58836949
2208,0.33704719
2209,0.46922609
2210,0.81717676
2211,0.78076053
2212,0.75894296
2213,0.78697765
2214,0.8726005
2215,0.72187483
2216,0.51980245
2217,0.50153124
2218,0.8405906
2219,0.01503519
2220,0.82537091
2221,0.32771325
2222,0.55839711
2223,1.022825
2224,0.22897239
2225,-0.069968097
2226,0.16345219
2227,0.94692492
2228,0.31647706
2229,0.46563897
2230,0.55138516
2231,-0.29942745
2232,0.44603068
2233,0.59645671
2234,0.52674758
2235,0.76232111
2236,0.57201177
2237,0.5689047
2238,0.76042658
2239,0.26028824
2240,0.77971923
2241,0.63106501
2242,0.63356012
2243,0.64596277
2244,0.10183623
2245,0.77917731
2246,0.87964976
2247,1.0554314
2248,0.75389427
2249,0.88291043
2250,0.68691498
2251,0.43459231
2252,0.1077581
2253,0.54180884
2254,0.9263413
2255,0.5293054
2256,-0.061091814
2257,0.87494451
2258,0.59036309
2259,0.80903625
2260,0.1821765
2261,0.66092139
2262,0.47832039
2263,0.46077779
2264,0.46690425
2265,0.79154497
2266,0.47650376
2267,0.43369696
2268,0.70722824
2269,0.79494166
2270,0.50028729
2271,0.33672735
2272,0.50045484
2273,0.76712364
2274,0.77267951
2275,-2.9427729
2276,0.64765066
2277,0.57442021
2278,0.4105154
2279,0.58811849
2280,0.6789251
2281,0.7717638
2282,0.78331387
2283,0.80374086
2284,0.31847692
2285,0.71348578
2286,0.52689248
2287,0.17626441
2288,0.7398603
2289,0.42612457
2290,0.66249043
2291,0.73489487
2292,0.7114228
2293,0.57604539
2294,0.42840394
2295,0.093183435
2296,0.90736264
2297,0.70632255
2298,0.92030555
2299,0.3403382
2300,0.55353731
2301,0.2494968
2302,0.53696781
2303,0.49444449
2304,0.24015471
2305,0.75885284
2306,0.87432897
2307,0.81038415
2308,0.56814903
2309,0.37486085
2310,0.96580219
2311,0.57362247
2312,0.11742437
2313,0.80181646
2314,0.95006949
2315,0.90596485
2316,0.72844923
2317,0.70398617
2318,0.54323936
2319,0.57680744
2320,0.43125886
2321,0.89141756
2322,0.3872321
2323,0.34382752
2324,0.32808799
2325,0.31707934
2326,0.77994555
2327,0.7702511
2328,0.69474399
2329,0.80267179
2330,0.88340068
2331,0.93253607
2332,0.68953812
2333,0.5207333
2334,0.44165567
2335,0.6533727
2336,0.76526505
2337,0.74965453
2338,0.45024177
2339,0.73600292
2340,0.85158467
2341,0.52413589
2342,0.25823128
2343,0.7314446
2344,0.63652909
2345,0.54254162
2346,0.058462791
2347,0.83259505
2348,0.65131074
2349,0.49644658
2350,0.57903838
2351,0.12873764
2352,0.14800031
2353,0.45687953
2354,0.66162288
2355,0.67632192
2356,0.76297534
2357,0.7749455
2358,0.14844206
2359,0.39089328
2360,0.52942544
2361,0.76861286
2362,0.61133945
2363,0.53108704
2364,0.81012821
2365,0.80055249
2366,0.92556876
2367,0.75864053
2368,0.84792989
2369,0.22271073
2370,0.51146829
2371,0.52294517
2372,0.08686021
2373,0.38632461
2374,0.59767938
2375,0.90195394
2376,0.5962097
2377,0.51029271
2378,0.98840445
2379,0.57491618
2380,0.65896904
2381,0.53449965
2382,0.44612202
2383,0.64110869
2384,0.8614347
2385,0.57062078
2386,0.81798595
2387,0.45253226
2388,0.70898682
2389,0.55059206
2390,0.68885481
2391,0.88612914
2392,0.68761611
2393,0.5357905
2394,0.67461562
2395,0.34740379
2396,0.61186659
2397,0.79380995
2398,0.50098962
2399,0.2947776
2400,0.91246819
2401,0.41429773
2402,0.80208665
2403,0.40153763
2404,-0.25356278
2405,0.58878553
2406,0.002444043
2407,1.0186317
2408,0.71299124
2409,0.21566539
2410,0.70335048
2411,0.30702609
2412,0.76749229
2413,0.5978691
2414,0.92608505
2415,0.70093441
2416,-0.18895315
2417,0.57816917
2418,0.74122649
2419,0.31421798
2420,0.7251718
2421,0.32419592
2422,0.73490369
2423,0.7358861
2424,0.73330241
2425,0.63603604
2426,0.65670061
2427,0.41492921
2428,0.85658032
2429,0.80392087
2430,0.72290969
2431,0.88667333
2432,0.77635211
2433,0.53394061
2434,0.64728105
2435,0.71484131
2436,0.76158273
2437,0.4574317
2438,0.71300066
2439,0.47199899
2440,0.73021173
2441,0.66082996
2442,0.71490967
2443,0.70927072
2444,0.69577658
2445,0.95249808
2446,0.54379267
2447,0.59377176
2448,0.23311774
2449,0.73328537
2450,0.66105866
2451,0.46041378
2452,0.65060323
2453,0.42066884
2454,0.48100746
2455,1.0636361
2456,0.042798068
2457,0.64205551
2458,0.61663979
2459,0.29993123
2460,0.53994477
2461,0.61029738
2462,0.53661525
2463,0.48934639
2464,0.70076352
2465,0.40094325
2466,0.54277658
2467,0.54628652
2468,0.29250211
2469,0.42941013
2470,0.75187415
2471,0.94141418
2472,0.4038755
2473,0.39360362
2474,0.53007096
2475,0.22767852
2476,0.55285287
2477,0.69286251
2478,0.74261826
2479,0.76829326
2480,0.58580595
2481,0.66334909
2482,0.66798759
2483,0.2166639
2484,0.44833842
2485,0.60389578
2486,0.94306993
2487,0.79287732
2488,-0.18020144
2489,0.90537226
2490,0.57314175
2491,0.66150171
2492,0.49705356
2493,0.74481326
2494,0.92643744
2495,0.55223143
2496,0.53509396
2497,0.70021498
2498,0.54234797
2499,0.3523322
2500,0.70414871
2501,-0.21730442
2502,0.49225739
2503,0.70100939
2504,0.43653724
2505,-0.10893308
2506,0.54981863
2507,0.88355821
2508,-0.29489496
2509,0.6526444
2510,0.72126728
2511,0.27668005
2512,0.67612582
2513,0.11500873
2514,0.37728921
2515,-0.19194585
2516,0.75232154
2517,0.89590436
2518,0.75747943
2519,0.26173115
2520,1.0143874
2521,0.57697946
2522,0.53963435
2523,0.50990051
2524,0.7370646
2525,0.75723886
2526,0.7894904
2527,-0.1438057
2528,0.64668489
2529,0.66426617
2530,0.60342801
2531,0.63794285
2532,0.85561931
2533,0.73879385
2534,0.68113339
2535,0.50359833
2536,0.84706473
2537,0.87067473
2538,0.36191386
2539,0.16082066
2540,0.012951357
2541,0.61354506
2542,0.64273089
2543,0.48788372
2544,0.61858195
2545,0.69035745
2546,0.76630038
2547,0.54978287
2548,0.72042173
2549,0.62468928
2550,0.43028003
2551,0.54693252
2552,0.57506329
2553,0.152962
2554,0.63378567
2555,0.44289148
2556,0.74146408
2557,0.21817443
2558,0.70470077
2559,0.86360538
2560,0.53752762
2561,0.69108677
2562,0.73233986
2563,0.65981191
2564,0.84982306
2565,0.81153393
2566,0.23029576
2567,0.86129302
2568,0.66660941
2569,0.98697609
2570,0.42934084
2571,0.50825745
2572,0.037095696
2573,0.39949945
2574,0.71384698
2575,0.48371497
2576,0.7079733
2577,0.32661954
2578,0.89957005
2579,0.40292662
2580,0.43709415
2581,0.4853608
2582,0.80635393
2583,0.73442388
2584,0.69524235
2585,0.61779392
2586,0.34470394
2587,0.68549436
2588,0.064954974
2589,0.65592808
2590,0.37647519
2591,0.59670448
2592,0.14301842
2593,0.6196869
2594,0.74057406
2595,0.61235064
2596,0.51966596
2597,0.17208223
2598,-0.19738199
2599,0.77201229
2600,0.76481521
2601,0.65242594
2602,0.42457652
2603,0.57281834
2604,0.66336572
2605,0.86340517
2606,0.89276302
2607,0.71051455
2608,0.75506812
2609,0.94994712
2610,0.61558056
2611,0.57485646
2612,0.57460707
2613,0.95921123
2614,0.76609015
2615,0.87206912
2616,0.9639861
2617,0.79420859
2618,0.64457315
2619,0.29263908
2620,0.75901932
2621,0.74401832
2622,0.50619292
2623,0.3312546
2624,0.6278224
2625,0.20141777
2626,0.52139634
2627,0.49141502
2628,0.82871407
2629,0.78210604
2630,0.72462046
2631,0.072531737
2632,0.80856365
2633,0.7427153
2634,0.39583439
2635,0.71446162
2636,0.5552153
2637,0.66583413
2638,0.57647556
2639,0.50940192
2640,0.73287272
2641,0.61637264
2642,0.66398007
2643,0.32663882
2644,0.86054075
2645,0.74596679
2646,0.25065428
2647,0.016831575
2648,0.30874214
2649,0.43908814
2650,0.66859615
2651,0.6596778
2652,0.53962398
2653,0.23073226
2654,0.78011584
2655,0.84696287
2656,0.3237353
2657,0.53276724
2658,0.84900749
2659,0.8404094
2660,0.48045656
2661,0.92252076
2662,0.5929755
2663,0.59580213
2664,0.62817585
2665,0.77074176
2666,0.70405185
2667,0.80102283
2668,0.29600376
2669,0.63669097
2670,0.63752878
2671,0.4092887
2672,0.46294746
2673,0.2954368
2674,0.68143225
2675,0.95318729
2676,0.80918837
2677,0.70601672
2678,0.64005369
2679,0.24121138
2680,0.67688322
2681,0.35170966
2682,0.67310172
2683,0.59258109
2684,0.84064883
2685,0.91783172
2686,-0.86639589
2687,0.48983216
2688,0.83377713
2689,0.20150252
2690,0.3793664
2691,0.43483868
2692,0.53538662
2693,-0.087981306
2694,0.67279702
2695,0.65196973
2696,0.36716241
2697,0.86062872
2698,0.84961259
2699,0.79322994
2700,0.72413391
2701,0.60273057
2702,0.62055188
2703,0.50090158
2704,0.72302222
2705,0.51994985
2706,0.59973121
2707,1.0838414
2708,0.16621675
2709,0.86162442
2710,0.55187595
2711,0.97211862
2712,0.89003026
2713,0.1402279
2714,0.64599663
2715,0.71339369
2716,0.56016731
2717,0.2003603
2718,0.74480045
2719,0.77017921
2720,0.57740271
2721,0.58637714
2722,0.5755952
2723,0.86338186
2724,-0.65068567
2725,-0.12528756
2726,0.45469379
2727,0.89716637
2728,0.58625019
2729,0.485511
2730,0.54862523
2731,0.80026478
2732,0.70050019
2733,0.56146574
2734,0.62281144
2735,0.67843908
2736,0.30095157
2737,0.47029433
2738,0.36925226
2739,-0.64945245
2740,-0.88155335
2741,0.64227676
2742,0.90262663
2743,0.41437933
2744,0.84552425
2745,0.500247
2746,0.55373329
2747,0.45790455
2748,0.65419501
2749,0.60124499
2750,0.36618164
2751,0.81740046
2752,0.14606814
2753,0.32077715
2754,0.6835236
2755,0.35412371
2756,0.92567927
2757,0.60119081
2758,0.64599794
2759,0.71767366
2760,0.54076952
2761,0.73532248
2762,0.52488774
2763,0.4356184
2764,0.72245997
2765,0.83220023
2766,0.46121439
2767,0.70581841
2768,0.45420071
2769,0.60238159
2770,0.65381205
2771,0.63396186
2772,0.85949481
2773,0.80092436
2774,0.7108869
2775,0.45809332
2776,0.36361715
2777,0.98696125
2778,0.5719071
2779,0.80123574
2780,0.7544589
2781,0.27171889
2782,0.54691553
2783,0.76020014
2784,0.40701964
2785,0.67217219
2786,0.73544955
2787,0.93336654
2788,0.94092107
2789,0.85021216
2790,0.43715802
2791,0.14611955
2792,0.62821758
2793,0.49217439
2794,0.80481529
2795,0.18176602
2796,0.63257176
2797,0.45345804
2798,0.84894818
2799,0.93771535
2800,0.63692987
2801,0.86553568
2802,0.77356517
2803,0.60626042
2804,0.71229547
2805,0.6783039
2806,0.65540928
2807,0.70193988
2808,0.7249319
2809,0.85486662
2810,0.39858651
2811,0.74590701
2812,0.60298538
2813,0.75765932
2814,0.82819253
2815,1.067287
2816,0.79222846
2817,0.66262525
2818,-0.31518087
2819,0.3154709
2820,0.6584326
2821,0.18649846
2822,0.63620931
2823,0.49931651
2824,0.67291337
2825,0.48493332
2826,0.59877163
2827,0.59846866
2828,0.50748348
2829,0.51312381
2830,0.81233329
2831,0.6305455
2832,0.68128175
2833,0.71063197
2834,0.76602507
2835,0.44969085
2836,0.56313175
2837,0.65778142
2838,0.68703943
2839,0.68107218
2840,0.66643709
2841,1.035623
2842,0.57429731
2843,0.61345798
2844,0.74906737
2845,0.92026353
2846,0.74368155
2847,0.65466219
2848,0.82340324
2849,0.43846419
2850,0.46888793
2851,0.19560891
2852,0.41710976
2853,0.52085173
2854,0.40806246
2855,0.72867656
2856,0.65670878
2857,-0.27899969
2858,0.4769389
2859,0.72284049
2860,0.73488975
2861,0.4612588
2862,-0.15192239
2863,0.44973171
2864,0.515185
2865,0.53738642
2866,0.55249196
2867,0.77573198
2868,0.80792409
2869,0.69027263
2870,0.58494502
2871,0.38743472
2872,0.15065175
2873,-0.50269532
2874,0.70733678
2875,0.81251925
2876,0.6602937
2877,0.67294347
2878,0.58434808
2879,0.59257096
2880,0.92670518
2881,0.58601409
2882,0.89922649
2883,0.95800126
2884,0.50989586
2885,0.92057604
2886,0.48278525
2887,0.47633743
2888,0.42007756
2889,0.14780144
2890,0.70737636
2891,0.52894318
2892,0.64462066
2893,0.66121507
2894,0.52057105
2895,0.80222428
2896,0.47318587
2897,0.43086636
2898,0.68184865
2899,0.53987712
2900,0.45544782
2901,0.40401241
2902,0.61451387
2903,0.56701988
2904,0.31773823
2905,0.52745944
2906,0.13348065
2907,0.62100238
2908,0.33626354
2909,0.55248481
2910,0.47934958
2911,0.73054868
2912,0.4546822
2913,0.57626116
2914,0.70803851
2915,0.79363614
2916,0.77412748
2917,0.1281261
2918,0.55800146
2919,0.64935231
2920,0.69629323
2921,0.78024197
2922,0.41378832
2923,0.7395677
2924,-0.56632721
2925,0.70954657
2926,0.57422358
2927,0.60634118
2928,0.69985646
2929,0.55292886
2930,0.64694101
2931,0.68423092
2932,0.78059626
2933,0.20721309
2934,0.52716064
2935,0.60266262
2936,0.98450357
2937,0.51386034
2938,0.39575571
2939,0.35450402
2940,0.2314506
2941,0.65091377
2942,0.70243007
2943,0.71375161
2944,0.35335273
2945,-0.073808461
2946,0.44209981
2947,0.10611916
2948,0.85515052
2949,0.31765968
2950,0.037971348
2951,0.17959024
2952,0.28185952
2953,0.68320644
2954,0.49268097
2955,0.36608827
2956,0.51813531
2957,0.74742359
2958,0.25249553
2959,0.83447134
2960,0.5124405
2961,0.56034976
2962,0.86910242
2963,-0.098592885
2964,0.37554932
2965,0.47523552
2966,0.67800784
2967,-0.46608299
2968,0.56132281
2969,0.89377034
2970,0.94340867
2971,0.41499156
2972,0.69162798
2973,0.15349625
2974,1.0040874
2975,0.85306174
2976,0.54640287
2977,0.561827
2978,0.64534491
2979,0.66679353
2980,0.61787784
2981,0.87340206
2982,0.80190223
2983,0.68691695
2984,0.78267223
2985,0.82805032
2986,0.6497246
2987,0.81425601
2988,0.51624447
2989,0.68299842
2990,0.50470513
2991,0.63612658
2992,0.51127625
2993,0.75820607
2994,0.66167712
2995,0.75788867
2996,0.57017499
2997,0.7420978
2998,0.15446877
2999,0.15315881
3000,1.0022016
3001,0.65089649
3002,0.63530606
3003,0.4712795
3004,0.77134466
3005,0.68372947
3006,0.64562982
3007,0.98254287
3008,0.82574153
3009,0.30037558
3010,0.55138731
3011,0.73226815
3012,0.50071144
3013,0.65349126
3014,0.3663767
3015,0.25417233
3016,0.79906052
3017,0.99388266
3018,0.78058022
3019,0.14731829
3020,0.6786024
3021,0.44083077
3022,0.57986277
3023,0.73454094
3024,0.42551354
3025,0.75269854
3026,0.67511779
3027,0.59560436
3028,0.79438162
3029,0.67764163
3030,0.43980262
3031,0.82296711
3032,0.64662093
3033,0.53520769
3034,0.82884562
3035,0.50589049
3036,0.78883505
3037,0.8573302
3038,0.43359461
3039,0.49547756
3040,0.60542101
3041,0.3707996
3042,0.81374419
3043,0.81647879
3044,0.56679624
3045,0.46659103
3046,0.46119431
3047,0.30229506
3048,0.74847382
3049,0.28911546
3050,-0.18318553
3051,-0.019891392
3052,0.1974612
3053,0.67048538
3054,0.77230376
3055,1.0439174
3056,0.27912956
3057,0.91412514
3058,0.32516316
3059,0.93737334
3060,0.71578866
3061,0.554528
3062,0.82499087
3063,0.86908466
3064,0.95526481
3065,0.37616292
3066,0.58056611
3067,0.81029922
3068,0.94495094
3069,0.68711436
3070,0.60134006
3071,0.80797404
3072,0.459773
3073,0.71671265
3074,0.55803698
3075,0.58433962
3076,0.87601858
3077,0.72309095
3078,0.33224398
3079,0.67773044
3080,0.81135303
3081,0.54281449
3082,0.48983741
3083,0.77140182
3084,0.84722269
3085,0.9311378
3086,0.18781638
3087,0.65328467
3088,0.82659239
3089,0.45651045
3090,0.42241374
3091,1.0128529
3092,0.87984318
3093,0.58024925
3094,0.45031783
3095,0.71783888
3096,0.62619436
3097,0.41508052
3098,0.66146457
3099,0.63515186
3100,0.64847225
3101,0.6675027
3102,0.82010072
3103,0.7099179
3104,0.56040925
3105,-0.15106158
3106,0.76578295
3107,0.60482597
3108,0.43570986
3109,0.80507904
3110,0.87051928
3111,0.23809439
3112,0.51635069
3113,0.67573756
3114,0.63082689
3115,0.24428543
3116,0.57968181
3117,0.64479804
3118,0.57263523
3119,0.69687486
3120,0.53886753
3121,0.32106999
3122,0.61009413
3123,0.54284704
3124,0.51507205
3125,0.87155622
3126,0.53091127
3127,0.78680354
3128,0.24013285
3129,0.41906258
3130,0.83158273
3131,0.89070106
3132,0.61637849
3133,0.71592438
3134,-0.27995101
3135,0.87059975
3136,0.79982597
3137,0.6294378
3138,0.692173
3139,0.92474645
3140,0.44776806
3141,0.533948
3142,0.60245961
3143,0.54788154
3144,0.85812521
3145,0.718615
3146,0.75350934
3147,0.6975826
3148,0.57122451
3149,0.59955853
3150,0.65080994
3151,0.34954661
3152,0.47816366
3153,0.59054947
3154,0.14677948
3155,0.73913169
3156,0.4992488
3157,0.65811294
3158,0.34233129
3159,0.79214692
3160,0.62202972
3161,0.53845143
3162,0.34778944
3163,0.70094448
3164,0.89811403
3165,0.96144086
3166,0.67633343
3167,0.44825426
3168,-0.15970534
3169,0.81332368
3170,0.6426478
3171,0.74067473
3172,0.58753252
3173,0.94874358
3174,0.8785941
3175,0.73531866
3176,0.72322404
3177,0.61503142
3178,-1.4296519
3179,0.45944074
3180,0.66937572
3181,0.82209539
3182,0.68311846
3183,0.088208504
3184,0.95939201
3185,0.80067235
3186,0.59086746
3187,0.87023443
3188,0.59370321
3189,0.60712886
3190,0.30698889
3191,0.56845152
