# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,158.441976305588,158.441976305588,158.441976305588,193.179489175131,182.940153773544,182.940153773544,195.625775430719,173.439007838425
2021,161.543320857819,161.543320857819,161.543320857819,201.191254491445,188.626955154158,188.626955154158,201.125300514909,177.438285632459
2022,164.64466541005,164.64466541005,164.64466541005,209.20301980776,194.313756534772,194.313756534772,206.624825599098,181.437563426494
2023,167.746009962281,167.746009962281,167.746009962281,217.214785124074,200.000557915387,200.000557915387,212.124350683288,185.436841220528
2024,170.847354514511,170.847354514511,170.847354514511,225.226550440389,205.687359296001,205.687359296001,217.623875767478,189.436119014562
2025,173.948699066742,173.948699066742,173.948699066742,233.238315756703,211.374160676616,211.374160676616,223.123400851667,193.435396808597
2026,177.050043618973,177.050043618973,177.050043618973,241.250081073018,217.06096205723,217.06096205723,228.622925935857,197.434674602631
2027,180.151388171204,180.151388171204,180.151388171204,249.261846389332,222.747763437844,222.747763437844,234.122451020046,201.433952396665
2028,183.252732723435,183.252732723435,183.252732723435,257.273611705647,228.434564818459,228.434564818459,239.621976104236,205.4332301907
2029,186.354077275666,186.354077275666,186.354077275666,265.285377021961,234.121366199073,234.121366199073,245.121501188426,209.432507984734
2030,189.455421827896,189.455421827896,189.455421827896,273.297142338276,239.808167579688,239.808167579688,250.621026272615,213.431785778768
2031,189.770223199436,189.770223199436,189.770223199436,281.609266970204,248.443114494792,248.443114494792,255.502115534064,220.03218797278
2032,190.085024570975,190.085024570975,190.085024570975,289.921391602133,257.078061409897,257.078061409897,260.383204795514,226.632590166792
2033,190.399825942515,190.399825942515,190.399825942515,298.233516234061,265.713008325002,265.713008325002,265.264294056963,233.232992360804
2034,190.714627314054,190.714627314054,190.714627314054,306.54564086599,274.347955240107,274.347955240107,270.145383318412,239.833394554816
2035,191.029428685594,191.029428685594,191.029428685594,314.857765497918,282.982902155212,282.982902155212,275.026472579861,246.433796748828
2036,191.344230057134,191.344230057134,191.344230057134,323.169890129846,291.617849070317,291.617849070317,279.90756184131,253.03419894284
2037,191.659031428673,191.659031428673,191.659031428673,331.482014761775,300.252795985422,300.252795985422,284.788651102759,259.634601136852
2038,191.973832800213,191.973832800213,191.973832800213,339.794139393703,308.887742900527,308.887742900527,289.669740364208,266.235003330864
2039,192.288634171752,192.288634171752,192.288634171752,348.106264025632,317.522689815631,317.522689815631,294.550829625657,272.835405524876
2040,192.603435543292,192.603435543292,192.603435543292,356.41838865756,326.157636730736,326.157636730736,299.431918887106,279.435807718887
2041,191.96484540892,191.96484540892,191.96484540892,363.933468238835,331.422985812362,331.422985812362,305.893773376538,284.230259184779
2042,191.326255274548,191.326255274548,191.326255274548,371.448547820109,336.688334893988,336.688334893988,312.355627865969,289.02471065067
2043,190.687665140177,190.687665140177,190.687665140177,378.963627401383,341.953683975614,341.953683975614,318.817482355401,293.819162116561
2044,190.049075005805,190.049075005805,190.049075005805,386.478706982657,347.219033057241,347.219033057241,325.279336844832,298.613613582453
2045,189.410484871434,189.410484871434,189.410484871434,393.993786563931,352.484382138867,352.484382138867,331.741191334263,303.408065048344
2046,188.771894737062,188.771894737062,188.771894737062,401.508866145205,357.749731220493,357.749731220493,338.203045823695,308.202516514235
2047,188.133304602691,188.133304602691,188.133304602691,409.023945726479,363.015080302119,363.015080302119,344.664900313126,312.996967980127
2048,187.494714468319,187.494714468319,187.494714468319,416.539025307753,368.280429383745,368.280429383745,351.126754802558,317.791419446018
2049,186.856124333948,186.856124333948,186.856124333948,424.054104889027,373.545778465371,373.545778465371,357.588609291989,322.58587091191
2050,186.217534199576,186.217534199576,186.217534199576,431.569184470301,378.811127546997,378.811127546997,364.05046378142,327.380322377801
2051,185.997038512311,185.997038512311,185.997038512311,435.526235228496,383.218680213455,383.218680213455,370.976481441926,333.324463481904
2052,185.776542825045,185.776542825045,185.776542825045,439.483285986691,387.626232879914,387.626232879914,377.902499102432,339.268604586008
