# Index: region
# Unit: Mtonne/year

Region,e_glin_0
EU,83.16343621933233
US,216.49202882076008
OT,77.97264727156184
EE,27.885191768681864
CA,90.16053763036143
IA,62.9802149298173
AF,39.11973074395469
LA,33.44251093820112
