# Index: region

Region, impf_coefflinearregion
EU,-7.805769386483104e-5
US,-0.0030303532741350944
OT,-0.0016265205738136398
EE,0.003177693763545795
CA,-0.004360330120678406
IA,-0.015360663074585796
AF,-0.010746110888392708
LA,-0.011690538003738407
