# Index: region

region,rtl_abs_0
EU,10.609386676836788
US,13.942659086417576
OT,12.53135971789519
EE,7.746171291730802
CA,15.461782611724232
IA,25.337426204563457
AF,22.35642079387241
LA,21.519354574959305
