"Intercept","HA","VU","CC","loggdppc"
0.00795024127835421,-0.000739333389162446,-1.38081953239079e-06,-0.00463982133773481,1.66590866468746e-06
0.00800470923030287,-0.000874311864238253,-2.33419619587825e-06,-0.00456872240590857,2.44350513276512e-07
0.00840396915096002,-0.000807209694483013,-1.75890648561175e-07,-0.00485817004637176,1.8326792133475e-08
0.00842080914211312,-0.000839572465136309,-9.6213013237243e-07,-0.00484808078527288,1.62577670861538e-07
0.00797833715457507,-0.000756820616311598,-1.1116430785546e-06,-0.00461397395082676,2.17702010449981e-07
0.00808179971821104,-0.000868623377112033,-2.80821366019782e-06,-0.00457514426213653,2.97977541232615e-07
0.00805159282911606,-0.000771447054554825,-6.10993223160643e-07,-0.00469385073842405,6.2063238856691e-07
0.00827450157578946,-0.00082642042413823,-2.78930263778312e-07,-0.00476648257719691,8.08131179252767e-08
0.00782491742090875,-0.000717937252241184,-6.83063586301271e-07,-0.00455577033800201,7.97642280165907e-08
0.00801479203335294,-0.000754684456183492,-2.82004543939148e-06,-0.00466811547622467,1.05348590792093e-06
0.00811689193985591,-0.000754202508824319,-3.39515096934762e-07,-0.00472659819425366,3.90676841966155e-07
0.00800064287147376,-0.000750256870723741,-2.41817930196713e-06,-0.00463846439698341,5.41397111342676e-08
0.00820191583132244,-0.000786363119318039,-3.94464951503922e-07,-0.00472442596415553,2.23918662604709e-08
0.00824734705930217,-0.000746315065860307,-2.90559262434892e-06,-0.00482413302040552,3.8808020640089e-07
0.00814183448140788,-0.000748906230464548,-2.86830643076046e-08,-0.00475794403326022,4.9615587008059e-07
0.00803531699792748,-0.000800709911942501,-1.38738514874577e-07,-0.00461205783799735,2.9364280155655e-08
0.00818239585642358,-0.000760026007266877,-1.30877968234857e-06,-0.00477842026157107,6.08608622036981e-08
0.00793573110560732,-0.00067064537858541,-4.4764130060434e-06,-0.00466970624274218,3.77954641034976e-07
0.00814991952940522,-0.000717727535241504,-3.91960239736169e-06,-0.00475982659082321,1.01678585049796e-06
0.00830073079044023,-0.000722138819331669,-3.20157535293511e-07,-0.00487710462875578,6.7256278699634e-07
0.00817170896162972,-0.000737375686614864,-1.26075519950012e-06,-0.00475704635623061,5.00179950489794e-07
0.00836899445323623,-0.000822135891055011,-1.63645360841222e-06,-0.00482949690717456,1.35900309846853e-07
0.00817635152498341,-0.00077146598210272,-1.39190260468255e-07,-0.00467830177783811,2.75686069823636e-07
0.00824000105184261,-0.000773144939197884,-1.5935178999672e-06,-0.00479447377449583,2.18970011389219e-07
0.00808888239720211,-0.000801649795280109,-1.2220430253022e-06,-0.00471097731906145,1.63779157356376e-07
0.0082618415033533,-0.000808195009154378,-4.44600306724001e-06,-0.00471529573753664,6.09050871358541e-08
0.00811351121301334,-0.000759129949238689,-6.82349349007314e-07,-0.00473438801972296,4.6315909987126e-07
0.00834446489880998,-0.00083093823263435,-1.19004328789752e-06,-0.00482485573738186,5.22362349874557e-07
0.00774857148523213,-0.000748191433325388,-4.37522575302134e-07,-0.00450833013690545,4.53846436927598e-08
0.00833146679730432,-0.000800249141771925,-1.81650311189841e-06,-0.00481441839079092,1.18379804770335e-06
0.00795927148610884,-0.000699597787788393,-1.10253126604492e-06,-0.00464982899867066,1.35189301803966e-07
0.00828604986240625,-0.00084048866938029,-8.48790948891196e-07,-0.00475235582475006,4.55956726318374e-07
0.00802079093279441,-0.000819333567740426,-8.0427024855231e-08,-0.00462884746199989,8.46373367221748e-08
0.00793483933417192,-0.000785186837143264,-8.89593496112164e-08,-0.00459949400064988,6.79687687031976e-07
0.0081067058037666,-0.000795023098898124,-6.49976220622201e-07,-0.00470862438860009,8.55518881790596e-07
0.00804780752012719,-0.000786014444302093,-3.48601519973192e-07,-0.00464641850067439,1.05262515298632e-06
0.00785274764909356,-0.000838548706207413,-5.09019179107577e-06,-0.00446715042478749,2.4519171464331e-07
0.0079869913833461,-0.00082309464798429,-1.07584826426047e-06,-0.00455964637404392,2.73526077638046e-07
0.00809340195478723,-0.000832806670365101,-2.02861602802202e-06,-0.00464660954322363,7.80426391347098e-07
0.00818675251007457,-0.000851233093426281,-1.20225271240569e-06,-0.00466734896088224,4.45601930963607e-08
0.00829516550548361,-0.000846232956588428,-3.63490669168534e-07,-0.00474844391688788,3.80885232415885e-07
0.00797556957464984,-0.000779801085293587,-1.14429997929732e-06,-0.0046173605526224,1.17710713533623e-07
0.00845981694446844,-0.000845789240647443,-8.19507409031664e-06,-0.00486367404743366,3.68235347739011e-07
0.00807287748670798,-0.000750086720000378,-6.5853604277376e-07,-0.00468551913390035,2.75130355496935e-07
0.00828282528606455,-0.000781110074492035,-7.0512583294056e-06,-0.00478994588936654,5.20709850768265e-07
0.00793724618577011,-0.000759157863732779,-1.00835772491209e-06,-0.00459500631914142,1.8516699667304e-07
0.00818909626121958,-0.000790482670898394,-8.68076723777227e-07,-0.00472766632546203,1.05554722441569e-06
0.00812083607386929,-0.000781906395704821,-3.85314623708788e-07,-0.00470062258326252,1.85771496925559e-06
0.00828351675121253,-0.000859295564853954,-2.13669726840952e-06,-0.00475887809993062,6.65707197296622e-08
0.00833740656614715,-0.000864445929628104,-9.64916659710004e-07,-0.00477230558583368,5.20599932958239e-07
0.00804735710145996,-0.000724977552037208,-1.05554308215291e-06,-0.00470971129010991,9.32295223530344e-07
0.00824670389903258,-0.000862715585030361,-2.086829319266e-06,-0.00470856120924227,7.37066614914994e-07
0.00785673396648911,-0.000620708155277842,-1.33010490438825e-06,-0.004690879682637,1.12603220768733e-07
0.00821634465094707,-0.000800559958414191,-3.64843210420966e-06,-0.00474194476813426,2.63525695840037e-07
0.00832267625623472,-0.000844862208635706,-5.32302033402304e-07,-0.00475026375694061,3.9563601807406e-07
0.00811999026199793,-0.000756288784470111,-3.42741233483901e-07,-0.00473405020340291,2.82604994006497e-07
0.0081884877710688,-0.000725239050584193,-7.13273123623067e-07,-0.00482894806422509,9.56263146580951e-08
0.00848973464602481,-0.000796850835728266,-3.90796220860169e-06,-0.0048822734398194,2.15672514730075e-07
0.00819179692902616,-0.000733168843678961,-2.01405635363825e-07,-0.0047725154985632,7.65983013510997e-07
0.00805900603395418,-0.000773912491719725,-1.09767256027401e-06,-0.00465881949386902,7.10788638385561e-07
0.00825213072863194,-0.000795307679603252,-9.63274498823043e-07,-0.00474045163259464,6.93417664463127e-07
0.00821588887558708,-0.000698076820963398,-2.79171175062253e-07,-0.00481466711766656,2.10794000242697e-07
0.00834853764131189,-0.000774898999228423,-4.25137224285326e-06,-0.00487549097333249,5.73262629848515e-07
0.00800976859070002,-0.000756502181014453,-1.49060716671419e-06,-0.00463229014749877,1.80468400761609e-07
0.00785320973549373,-0.000727338387755395,-8.02679117341929e-08,-0.00459146485227461,8.49161176918013e-07
0.00821180108043832,-0.000850550040672766,-1.02632939990501e-06,-0.00472705799421333,4.9757124245777e-07
0.00828750002919964,-0.000861989479711057,-7.12453946241821e-07,-0.0047378948538367,1.01764279702108e-07
0.00808670755027701,-0.000810514923204608,-7.33393433445675e-08,-0.00465362172583264,4.49688587037214e-07
0.00822842230580045,-0.000812278781098542,-1.16069592859306e-06,-0.00475742120742892,7.75037567087811e-07
0.00796305387890828,-0.00073123608520419,-2.62836363499089e-07,-0.00463336382709868,1.51958639759058e-07
0.00819762606347763,-0.000833319411589736,-1.34147077112671e-06,-0.00471331995224384,4.81560062416366e-07
0.00816185255550585,-0.000883878540172425,-1.86745052866899e-06,-0.00467347768672345,5.2486987725826e-07
0.00791285812579762,-0.000765114576047977,-3.9628067063723e-06,-0.00459647591592116,3.67785559452132e-07
0.00814565299656744,-0.000707775845235081,-8.34708962280669e-07,-0.00476413601368026,2.07954131585034e-07
0.00828051798034645,-0.000782350082215551,-7.30776091151418e-07,-0.00479642736142756,2.08242598605708e-07
0.0081983253047201,-0.000773718262514854,-5.33740388679973e-06,-0.00479640227857456,4.68052575155411e-07
0.00836295291510345,-0.000930237183487999,-1.62037329300033e-06,-0.00476735388237939,9.22960550872824e-08
0.00814647435110634,-0.000774805901480115,-3.36220931622548e-06,-0.00470381859049054,3.0035534420386e-07
0.00806484599582957,-0.000740606265547262,-2.7665343134894e-06,-0.00470617836460803,3.3813665326194e-07
0.00823719853933257,-0.000849448410655196,-1.46020169563846e-06,-0.00473646674597373,4.55778046493719e-07
0.00846557048297274,-0.000887501715505525,-1.44269963353304e-07,-0.00482698712516087,8.20798670470203e-07
0.00801243909755025,-0.000753132224951482,-1.5126550764232e-06,-0.00467663828694254,1.03378852126649e-06
0.00828079494419097,-0.000746802922912766,-6.10333957863152e-07,-0.00484628175165277,3.67933197964929e-07
0.00847830130351389,-0.000849577684345385,-6.6201406925299e-06,-0.00486282369608296,4.25586624519271e-07
0.00821818848220861,-0.000775204955610788,-9.81830169139041e-07,-0.00476289725468986,1.49159977293755e-07
0.00827636747932698,-0.000799804081979417,-1.71648501551384e-06,-0.00478505385594263,1.32577362608507e-06
0.00825511790799341,-0.000792111238407039,-1.75032981003142e-06,-0.00476785174613404,2.47227115394604e-07
0.00851233389036448,-0.000785441245113026,-9.86331530177018e-07,-0.0049288719636926,2.8525887209594e-07
0.00821125512608801,-0.000674329948262778,-1.52233523411071e-06,-0.00486230203339053,4.38748868194216e-07
