# Index: time, region
# Unit: %/year

year,EU,US,OT,EE,CA,IA,AF,LA
2020,1.570522653689364,2.6019074991762112,2.080905156875868,3.992202587975716,8.439790492954863,6.354096435185971,4.5546587839027834,3.7379031467311474
2030,1.4012390673501345,1.951229296312658,1.7856842867314158,3.6144350999414043,5.872673555449791,5.799259729006137,4.521254117619062,3.4372545194551662
2040,1.404885737915098,1.4958732924216558,1.4848075696152896,2.8097715617574544,3.547991611018718,4.971226727759893,4.7250993024366,3.204853068824476
2050,1.296435030260924,1.313301242347848,1.3043619483979048,1.5874430001951207,2.092455847524666,4.002451618193785,4.555676963897483,2.844659308853069
2075,1.210584287490014,1.2633780123446845,1.120186996509724,1.1518829403449493,0.6816696382985905,2.6747550959745716,4.229923144075905,2.297176088680214
2100,1.1349806516839145,1.1780412880534914,0.934166790123526,0.9470340149240968,0.08521331925734102,1.5142014683946643,3.389053224843426,1.6262109072765176
2150,1.0971462060599895,1.1495810437856917,0.8568529215880962,0.8802814741277092,0.032534250737816565,1.1490316072420077,3.0609806602170866,1.3763689763576112
2200,0.9644973649239406,1.0471806692079455,0.6226732527190579,0.8034078441613507,-0.05175822347006705,0.4070927225247889,2.1734605764006205,0.739191944268064
2250,0.8568582806959939,0.9602245323686167,0.4693232149545198,1.00133647700667,-0.07817278088103051,0.16242267365338334,1.7130273652193522,0.4313415082236637
2300,0.7689476669219057,0.8856528604175631,0.36456160022867623,1.5234342771689362,-0.08938565312449959,0.07295646973761019,1.4788949500475583,0.2749187153525038
