# Index: region
# Unit: degreeC

region,rtl_0
EU,1.2016316666666669
US,1.2678633333333336
OT,1.1543233333333334
EE,1.5611749999999998
CA,1.107015
IA,0.9556283333333334
AF,1.1448616666666667
LA,0.9840133333333334
