# Index: time, region
# Unit: %

year,EU,US,OT,EE,CA,IA,AF,LA
2020,111.112248460976,111.112248460976,111.112248460976,125.999747866592,116.363886895091,116.363886895091,122.570654031798,116.613831040511
2021,113.06928109872,113.06928109872,113.06928109872,128.965859268066,117.77507935127,117.77507935127,125.813132247229,118.404144777229
2022,115.026313736464,115.026313736464,115.026313736464,131.93197066954,119.18627180745,119.18627180745,129.055610462661,120.194458513948
2023,116.983346374208,116.983346374208,116.983346374208,134.898082071014,120.597464263629,120.597464263629,132.298088678092,121.984772250667
2024,118.940379011951,118.940379011951,118.940379011951,137.864193472488,122.008656719809,122.008656719809,135.540566893524,123.775085987386
2025,120.897411649695,120.897411649695,120.897411649695,140.830304873961,123.419849175989,123.419849175989,138.783045108955,125.565399724105
2026,122.854444287439,122.854444287439,122.854444287439,143.796416275435,124.831041632168,124.831041632168,142.025523324387,127.355713460823
2027,124.811476925183,124.811476925183,124.811476925183,146.762527676909,126.242234088348,126.242234088348,145.268001539818,129.146027197542
2028,126.768509562927,126.768509562927,126.768509562927,149.728639078383,127.653426544527,127.653426544527,148.51047975525,130.936340934261
2029,128.725542200671,128.725542200671,128.725542200671,152.694750479857,129.064619000707,129.064619000707,151.752957970681,132.72665467098
2030,130.682574838415,130.682574838415,130.682574838415,155.660861881331,130.475811456886,130.475811456886,154.995436186112,134.516968407698
2031,131.959441211297,131.959441211297,131.959441211297,159.399417353444,133.431359479571,133.431359479571,159.912483743066,137.683055482113
2032,133.236307584178,133.236307584178,133.236307584178,163.137972825556,136.386907502256,136.386907502256,164.82953130002,140.849142556528
2033,134.51317395706,134.51317395706,134.51317395706,166.876528297669,139.342455524941,139.342455524941,169.746578856973,144.015229630943
2034,135.790040329942,135.790040329942,135.790040329942,170.615083769782,142.298003547626,142.298003547626,174.663626413927,147.181316705358
2035,137.066906702824,137.066906702824,137.066906702824,174.353639241895,145.253551570311,145.253551570311,179.580673970881,150.347403779773
2036,138.343773075706,138.343773075706,138.343773075706,178.092194714008,148.209099592996,148.209099592996,184.497721527834,153.513490854188
2037,139.620639448588,139.620639448588,139.620639448588,181.830750186121,151.164647615681,151.164647615681,189.414769084788,156.679577928603
2038,140.89750582147,140.89750582147,140.89750582147,185.569305658233,154.120195638366,154.120195638366,194.331816641742,159.845665003018
2039,142.174372194352,142.174372194352,142.174372194352,189.307861130346,157.075743661051,157.075743661051,199.248864198695,163.011752077433
2040,143.451238567234,143.451238567234,143.451238567234,193.046416602459,160.031291683736,160.031291683736,204.165911755649,166.177839151848
2041,144.872927013577,144.872927013577,144.872927013577,197.275017237665,163.424306964171,163.424306964171,210.074901661402,170.351064645365
2042,146.29461545992,146.29461545992,146.29461545992,201.503617872872,166.817322244605,166.817322244605,215.983891567156,174.524290138882
2043,147.716303906263,147.716303906263,147.716303906263,205.732218508078,170.210337525039,170.21033752504,221.892881472909,178.697515632399
2044,149.137992352605,149.137992352605,149.137992352605,209.960819143284,173.603352805474,173.603352805474,227.801871378662,182.870741125916
2045,150.559680798948,150.559680798948,150.559680798948,214.189419778491,176.996368085908,176.996368085908,233.710861284416,187.043966619433
2046,151.981369245291,151.981369245291,151.981369245291,218.418020413697,180.389383366343,180.389383366343,239.619851190169,191.21719211295
2047,153.403057691634,153.403057691634,153.403057691634,222.646621048904,183.782398646777,183.782398646777,245.528841095922,195.390417606467
2048,154.824746137977,154.824746137977,154.824746137977,226.87522168411,187.175413927212,187.175413927212,251.437831001676,199.563643099984
2049,156.24643458432,156.24643458432,156.24643458432,231.103822319316,190.568429207646,190.568429207646,257.346820907429,203.736868593501
2050,157.668123030663,157.668123030663,157.668123030663,235.332422954523,193.96144448808,193.96144448808,263.255810813183,207.910094087018
2051,158.776232995043,158.776232995043,158.776232995043,238.82697100456,196.270598582447,196.270598582447,268.552569634838,210.266853630723
2052,159.884342959422,159.884342959422,159.884342959422,242.321519054598,198.579752676813,198.579752676813,273.849328456494,212.623613174429
2053,160.992452923801,160.992452923801,160.992452923801,245.816067104635,200.88890677118,200.88890677118,279.146087278149,214.980372718134
2054,162.100562888181,162.100562888181,162.100562888181,249.310615154673,203.198060865546,203.198060865546,284.442846099805,217.33713226184
2055,163.20867285256,163.20867285256,163.20867285256,252.805163204711,205.507214959913,205.507214959913,289.73960492146,219.693891805545
2056,164.316782816939,164.316782816939,164.316782816939,256.299711254748,207.816369054279,207.816369054279,295.036363743115,222.050651349251
2057,165.424892781319,165.424892781319,165.424892781319,259.794259304786,210.125523148646,210.125523148646,300.333122564771,224.407410892956
2058,166.533002745698,166.533002745698,166.533002745698,263.288807354824,212.434677243012,212.434677243012,305.629881386426,226.764170436662
2059,167.641112710078,167.641112710078,167.641112710078,266.783355404861,214.743831337379,214.743831337379,310.926640208082,229.120929980367
2060,168.749222674457,168.749222674457,168.749222674457,270.277903454899,217.052985431745,217.052985431745,316.223399029737,231.477689524073
2061,169.857332638836,169.857332638836,169.857332638836,273.772451504936,219.362139526112,219.362139526112,321.520157851393,233.834449067778
2062,170.965442603216,170.965442603216,170.965442603216,277.266999554974,221.671293620478,221.671293620478,326.816916673048,236.191208611484
2063,172.073552567595,172.073552567595,172.073552567595,280.761547605012,223.980447714845,223.980447714845,332.113675494704,238.547968155189
2064,173.181662531974,173.181662531974,173.181662531974,284.256095655049,226.289601809211,226.289601809211,337.410434316359,240.904727698895
2065,174.289772496354,174.289772496354,174.289772496354,287.750643705087,228.598755903578,228.598755903578,342.707193138015,243.2614872426
2066,175.397882460733,175.397882460733,175.397882460733,291.245191755125,230.907909997944,230.907909997944,348.00395195967,245.618246786306
2067,176.505992425112,176.505992425112,176.505992425112,294.739739805162,233.217064092311,233.217064092311,353.300710781326,247.975006330011
2068,177.614102389492,177.614102389492,177.614102389492,298.2342878552,235.526218186677,235.526218186677,358.597469602981,250.331765873717
2069,178.722212353871,178.722212353871,178.722212353871,301.728835905238,237.835372281044,237.835372281044,363.894228424637,252.688525417422
2070,179.830322318251,179.830322318251,179.830322318251,305.223383955275,240.14452637541,240.14452637541,369.190987246292,255.045284961128
2071,180.93843228263,180.93843228263,180.93843228263,308.717932005313,242.453680469776,242.453680469776,374.487746067948,257.402044504833
2072,182.046542247009,182.046542247009,182.046542247009,312.21248005535,244.762834564143,244.762834564143,379.784504889603,259.758804048539
2073,183.154652211389,183.154652211389,183.154652211389,315.707028105388,247.071988658509,247.071988658509,385.081263711258,262.115563592244
2074,184.262762175768,184.262762175768,184.262762175768,319.201576155426,249.381142752876,249.381142752876,390.378022532914,264.47232313595
2075,185.370872140147,185.370872140147,185.370872140147,322.696124205463,251.690296847242,251.690296847242,395.674781354569,266.829082679656
2076,185.040600426815,185.040600426815,185.040600426815,327.014981746415,252.181894668973,252.181894668973,398.94321361712,263.883063696265
2077,184.710328713483,184.710328713483,184.710328713483,331.333839287366,252.673492490703,252.673492490703,402.211645879671,260.937044712875
2078,184.380057000151,184.380057000151,184.380057000151,335.652696828317,253.165090312433,253.165090312433,405.480078142221,257.991025729485
2079,184.049785286819,184.049785286819,184.049785286819,339.971554369268,253.656688134163,253.656688134163,408.748510404772,255.045006746095
2080,183.719513573487,183.719513573487,183.719513573487,344.29041191022,254.148285955894,254.148285955894,412.016942667322,252.098987762705
2081,183.389241860155,183.389241860155,183.389241860155,348.609269451171,254.639883777624,254.639883777624,415.285374929873,249.152968779315
2082,183.058970146823,183.058970146823,183.058970146823,352.928126992122,255.131481599354,255.131481599354,418.553807192424,246.206949795925
2083,182.728698433491,182.728698433491,182.728698433491,357.246984533074,255.623079421085,255.623079421085,421.822239454974,243.260930812535
2084,182.398426720159,182.398426720159,182.398426720159,361.565842074025,256.114677242815,256.114677242815,425.090671717525,240.314911829145
2085,182.068155006827,182.068155006827,182.068155006827,365.884699614976,256.606275064545,256.606275064545,428.359103980075,237.368892845754
2086,181.737883293495,181.737883293495,181.737883293495,370.203557155927,257.097872886275,257.097872886275,431.627536242626,234.422873862364
2087,181.407611580163,181.407611580163,181.407611580163,374.522414696879,257.589470708006,257.589470708006,434.895968505177,231.476854878974
2088,181.077339866831,181.077339866831,181.077339866831,378.84127223783,258.081068529736,258.081068529736,438.164400767727,228.530835895584
2089,180.747068153499,180.747068153499,180.747068153499,383.160129778781,258.572666351466,258.572666351466,441.432833030278,225.584816912194
2090,180.416796440167,180.416796440167,180.416796440167,387.478987319732,259.064264173196,259.064264173196,444.701265292828,222.638797928804
2091,180.086524726835,180.086524726835,180.086524726835,391.797844860684,259.555861994927,259.555861994927,447.969697555379,219.692778945414
2092,179.756253013503,179.756253013503,179.756253013503,396.116702401635,260.047459816657,260.047459816657,451.23812981793,216.746759962024
2093,179.425981300171,179.425981300171,179.425981300171,400.435559942586,260.539057638387,260.539057638387,454.50656208048,213.800740978634
2094,179.095709586839,179.095709586839,179.095709586839,404.754417483538,261.030655460117,261.030655460117,457.774994343031,210.854721995243
2095,178.765437873507,178.765437873507,178.765437873507,409.073275024489,261.522253281848,261.522253281848,461.043426605581,207.908703011853
2096,178.435166160175,178.435166160175,178.435166160175,413.39213256544,262.013851103578,262.013851103578,464.311858868132,204.962684028463
2097,178.104894446843,178.104894446843,178.104894446843,417.710990106391,262.505448925308,262.505448925308,467.580291130682,202.016665045073
2098,177.774622733511,177.774622733511,177.774622733511,422.029847647343,262.997046747039,262.997046747039,470.848723393233,199.070646061683
2099,177.444351020179,177.444351020179,177.444351020179,426.348705188294,263.488644568769,263.488644568769,474.117155655784,196.124627078293
2100,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2101,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2102,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2103,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2104,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2105,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2106,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2107,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2108,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2109,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2110,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2111,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
2112,177.114079306847,177.114079306847,177.114079306847,430.667562729245,263.980242390499,263.980242390499,477.385587918334,193.178608094903
