"run_id","ssp126","ssp370"
1569,1.22345788977236,2.67666320814394
526,1.1957568510832,2.70580137118363
1052,1.31576139851627,2.59139489224316
1355,1.36935866272652,2.54142838732964
1502,1.20524697054154,2.71259288303488
2196,1.25162187878557,2.6663637323563
1962,1.31339171046692,2.60780435359001
2005,1.21413890871056,2.70882404497647
1259,1.33798935524603,2.58516308480446
974,1.30542072258738,2.61847032319025
1106,1.30792588983408,2.61934622581415
1481,1.17865750787244,2.75001977062089
2155,1.22954953667417,2.69985700243928
1524,1.28354271020069,2.64698232687033
644,1.29587988987076,2.63740699318455
1587,1.1833640622702,2.75558733795459
1748,1.24454980620766,2.69694970915685
2088,1.26178083984384,2.68364440530438
1564,1.18649769614534,2.76313004860677
413,1.19110164031444,2.7615032093296
1044,1.23611412496302,2.71748034549017
568,1.24620999233648,2.71057275760068
1,1.24585969549529,2.72103030140107
378,1.36032012579313,2.60962227912131
2058,1.25600901199002,2.71876950600324
2081,1.22397737990163,2.75180192396848
673,1.34061628867345,2.63980579572132
1006,1.24147668946126,2.74365627505934
1403,1.41476058373212,2.5790872335503
533,1.30044893407083,2.69364489014077
263,1.32429317917946,2.67052163147432
1492,1.1729570338573,2.82385863813413
1630,1.29476588706421,2.7040633332451
1544,1.36713498216915,2.63225509265015
496,1.39026191313089,2.60995286707302
1922,1.30877965171759,2.69330361873527
416,1.34454919944505,2.65957053922397
605,1.25353446356671,2.75242708239939
1954,1.28181238779153,2.72677570561096
1050,1.32940981399094,2.68029917040407
2187,1.30648966430467,2.70322754753066
1388,1.20925800458086,2.80242172216144
136,1.25058050793762,2.76189161083094
844,1.30376851647148,2.71037307439762
2016,1.18514588759419,2.83010121311839
731,1.29846652271473,2.71850920038399
1284,1.23863095530945,2.7811551681399
803,1.31900063798272,2.70089262203844
1594,1.18809496121224,2.83346984400359
1851,1.23868449957279,2.78417700998166
623,1.27469548478121,2.75224457881284
454,1.32444915314782,2.70670133424706
179,1.3116851476859,2.72212221435687
1353,1.42757835035015,2.60877720581687
955,1.15593416976668,2.88248813587025
921,1.21208202163368,2.82643611860885
425,1.28950718528434,2.75734521667644
917,1.28845745181529,2.75916896238361
213,1.20151787029658,2.84825105869515
958,1.2439969218544,2.8071376572792
1733,1.33648441736445,2.71716050899276
855,1.2689633093219,2.78639762115883
1713,1.29548638193226,2.76112761718239
954,1.18759500914208,2.87260144358281
1580,1.30101795112797,2.76463144838692
1001,1.27980886577011,2.78611271342993
305,1.2975635126894,2.76989413480768
1810,1.3491599462148,2.71897346192281
1668,1.39554283996434,2.67277522444366
348,1.30223977000003,2.77384127153797
1990,1.34282674122349,2.73424546795007
915,1.38082009380571,2.69822898483309
624,1.30670325380898,2.77274088430533
674,1.20269220284966,2.88193590332807
1673,1.18476321725164,2.90264631610771
1576,1.25340497317159,2.83473114840152
764,1.2826100178208,2.8058467453157
1506,1.31275514951394,2.77744208046155
972,1.38380160715952,2.70780158657477
940,1.20108903124282,2.89134048363984
2199,1.27718121705877,2.81908097750123
1687,1.37771948085776,2.71869150295491
1156,1.32836966548745,2.77684115661128
529,1.35972201127358,2.74627502993314
1760,1.45747204859933,2.64921187998571
2095,1.30701430662599,2.80205374631895
1655,1.25830012386338,2.8508328272049
1966,1.28234104254025,2.82684556822158
1755,1.29600576771332,2.8160414570121
1669,1.29444140458812,2.82004578234446
592,1.23150734646582,2.88609779829906
1424,1.28529836533187,2.83294589596976
1232,1.30851841983302,2.811568541629
1274,1.30152542691762,2.82326017274428
230,1.21062446966188,2.91500025698162
1601,1.38830508797457,2.73771866367681
340,1.32450170740953,2.80384987304563
2009,1.28507110919351,2.84498870498973
49,1.33944575754769,2.79155197179484
1840,1.34854583022269,2.7838075151165
631,1.33967234060863,2.7935429325973
1113,1.36676167502261,2.76910361263086
321,1.36527686905893,2.77075197633265
2168,1.28226463645115,2.85379855287742
19,1.3052883002196,2.83240779171486
1773,1.30438299724148,2.83495623083658
2060,1.2705256039726,2.86945819779144
2121,1.31177519443906,2.83121808999433
1666,1.3295800027855,2.81461031672491
369,1.41220433790626,2.73204779880252
949,1.37467795338439,2.76990405382519
1747,1.28379347754281,2.86105446343179
2055,1.41666068560063,2.72846301785209
559,1.23617475451963,2.91009685008587
1939,1.39659964463366,2.7519931808448
2147,1.34696181315426,2.80358318346417
2129,1.30112396226157,2.85175189530461
2173,1.40192987895413,2.75195438259092
907,1.33149343404547,2.82355551512008
1464,1.35478352802309,2.80263363395256
470,1.33318705824445,2.82476105040057
78,1.41710253566757,2.74192168397506
420,1.351028554368,2.80975736415141
1711,1.41607573225268,2.74587028037149
1824,1.28613200353503,2.87940892545507
857,1.37683926760585,2.79054429651397
2010,1.37960437998002,2.79065495761125
1971,1.38856380857638,2.78344033971455
129,1.33480793721716,2.83734362142663
160,1.48698024440544,2.68674491115042
252,1.26173183014117,2.91635540327158
1375,1.39128325434386,2.78775827816911
1554,1.37235331796428,2.81235907540408
294,1.38285586999606,2.80204961494863
1285,1.27749274995342,2.90833747164676
26,1.37292914521759,2.81340519102427
1562,1.26708082798527,2.92043147338288
1009,1.36376995124491,2.82470309520236
400,1.33680443712592,2.8520187316393
1390,1.27197782223298,2.91763448968026
1188,1.23168270673462,2.95839207199574
1192,1.25419241418961,2.93984617453253
214,1.3415411694141,2.85426929392376
170,1.48840498935255,2.70740676222808
1982,1.34719620470076,2.84885102156819
1827,1.37256156104176,2.82520205458296
818,1.23095057122538,2.96721523507105
759,1.48364434834539,2.71773642483344
1000,1.39051726941187,2.81373040580214
2093,1.40301364188876,2.80631046974436
2069,1.33579972868956,2.87389170140244
1703,1.29299386455096,2.91769020699699
1814,1.3601829115224,2.85295569303912
112,1.33449890330134,2.87915724808213
557,1.47384863772782,2.74272501853665
799,1.29817151691158,2.91893585822412
1512,1.45554578370494,2.76231045575885
1907,1.35457381837192,2.86344139328512
1436,1.26061910733023,2.95757569486767
455,1.47739879807514,2.74124727443657
616,1.40929810069061,2.80952550058211
1791,1.42435553913893,2.79463487737339
638,1.27423841517971,2.94552532782744
1561,1.35211991215158,2.86873984396497
232,1.28417403472658,2.93723568005971
1560,1.49297353040472,2.72870431884334
1480,1.41913021894643,2.80472899655234
1776,1.34025654533638,2.88368662632841
370,1.33615030569652,2.88885951907958
468,1.45956171436148,2.76846860659086
1583,1.43954600086605,2.79012229645651
1385,1.23420600295151,2.99673771513891
883,1.29168169514901,2.93935655804869
1973,1.34719261098543,2.88597468852607
628,1.413159550419,2.82001602444986
1211,1.2788723338659,2.95760036507694
1082,1.43903540602125,2.79892819962524
1905,1.38435463991723,2.85451046019407
1643,1.29513445048051,2.94419930416384
1339,1.29978481873222,2.9406667190162
969,1.4200254778287,2.82136363804926
1263,1.31231657432275,2.93299177509607
1221,1.32399559543679,2.92307342123696
184,1.39753156142578,2.85216322730265
781,1.30882365541892,2.94151993189407
2160,1.35592726296805,2.89461305537064
453,1.31232590386711,2.93891054809008
971,1.41635295498342,2.83548497025132
1744,1.25372620709045,2.99866062139404
6,1.41157418980228,2.84132411115091
1956,1.36674061519581,2.88640189929044
482,1.29334889140721,2.96295548833158
1103,1.24886827978137,3.0084923455791
1413,1.33275284870783,2.92498637190711
493,1.33141568010822,2.92651063325471
588,1.34715519273093,2.91093435705009
22,1.27596368548947,2.98304106276603
2157,1.59253816301303,2.66677063187446
1212,1.36019276577453,2.90051542395622
854,1.35585564536818,2.90628312930827
270,1.31893095669735,2.94350593708939
1618,1.37172279437336,2.89118617924615
1351,1.40148083365435,2.8617427827782
1370,1.35495463203386,2.9106571549811
723,1.34404008934912,2.92181699210101
1112,1.34954664185295,2.91782331786846
1302,1.35330601183649,2.91590067286232
1047,1.30565631123106,2.96396930002934
399,1.4410504658111,2.82935946168389
762,1.43101688135317,2.83951803359936
632,1.45488482547988,2.81764615620337
621,1.41274199386916,2.86016689458372
1795,1.45212547254364,2.82164071859758
317,1.32774662969132,2.94609851250678
1825,1.38316638511133,2.89192047633639
994,1.417393814471,2.85867905748093
326,1.28525576066937,2.99137446046303
748,1.43498503534635,2.84280210013344
1565,1.38246727066182,2.89684703713669
1109,1.41417035847078,2.86615319778298
1298,1.42932901261811,2.85107656247418
307,1.33619977217938,2.9442199360401
2109,1.21082046368776,3.0696978652307
1194,1.36625878357328,2.91435276300047
1785,1.42072183397203,2.86177322321759
761,1.35511372165528,2.92801100712947
1800,1.36926858865521,2.91774403390363
739,1.42560768973601,2.86244406847404
249,1.38800142784475,2.90124575542983
2214,1.42708284938395,2.86225184547667
1937,1.41882245901378,2.87219086188577
1422,1.365156918442,2.92667047138325
1975,1.35746467401763,2.93452282944561
1425,1.42724096243473,2.86521512693284
343,1.36388946489528,2.92984827649717
1491,1.42186839822859,2.87295234920682
647,1.42613903191246,2.86921210758723
812,1.33321772621253,2.96394881721085
253,1.51670437403483,2.78059664899541
977,1.26230619727233,3.03546149740108
133,1.45782182835502,2.84423072926365
1073,1.42986174931461,2.87277544332923
1261,1.36128341977289,2.94216506922177
1160,1.38437810615616,2.91910798758301
608,1.46441275251469,2.83936047139823
274,1.39088716200746,2.91330034295842
132,1.43655146085452,2.86763819989567
987,1.37536247745859,2.92885486884913
102,1.44190038843651,2.8631638446348
1484,1.4318514946467,2.87368850598697
1883,1.45692128615843,2.85245183554588
1577,1.45114033756985,2.85848818466745
1860,1.44518704669295,2.86584875073271
515,1.43885466295728,2.87239104583203
980,1.45242080746345,2.85897606432513
1559,1.29070730583806,3.0219513431395
1275,1.34159587289479,2.97330044166176
2002,1.45549564949102,2.86027075288938
1915,1.33793366756962,2.97839356019277
813,1.31911661277391,2.9992292620021
1248,1.4561280098618,2.86287544028048
989,1.44777681551622,2.87136660621995
1855,1.55699033887601,2.76236454758833
116,1.37180177022185,2.94788607341982
924,1.31500219776193,3.00559489072277
885,1.41445962299878,2.90631698568205
333,1.46588005066426,2.85510313084617
2059,1.27479859872849,3.04673800378918
1140,1.42644720451863,2.89516730840786
672,1.42774525942462,2.89401884658392
1961,1.42478841731432,2.89867606104454
1804,1.49013223384408,2.83406514531033
2169,1.41286565007201,2.91542809657388
2078,1.39844376981989,2.93007144184663
1903,1.51928788787256,2.81075475640042
1808,1.43111571172131,2.89959159333973
1342,1.3438107436163,2.98786583816337
1064,1.37202869982827,2.96033944058178
660,1.47602734304892,2.85732781382141
1735,1.35046854532343,2.98513796105859
289,1.50442897491121,2.83229364018689
1634,1.40871725291079,2.92937427928287
853,1.37058051980838,2.97472212344839
828,1.45689378541309,2.88844988937074
2139,1.36832742272223,2.97857237804313
56,1.35061485308179,2.99875840818749
1238,1.49360932159338,2.85675227639521
445,1.34062084077809,3.01008229441666
992,1.33434801014548,3.01671293501569
578,1.32505114431447,3.02806556006301
79,1.38620442490543,2.96693213687518
1346,1.4625032288898,2.89084658234201
244,1.44183600280919,2.91365892457423
1465,1.4553392063536,2.90099656192345
2046,1.55586894355893,2.80094321761554
2205,1.42355377642436,2.93420881004063
984,1.42565689882507,2.93346036079845
1715,1.4812932598381,2.87845297719882
457,1.42947934746971,2.93048638993812
245,1.44672940560342,2.91489190192737
1143,1.42736879458615,2.93442180198956
861,1.32619903726583,3.03618632242611
286,1.3721589955991,2.99075962590509
1610,1.52006936063987,2.84337932827463
906,1.4610293031551,2.90359510404476
635,1.46144060009012,2.90364162074665
741,1.52865620185486,2.83721163200042
684,1.31470309685821,3.05374434661949
1933,1.42604784515001,2.94308992388973
587,1.48332490441102,2.8874729051129
17,1.4029431852382,2.96910694031515
903,1.44944611717417,2.92267529703078
871,1.47452639968267,2.89960166398669
1521,1.3825459734483,2.99305449199115
1649,1.49435892587122,2.88328568611659
1396,1.44780830877622,2.93102793174596
92,1.28598180476662,3.09326253555927
527,1.48257055655143,2.89856444896151
353,1.37223985254198,3.01026159687657
1874,1.56493499301341,2.81888928148372
1590,1.47191408200887,2.91299170508725
2166,1.38298972484294,3.00229830937111
1191,1.34049293605186,3.045097068637
446,1.45904169787089,2.92695691795124
1354,1.42039199874174,2.96641116832469
963,1.41230306696665,2.97510152653996
463,1.45052301174386,2.93788525928033
2056,1.40272631735729,2.98745397704191
1294,1.44917521314516,2.94167971449104
55,1.39945215805318,2.99243180058147
2131,1.57018668169809,2.82385255985001
570,1.34415745182037,3.05282579024748
1780,1.36668397385474,3.03124980566045
1705,1.49611062635003,2.90581110767247
217,1.53570888091881,2.86632336561431
535,1.42036302334419,2.98295113063294
1887,1.49891891290783,2.9055405595473
1952,1.51781042595649,2.88731583980402
1531,1.52046661592825,2.88524925270396
48,1.56805633574806,2.83862328781395
1768,1.3331263728864,3.07572272861595
300,1.4995803008685,2.91007671110626
1632,1.34539656359785,3.06439203084505
2218,1.41601137992539,2.99383230853889
1995,1.41044043502733,3.00083596557282
2096,1.48312267546392,2.929369238201
8,1.38685576246245,3.02649737670261
2140,1.36369106528009,3.05280014174202
1296,1.41646714252434,3.0008932040892
1031,1.4009884496772,3.01856718261644
1826,1.47303038285307,2.94864714435271
2182,1.40386331588021,3.01915019617649
205,1.34487470850324,3.07818113872419
520,1.41843240493886,3.00515133501055
73,1.48947066895086,2.93477272468503
1895,1.37489844327726,3.0498462376519
1637,1.4424629077282,2.98281038367198
1236,1.44380733725611,2.98250754592086
320,1.4021234162623,3.02422378208097
1486,1.38398263980599,3.04337283693029
629,1.44988998669885,2.97829199841989
410,1.45970208868294,2.97024419667863
290,1.51508133171935,2.91508080592374
1085,1.40182411977298,3.029804565394
2038,1.38452092244185,3.04829524803359
2075,1.33795073175011,3.09600230523127
165,1.48096516980369,2.95371891761244
1494,1.46962411370664,2.9667578981914
522,1.48080291060213,2.95722797206089
1615,1.28678395660359,3.15195197596582
531,1.44197378360853,2.99706793902572
1774,1.35635139188613,3.08322319019354
1189,1.5078591444986,2.93203841826079
727,1.48845852959214,2.95195551650195
2203,1.53857701519996,2.90199101813014
122,1.44576461847967,2.9967577460135
696,1.43414770192506,3.00888814451337
931,1.44089492519789,3.00230468848838
914,1.57177875166664,2.87150691407695
1813,1.41336720744112,3.03197526128493
1180,1.34155263104497,3.10496821987231
1446,1.48673967643962,2.96042760661294
2143,1.42135219178153,3.02581945812675
712,1.45470858965962,2.99286406096689
1348,1.41922756747461,3.03107173375992
911,1.33913178773726,3.11200933163793
1830,1.47811528713759,2.97306230152161
1427,1.37418982172337,3.07700360916448
1359,1.39253106400786,3.05949171063731
1992,1.45366169674993,2.99854585333976
730,1.38393461992254,3.07007093774648
2057,1.51025466268857,2.94403606044638
1695,1.45474446341366,2.99965590685292
1078,1.43424349821408,3.02333580246637
1708,1.44018421413437,3.01759240093597
1027,1.41278584701409,3.04820543114469
1644,1.46442575718097,2.99781073316323
1767,1.28131818446757,3.18177861698534
1959,1.52684871951093,2.93636941647243
1162,1.43775349240266,3.02589380618587
1493,1.42555601501168,3.04269706502487
388,1.43040490762052,3.03859988037242
547,1.49466510349008,2.9779787953076
1198,1.48767488697331,2.98609073748446
1894,1.31876834628895,3.15509558916005
779,1.48693039157763,2.98700300818542
896,1.41069011411902,3.06353991520875
256,1.54506094555649,2.92925238831678
1836,1.397538400672,3.07768386282741
118,1.3095808305254,3.1662544018339
309,1.56829171129141,2.90829399591442
2073,1.46131907440412,3.01705179736778
1870,1.50596947200439,2.972597540581
1710,1.55542644895626,2.92330315811621
1868,1.3686586941332,3.1100861644411
1165,1.51336373468691,2.9659208867542
1913,1.31149819125306,3.16801679719949
1381,1.46314877477896,3.01958881198134
1202,1.48197566231246,3.00352847539167
283,1.480665646597,3.00586571804355
1716,1.38509631110163,3.10156993695704
606,1.41759749242496,3.07051449039727
1866,1.37928890642119,3.11170361601096
1676,1.4496826036878,3.04206313325742
1696,1.39910943349625,3.09394982163279
783,1.41774297050059,3.07688918366087
562,1.37900254993831,3.11605486371873
806,1.46652256512167,3.02865484167423
939,1.42723168071992,3.06823507755331
656,1.38994189095202,3.10576290795289
1462,1.35071396397975,3.14657447082108
1979,1.56553484953925,2.93212302317948
486,1.57728906424864,2.92066752191689
664,1.53582865025,2.96273105258225
1911,1.50490890269001,2.99428578777262
2154,1.55182153893539,2.94772548894545
1179,1.32124608456265,3.17950637479212
1501,1.36710607159285,3.13462506242072
2180,1.45474520200934,3.04764494715978
14,1.52288239481947,2.97978193571944
1237,1.60790675773933,2.8962234717806
2006,1.44063999908266,3.06445132871645
21,1.43516474366334,3.07205971179721
2235,1.39496060458192,3.11263096945046
532,1.39941823044589,3.10926166589518
1969,1.51198304287717,2.99749171296272
1406,1.53246248074294,2.97834934147504
1076,1.46794651513198,3.04310595156685
156,1.4881994813662,3.02299734610958
173,1.46371781199421,3.04809328644824
368,1.31701875898849,3.19501884414578
308,1.5063745268031,3.00567584083672
104,1.51392156594054,2.99981087860967
87,1.43399553349457,3.08260989230345
1880,1.3838828898091,3.13366011855023
2207,1.44687460705633,3.07216943122058
839,1.42050927331664,3.09959306977595
555,1.32648111244099,3.19611296794315
1142,1.42963039735028,3.09402864029294
2079,1.46871018938613,3.05512390482467
1639,1.43551132242114,3.08835733775331
1978,1.56724773044011,2.95671079538351
2162,1.53103511103037,2.99509156069019
1012,1.48801740420963,3.03822674960367
1764,1.35432717260256,3.17292964023356
111,1.42174386310432,3.10553204754897
602,1.38096879965778,3.14764463073478
548,1.62232179375536,2.90745068417537
1138,1.45634509691815,3.07353274444348
120,1.46400602515094,3.06742918406372
1737,1.42789721193113,3.10533750271583
1699,1.46325843765544,3.0711270246207
314,1.48858223620897,3.04590430596667
1674,1.40581187509649,3.12868961003857
935,1.51098576344032,3.02641110484031
246,1.40167605794828,3.13634062760006
1517,1.43166956764842,3.10660443165438
219,1.46199087254113,3.07816056574822
1757,1.43963296105759,3.10095937302628
440,1.41705976777529,3.12500007959285
20,1.47178544485757,3.07159028321418
952,1.49697868980587,3.0465752471484
1585,1.51246328358034,3.03128049460573
2084,1.46997148711488,3.07480809213804
1942,1.39716007063836,3.14787036165746
401,1.38125996469065,3.16457680349106
1850,1.58270098935205,2.9631944493401
1981,1.42066222135889,3.12592115925437
2225,1.49603576886895,3.0521143126841
1378,1.47188218463005,3.07713486586713
1144,1.45065194836485,3.09846418886199
1371,1.60067560421963,2.94909627993129
1944,1.58215953083956,2.96817867713584
1918,1.66423616080025,2.88664054939432
2164,1.49358059004598,3.05764627319777
1489,1.45987981334594,3.09141072340837
603,1.57594414017042,2.97766442854163
497,1.46146884636703,3.09237715794009
139,1.35753087149806,3.19696242645782
1218,1.4655512460087,3.09103340236231
447,1.40139814981377,3.15556775034858
1013,1.45945998640724,3.09958148920008
328,1.46287699374967,3.0966729575084
542,1.5929524026302,2.96831772169205
126,1.43937567525293,3.12271906464087
1241,1.40550602890924,3.15802875182377
728,1.48143642746077,3.08215810904914
880,1.59397706780569,2.97037604038868
127,1.46548109337083,3.09911494057593
95,1.38179439323502,3.18320489640463
1197,1.38478368922463,3.18070308139884
1185,1.59233649794696,2.97451142607011
278,1.65257229088145,2.9148206265688
242,1.44274492403928,3.12525731593777
653,1.55847858724813,3.01034486867621
862,1.52477628225971,3.04599813275173
913,1.45889409849948,3.11544050895431
108,1.58485536762108,2.99046548922892
667,1.42138437778456,3.15421905767568
260,1.51828033621736,3.05734183693801
437,1.49492617475429,3.08080341146124
1178,1.48314160684514,3.09283955116247
2026,1.50594277978453,3.07007020198629
233,1.5247710572475,3.05138806030647
1856,1.62192758430775,2.95425448932222
2201,1.55769686195375,3.01851822495466
1037,1.45760628550369,3.11930523966841
1858,1.52747298946185,3.04950228441459
16,1.48134099072857,3.09665762999586
1233,1.47603543354484,3.10214475757539
18,1.52140166154405,3.05854953171318
83,1.46323574285525,3.11871299324477
690,1.5139961092451,3.0681574008056
2161,1.54174808085243,3.04169459443232
514,1.35354016459739,3.23079146577469
1265,1.37413135241002,3.21060044731414
1271,1.41471125895626,3.17015393548175
346,1.4588252365738,3.12623324845065
504,1.53313530830034,3.05422247938946
412,1.50946790877551,3.07948748676306
2213,1.54830972213542,3.0406650547165
1356,1.3838159455043,3.20771685314724
1844,1.48939533667851,3.10214274445709
1421,1.47614425004851,3.11637959607687
1683,1.51886774598126,3.07441924542555
1283,1.52690859270887,3.06692732687048
357,1.60019337143858,2.99437850990157
1146,1.50719245142392,3.08777349543478
236,1.40650951633053,3.18983327708356
372,1.52788398820506,3.06911100889684
476,1.44466301783264,3.15250336913579
782,1.55267935037178,3.04475381817255
802,1.44070631296875,3.15728990843803
821,1.55199518229862,3.0462628934286
1036,1.49907567992949,3.09976033564396
119,1.48258743538102,3.11665353697408
2076,1.52141622555739,3.07911543440856
1692,1.5788731219011,3.02250191811962
1054,1.30105914094876,3.3012108520666
2127,1.48914536809212,3.11332499248012
1230,1.55792019271098,3.04791378581705
1045,1.51919751156273,3.08683742149557
2144,1.49191966560776,3.11501620881008
207,1.59336366333095,3.01559777049152
835,1.53952003839373,3.06963494138907
1928,1.52009055529611,3.08990285566065
185,1.5484993291166,3.06156269950945
625,1.53359911445918,3.07679688415589
1438,1.47547167500314,3.13599033065841
794,1.48266848853745,3.12901796531449
438,1.48273050084772,3.13140331051658
1652,1.55117269728887,3.06424734275462
2149,1.41646584128981,3.19910095097746
1923,1.54442249921412,3.07154647244433
947,1.62729207409992,2.98940061408962
1769,1.54789944495122,3.07196667608565
1310,1.39345947360434,3.22761249490837
212,1.5278874727919,3.09447076594703
352,1.58243955025318,3.03994122240846
1243,1.45219239867995,3.17064995767353
881,1.54148186165627,3.08146606274394
1318,1.58007087378032,3.04303772448727
168,1.44679956590422,3.17723509512144
507,1.4883852120736,3.13565525830109
1938,1.53004863695415,3.09434364466556
2089,1.47025410109231,3.1542159694843
2083,1.57586332728095,3.04888769144367
1195,1.54795260785041,3.07827704151181
805,1.59329143323226,3.03408600303472
180,1.47321726118913,3.1551343935886
2193,1.5885843290329,3.04039119711215
254,1.49598748883868,3.13374632892175
1834,1.48740037984901,3.14323833970251
1842,1.56818368916658,3.0628070032237
1679,1.59850419499717,3.03278581078583
1456,1.60895372807736,3.02277601051355
1320,1.42713976234709,3.20884747429364
1129,1.48332260159344,3.15383704348279
216,1.43755242613266,3.19983533748778
2116,1.57138556219104,3.06639636285875
69,1.66561124545391,2.97227973731351
2053,1.52400803331182,3.11393921582728
2091,1.49095728432402,3.14890380401459
414,1.564206997133,3.0756736335244
107,1.44067633742026,3.19927935146078
566,1.53450979096278,3.10561478069745
1779,1.50591624808318,3.13479952220481
756,1.48203619755568,3.16120454031058
900,1.60412338380746,3.03989822322685
1670,1.57516878177179,3.070142996971
957,1.61608906249133,3.02930741343265
498,1.59362753543727,3.05206967023402
1593,1.52380337096864,3.12195688335829
549,1.61684861369049,3.03049868526857
1440,1.54297303104985,3.10572428831189
1387,1.51948161338641,3.12943260140518
511,1.6104922135149,3.0391380132037
888,1.42924994836969,3.22132063589285
2234,1.42836170001639,3.22249348208158
154,1.58000224978772,3.07103553761068
1005,1.44141227480239,3.21038897966644
38,1.40240284613499,3.25105871461429
1738,1.54309290699968,3.11132405092526
2211,1.65216554731957,3.00233118117524
1059,1.43268778175293,3.22287817681602
1479,1.49902965911481,3.15656622219366
2170,1.48121047661235,3.1747094885411
1203,1.53779303225294,3.12001216032839
804,1.46113575149391,3.19954178662099
215,1.48701486921215,3.17390289778528
1183,1.51220865100478,3.14972049485004
407,1.50534809541111,3.15684364212591
737,1.45975167200726,3.20479494040927
518,1.54908190056276,3.11640047887263
1936,1.59843467146396,3.06707927323294
1566,1.49301941819517,3.17268154645224
302,1.51276825515088,3.15295048896327
1879,1.54522182269961,3.12085723834337
1328,1.48976195443827,3.1766052277229
2228,1.49779308393784,3.16911742300769
2031,1.65074247114474,3.01657633108149
1020,1.52766127983103,3.14281335768007
1077,1.56255832842807,3.10846481333341
2019,1.60121196704624,3.07041424533222
451,1.49376667927344,3.17848241111697
510,1.59067282565839,3.08162794552754
2183,1.48114621870038,3.1912064168743
192,1.47151635934667,3.20136798621521
359,1.57289182847573,3.10045876201965
1488,1.43589239410793,3.23809677618505
581,1.64527030429211,3.02978382018938
366,1.54046006078742,3.13561930182049
1781,1.54160549223038,3.13539636591883
1520,1.63359854743011,3.04362790185156
1361,1.41636547222079,3.26260999735667
2111,1.52709270929533,3.15245499818062
1110,1.49465851385418,3.18623601019802
1312,1.48907893525231,3.19205383383721
503,1.59493910162379,3.08655682494684
564,1.5611943494564,3.12233621681247
134,1.51106968583729,3.17257805913663
1864,1.54990170132808,3.1342493293198
988,1.53675103217172,3.14830153382039
502,1.49510622402494,3.1904844266878
982,1.61782530262565,3.06787769069593
312,1.41080498601993,3.27495009704951
2062,1.56255506008468,3.123214825389
68,1.52902774264343,3.15708842038867
1551,1.50030825237929,3.18581396997705
288,1.5562298823945,3.12990748699528
724,1.53147387567149,3.15537160259825
1340,1.46887135123394,3.2190803956511
103,1.54892367197935,3.13909596497419
1084,1.57431785749459,3.11378588633371
1766,1.51558823929656,3.17348787732707
1511,1.47167217669994,3.21816370386649
240,1.51595262912769,3.17460488477063
1897,1.52789558416543,3.16297423507304
1533,1.5300886304459,3.1611319897659
840,1.53250210910427,3.15910962893124
1311,1.60823389734804,3.0838326621676
1901,1.5747920864673,3.11769986954325
1097,1.36041574388881,3.33264016944865
825,1.50110740050525,3.19205374656178
1350,1.53966865012342,3.15351064271154
2132,1.53588883176872,3.15753858744251
589,1.67126786002947,3.02236670284423
1694,1.49897106840508,3.19640294981224
342,1.46202658353949,3.23490651556955
775,1.49166371603328,3.20588760027028
930,1.62554797546497,3.0730730639039
