"year","region","rate","rate.lb","rate.ub"
2030,"EU",1.24,1.24,1.24
2040,"EU",1.36,1.36,1.36
2050,"EU",1.31,1.31,1.31
2075,"EU",1.31,1.31,1.31
2100,"EU",1.18,1.18,1.18
2030,"US",1.22,1.22,1.22
2040,"US",0.87,0.87,0.87
2050,"US",0.76,0.76,0.76
2075,"US",0.78,0.78,0.78
2100,"US",0.91,0.91,0.91
2030,"OT",1.49,1.49,1.49
2040,"OT",1.39,1.39,1.39
2050,"OT",1.32,1.32,1.32
2075,"OT",1.32,1.32,1.32
2100,"OT",1.22,1.22,1.22
2030,"EE",3.52,3.52,3.52
2040,"EE",2.86,2.86,2.86
2050,"EE",1.8,1.8,1.8
2075,"EE",1.58,1.58,1.58
2100,"EE",1.27,1.27,1.27
2030,"CA",5.69,5.69,5.69
2040,"CA",3.85,3.85,3.85
2050,"CA",2.7,2.7,2.7
2075,"CA",1.6,1.6,1.6
2100,"CA",1.06,1.06,1.06
2030,"IA",4.76,4.76,4.76
2040,"IA",4.39,4.39,4.39
2050,"IA",3.75,3.75,3.75
2075,"IA",2.87,2.87,2.87
2100,"IA",1.99,1.99,1.99
2030,"AF",2.41,2.41,2.41
2040,"AF",2.91,2.91,2.91
2050,"AF",3.14,3.14,3.14
2075,"AF",3.33,3.33,3.33
2100,"AF",2.9,2.9,2.9
2030,"LA",2.47,2.47,2.47
2040,"LA",2.57,2.57,2.57
2050,"LA",2.56,2.56,2.56
2075,"LA",2.35,2.35,2.35
2100,"LA",1.86,1.86,1.86
2101,"EU",1.17397701416967,1.17002655761825,1.17785313875818
2101,"US",0.907060248377454,0.903269738133495,0.910939377597075
2101,"OT",1.21352023873148,1.20956610420366,1.21747935735818
2101,"EE",1.26294926943374,1.25895294700575,1.26697400123015
2101,"CA",1.05534734048424,1.05152214819512,1.05924546596577
2101,"IA",1.97472731154632,1.96863287436137,1.98056483607056
2101,"AF",2.87433567032749,2.86496849579873,2.88385793602451
2101,"LA",1.84621183172043,1.84064215249198,1.85172620038087
2102,"EU",1.16796990967063,1.16011503101968,1.17568191711912
2102,"US",0.9040998291467,0.896577870494073,0.911793639000893
2102,"OT",1.20706177345196,1.19921868527824,1.21494350303787
2102,"EE",1.25592660317861,1.24796076262392,1.26393550086711
2102,"CA",1.05069431832666,1.04309987807222,1.0583996522683
2102,"IA",1.95958015124243,1.94750265126924,1.97117769283877
2102,"AF",2.84892005226754,2.83038873601836,2.86780605969318
2102,"LA",1.83253159395313,1.82148823701731,1.84348952459637
2103,"EU",1.16197892216319,1.15029024341654,1.17348337689566
2103,"US",0.901119426140362,0.889924071153861,0.9125641963165
2103,"OT",1.20062477342583,1.18895706053386,1.21239274877674
2103,"EE",1.24893208750413,1.23702491574258,1.26088108565194
2103,"CA",1.04604136837526,1.03473303236953,1.057466348055
2103,"IA",1.94455741023166,1.92660658919815,1.96183830061005
2103,"AF",2.82375052645674,2.79624764765584,2.85184386519321
2103,"LA",1.81895839362808,1.80253606717594,1.83528980387817
2104,"EU",1.1560042808664,1.14054818092932,1.17128539696261
2104,"US",0.898119711079339,0.883308514628336,0.913252583918252
2104,"OT",1.19420940231633,1.1787805522366,1.20982740265417
2104,"EE",1.24196580412875,1.22619678093554,1.25777349910493
2104,"CA",1.04138891651659,1.02642144998826,1.05644736302151
2104,"IA",1.92965799022758,1.9059419800598,1.95254639138595
2104,"AF",2.79882450321359,2.76252774116711,2.83597084955954
2104,"LA",1.80549134551529,1.78378348058736,1.82712687024098
2105,"EU",1.1500462086708,1.13088568081104,1.16907492087568
2105,"US",0.895101343759389,0.876735467193977,0.913885578429543
2105,"OT",1.1878158182873,1.16868848757838,1.20724776912867
2105,"EE",1.23502783030793,1.21547383941286,1.25463295151102
2105,"CA",1.03673737982128,1.0181649661041,1.05541012420001
2105,"IA",1.91488080340502,1.88550614877079,1.94330169885232
2105,"AF",2.77413942218051,2.72923057592606,2.82018651265877
2105,"LA",1.79212957215138,1.76522833861805,1.81900055647883
2106,"EU",1.1441049222493,1.12130212999345,1.16684584404554
2106,"US",0.892064972234956,0.870221454215185,0.914479628380604
2106,"OT",1.18144417410328,1.15868019864684,1.20465414907505
2106,"EE",1.22811823892075,1.20484270366555,1.25146052206904
2106,"CA",1.03208716668737,1.00996341227663,1.05436695732002
2106,"IA",1.90022477229234,1.86529645282634,1.93410395836754
2106,"AF",2.74969275197032,2.69635064689949,2.80449035717319
2106,"LA",1.77887220376692,1.74686852611219,1.81091069616128
2107,"EU",1.13818063216643,1.11179691965786,1.16459263288714
2107,"US",0.889011233000306,0.863753063989463,0.91489350891171
2107,"OT",1.17509461722808,1.14875502239535,1.20204683982119
2107,"EE",1.22123709855514,1.19430208690255,1.24825959131004
2107,"CA",1.02743867698149,1.00181661655663,1.05335705344535
2107,"IA",1.8856888296648,1.84531028187977,1.92495290695085
2107,"AF",2.72548198981728,2.66388252325539,2.78888188858479
2107,"LA",1.76571837821444,1.7287019511255,1.80285712362975
2108,"EU",1.13227354298578,1.10236944521215,1.1623488979384
2108,"US",0.885940751167982,0.857313059739912,0.915345058746412
2108,"OT",1.16876728992175,1.13891230061317,1.19942569572789
2108,"EE",1.21438447359171,1.18385065388368,1.24510070871033
2108,"CA",1.02279230217787,0.993724403591356,1.05239661931236
2108,"IA",1.87127191843917,1.8255450573278,1.91584828327078
