"year","region","rate","rate.lb","rate.ub"
2030,"EU",0.12,0.12,0.12
2040,"EU",0.03,0.03,0.03
2050,"EU",-0.04,-0.04,-0.04
2075,"EU",-0.2,-0.2,-0.2
2100,"EU",-0.32,-0.32,-0.32
2030,"US",0.7,0.7,0.7
2040,"US",0.59,0.59,0.59
2050,"US",0.48,0.48,0.48
2075,"US",0.36,0.36,0.36
2100,"US",0.07,0.07,0.07
2030,"OT",0.2,0.2,0.2
2040,"OT",0.04,0.04,0.04
2050,"OT",-0.1,-0.1,-0.1
2075,"OT",-0.36,-0.36,-0.36
2100,"OT",-0.61,-0.61,-0.61
2030,"EE",-0.22,-0.22,-0.22
2040,"EE",-0.3,-0.3,-0.3
2050,"EE",-0.42,-0.42,-0.42
2075,"EE",-0.67,-0.67,-0.67
2100,"EE",-0.82,-0.82,-0.82
2030,"CA",-0.07,-0.07,-0.07
2040,"CA",-0.36,-0.36,-0.36
2050,"CA",-0.67,-0.67,-0.67
2075,"CA",-1.09,-1.09,-1.09
2100,"CA",-1.43,-1.43,-1.43
2030,"IA",0.67,0.67,0.67
2040,"IA",0.39,0.39,0.39
2050,"IA",0.1,0.1,0.1
2075,"IA",-0.34,-0.34,-0.34
2100,"IA",-0.82,-0.82,-0.82
2030,"AF",1.51,1.51,1.51
2040,"AF",1.3,1.3,1.3
2050,"AF",1.03,1.03,1.03
2075,"AF",0.62,0.62,0.62
2100,"AF",0.1,0.1,0.1
2030,"LA",0.62,0.62,0.62
2040,"LA",0.38,0.38,0.38
2050,"LA",0.08,0.08,0.08
2075,"LA",-0.27,-0.27,-0.27
2100,"LA",-0.67,-0.67,-0.67
2101,"EU",-0.321608880091834,-0.325123366804677,-0.318259015300215
2101,"US",0.0628596373995315,0.0563955546840678,0.0686311810114265
2101,"OT",-0.607495726431568,-0.610525675794961,-0.603292912548174
2101,"EE",-0.814517235849995,-0.818680253310921,-0.809023547573421
2101,"CA",-1.41586542987495,-1.42533900342257,-1.40452918275175
2101,"IA",-0.814517235849995,-0.818680253310921,-0.809023547573421
2101,"AF",0.0924341387450211,0.0856156294822965,0.0984909389887156
2101,"LA",-0.666644729122547,-0.669885187439888,-0.662182695573577
2102,"EU",-0.323159440436702,-0.330130214195077,-0.316509521664876
2102,"US",0.0558663723056265,0.0432492248228934,0.0672673252306988
2102,"OT",-0.604999147347663,-0.611041262772445,-0.596659432699915
2102,"EE",-0.809089969593532,-0.817363749027245,-0.798211620442775
2102,"CA",-1.40192521516487,-1.42069379194964,-1.37956769517043
2102,"IA",-0.809089969593532,-0.817363749027245,-0.798211620442775
2102,"AF",0.0850222040550364,0.0717100671668211,0.096991522077915
2102,"LA",-0.663310810846483,-0.66976921581116,-0.654454600649683
2103,"EU",-0.324652942888664,-0.334952545627806,-0.314750698544611
2103,"US",0.0490173782686977,0.0304208970775239,0.0659084177688517
2103,"OT",-0.602510361185164,-0.611545105423157,-0.590098755271929
2103,"EE",-0.803717457192975,-0.816054364345947,-0.787561397142364
2103,"CA",-1.38817616464423,-1.41606431033076,-1.35510451141297
2103,"IA",-0.803717457192975,-0.816054364345947,-0.787561397142364
2103,"AF",0.0777612491269564,0.0582670691484055,0.0955013161169999
2103,"LA",-0.659998102901682,-0.669651998629774,-0.646814744622529
2104,"EU",-0.326090623338448,-0.339648935989865,-0.313018283270436
2104,"US",0.0423098845351956,0.0180050803799466,0.0645686344206523
2104,"OT",-0.600029462526542,-0.612026692152306,-0.583610083838147
2104,"EE",-0.798398966766196,-0.814756551290674,-0.777070111004948
2104,"CA",-1.37461514574805,-1.41145050351547,-1.33113014549636
2104,"IA",-0.798398966766196,-0.814756551290674,-0.777070111004948
2104,"AF",0.0706483851408605,0.0452766092338122,0.0940204014968494
2104,"LA",-0.656706463737871,-0.669533488101028,-0.639262166295856
2105,"EU",-0.327473692257617,-0.344249413966219,-0.311294514162272
2105,"US",0.0357411749019534,0.0060581708010492,0.063225264523889
2105,"OT",-0.597556542196785,-0.612480746291771,-0.577192630635457
2105,"EE",-0.793133778359631,-0.813467321835989,-0.766735048996272
2105,"CA",-1.36123908340409,-1.40685231665253,-1.30766964569131
2105,"IA",-0.793133778359631,-0.813467321835989,-0.766735048996272
2105,"AF",0.0636807800680743,0.0325740904560959,0.0925487305071556
2105,"LA",-0.653435752529027,-0.669413744572533,-0.631795913821007
2106,"EU",-0.328803335230953,-0.348807248143591,-0.309580636651191
2106,"US",0.0293085865951638,-0.00569635449543096,0.0618813658990461
2106,"OT",-0.595091687358065,-0.61292800688084,-0.570845616470438
2106,"EE",-0.787921183725974,-0.812177623662254,-0.756553550575799
2106,"CA",-1.3480449588899,-1.40226969508918,-1.28475913299562
2106,"IA",-0.787921183725974,-0.812177623662254,-0.756553550575799
2106,"AF",0.0568556575048651,0.0202071204773351,0.0910862556637145
2106,"LA",-0.650185829177467,-0.669291339221458,-0.624415044634559
2107,"EU",-0.330080713477283,-0.353161893939509,-0.307863404832144
2107,"US",0.0230095091734338,-0.0172201276433653,0.0605411267871588
2107,"OT",-0.592634981602176,-0.613367714716555,-0.564568270627074
2107,"EE",-0.782760486106408,-0.81088686551797,-0.746523006583028
2107,"CA",-1.33502980871394,-1.39770258437041,-1.26233845377553
