Country,ISO3,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Comoros,COM,6.538287555,6.659548313,6.756134165,6.88389193,7.051159115,7.176280274,7.446448587,7.616027118,7.803447484,8.046819145,8.087223011,8.122805411,8.127404632,8.085159235,8.26835042,8.19725445,8.23629684,8.253209894,8.441287701,8.685393907,9.325504771,9.43899845,9.673630384,9.904122391,10.01710585,10.27575679,10.4652477,10.65365238,10.94445384,11.29560908,11.01381528,11.4268584,11.73185492,11.63774742,11.92987878,12.18850479,12.68023221,12.51422087,13.12788984,13.44373167,13.91222947,14.45721642,14.87001114,15.20753456,15.5884423,15.86739882,16.06912471,16.43854303,16.6704409,17.01630069
Cape Verde,CPV,2.797371877,2.762736992,2.854714486,2.757240118,2.680306073,2.660929702,2.712925806,2.757973049,2.811535315,2.866523078,2.919653452,3.011285253,3.172130357,2.95860895,2.984385959,3.156009552,3.352248633,3.569533126,3.918230403,4.126736957,4.617072806,4.808315189,5.331320962,5.494984139,5.333079143,5.788520212,5.509312684,5.810350307,6.1869495,6.431850902,6.52423122,6.620959012,6.75101136,5.959161867,6.268507878,6.372941889,6.371500251,6.35889697,6.390548618,6.615718776,6.773781244,6.852033599,6.942373804,7.037010435,7.146904624,7.254219224,7.370323573,7.122332688,7.188195574,7.291328025
Costa Rica,CRI,128.7427053,133.5330964,138.715252,152.3747292,154.472649,159.4357833,161.5879457,165.2917085,171.5834774,178.5598212,180.6397484,190.4563948,190.531788,196.2308829,201.2695816,195.4261835,195.1546456,195.3031661,192.7211088,190.9710755,197.1570833,197.002126,198.1683631,198.4213067,187.0717701,173.8208484,173.9741535,171.5064398,174.0513253,171.5585361,170.1590192,168.3701599,166.7747889,167.0474551,167.6601537,160.1645478,155.1322735,165.3975675,173.4462712,176.4824283,183.6822015,186.2979522,182.1196931,186.5668199,186.0674882,188.6299112,195.2379313,201.0532414,209.3588483,214.4304712
Cuba,CUB,654.0589124,602.5146417,587.4294458,614.8576823,608.5340697,603.3631596,604.5739677,596.7283459,599.0993751,596.6590156,589.6381859,587.7537958,596.0815072,594.6209266,605.5690405,603.7356419,604.2686214,596.4711925,595.8179406,613.0607943,602.4336945,588.1787714,585.040523,531.2175943,560.8651933,543.0365233,581.0484812,573.2551285,555.3324816,546.9608914,551.6577605,541.5386985,543.0163025,543.6793578,523.9509831,495.5367265,515.2272857,523.1383797,538.9304224,566.7468151,546.9889744,557.5442652,559.5188636,563.4914102,562.2089732,540.6730352,548.1244461,529.8092159,532.1479448,527.3813623
Cayman Islands,CYM,0.130377051,0.143886666,0.152414395,0.162332395,0.17256267,0.184144007,0.195568822,0.20831755,0.220465831,0.232143577,0.243206457,0.252694655,0.261499599,0.269988611,0.280405543,0.291333301,0.30554191,0.322325184,0.341074452,0.35939211,0.379410338,0.397382436,0.415819272,0.433015776,0.455270474,0.478948919,0.505556402,0.53546161,0.56632558,0.594536987,0.619048407,0.640001267,0.659536603,0.677531319,0.693295138,0.714136162,0.736060836,0.760654319,1.081760321,0.793332137,0.810726858,0.827277172,0.834371235,0.849231382,0.862308564,0.874460919,0.887676322,0.901915576,0.916063447,0.934008842
Cyprus,CYP,18.31971916,18.75579188,19.2274624,19.54851989,18.80168076,14.352628,14.90165784,15.84986871,16.69565915,16.88967273,17.35190253,17.86867238,18.49343879,19.13437017,19.89187072,20.41015107,20.61012214,21.23712491,21.67743774,22.06433453,22.70678822,23.12060951,23.74686963,24.62011473,25.41950206,26.03993806,26.45112349,26.33519569,26.42482041,26.43659522,26.89721623,27.93841356,28.88589123,28.3919317,27.90975896,27.18375418,27.615511,27.9055887,28.18505803,28.39109694,43.23173147,43.15924922,40.81899911,39.36396087,39.65461986,40.42920464,41.78691502,42.72303459,55.32029083,72.55480305
Czech Republic,CZE,789.7593447,810.6515082,810.5817362,809.1622527,815.7729765,831.9059107,841.5700667,867.9350675,855.7255663,886.1795719,862.9584326,870.5721637,879.748455,890.4530372,903.3762426,896.7373484,896.6862617,907.752068,903.5077699,885.106243,849.6798639,795.8512615,721.1707635,675.0913131,609.4673841,585.5590011,596.5339752,584.1306364,554.3240736,530.5852957,540.9104258,546.9010412,539.8894797,539.8054591,541.8817107,524.5326098,526.423607,523.5222515,527.2517208,516.0289801,525.9819963,523.3412089,527.5104971,512.5920835,503.9592466,504.8369245,504.2737085,508.5600326,503.3614486,506.8745278
Germany,DEU,6018.568625,5967.812961,5837.796368,5800.689588,5808.187256,5752.52653,5754.544424,5670.695468,5716.44026,5829.268673,5858.998965,5844.96402,5756.164551,5603.623339,5537.968384,5609.866295,5517.478833,5366.156341,5257.627534,5220.099272,5168.277931,4948.232624,4677.169161,4497.734911,4363.634862,4312.829118,4214.935309,4058.067511,3898.892174,3795.356352,3649.703022,3511.915981,3418.437937,3343.55419,3245.857258,3156.954475,3056.308621,3008.574009,2975.701663,2863.670248,2844.844673,2796.715187,2783.760456,2762.464727,2723.923608,2697.432938,2630.326407,2614.899769,2513.741163,2419.422145
Djibouti,DJI,7.901869555,8.434753195,8.746379033,9.031848093,9.608617995,10.47137536,11.08397868,12.65439707,13.65369477,14.25557971,15.37062421,15.4961116,15.75742038,16.84252085,17.66342894,18.71671997,19.61795781,20.98324563,22.46791667,23.84674022,25.72581792,26.10298815,26.86327409,27.87827895,27.83855634,29.45251122,30.13378154,30.7154202,31.36386004,32.66032052,33.06461033,33.24943019,33.47750364,34.00547614,34.56788505,35.01016062,35.40869391,35.84255039,37.06603244,35.90889928,35.7611761,36.32076785,37.04566925,37.65277595,38.29911958,38.58874711,40.23034465,40.70866111,40.8153718,41.52967983
Dominica,DMA,0.932426034,1.00093754,1.032125695,1.06785006,1.103001425,1.141816873,1.184707471,1.230959958,1.27598536,1.325788248,1.361697582,1.398944822,1.438166244,1.467190345,1.512376876,1.585668867,1.662251961,1.824845124,1.859431091,1.952537231,1.98947795,1.984720462,1.990181988,1.999492946,2.003699456,2.008072114,2.0169911,2.020220764,2.019474526,2.019751882,2.032765993,2.033110718,2.034648709,2.050166807,2.061549161,2.068415862,2.080373519,2.100308918,2.116123688,2.1223692,2.13757118,2.205134215,2.228179475,2.23009065,2.252897497,2.250893361,2.261513899,2.262051509,2.274023633,2.283756738
Denmark,DNK,373.6200058,365.8054357,374.7614453,381.1789538,384.4146975,381.8208562,384.8364258,387.6114406,394.4054514,396.3908201,396.7945771,392.4841674,387.4253162,387.9675067,378.4075879,374.884355,371.5671188,366.4830581,358.0922108,358.9308617,362.1822124,368.8471869,370.5655489,375.6553612,368.5989533,368.535483,368.539015,369.1535125,367.0862062,362.2563267,363.4905646,372.130906,366.9952713,364.911905,360.9728417,357.0032087,354.6036429,356.0507784,350.2819118,341.5271177,353.1334112,345.8691185,341.6315334,359.4209778,357.4667492,367.4453777,375.2629385,378.2514291,382.9168898,387.3971819
Dominican Republic,DOM,185.3657215,197.1723007,199.8819885,205.0191385,226.4374651,241.6851815,259.1835116,258.631374,250.0220282,260.8350521,264.5298477,257.6990706,267.0946766,280.5400312,280.1297777,276.6353757,275.2719554,286.6489361,285.8122743,297.9108122,293.1565491,305.9000925,294.4229891,306.9302625,304.6972751,308.8586794,316.5049569,318.4248358,319.9461935,297.9754761,289.3958595,304.5859683,313.977626,310.5389481,332.914693,327.641032,336.4558413,368.4262614,380.2139643,393.9228563,404.4359654,410.5448726,413.4016176,418.6462715,425.2658548,429.4892627,436.5607116,445.6756393,457.0850603,459.5700976
Algeria,DZA,1205.167632,1220.067187,1538.429584,1576.213885,1504.731064,1503.717648,1637.219842,1738.852177,1901.353477,2017.666413,1835.361672,1771.62467,1829.618529,1935.714623,2004.230812,2078.435992,2156.134446,2233.136309,2241.300783,2367.377212,2490.888101,2464.382693,2506.624143,2671.673555,2654.421977,2920.942794,3002.502064,2834.097854,2783.237304,2886.586307,3075.882306,2739.387137,2610.950065,2867.921821,2779.753765,2846.582464,2983.105582,2825.562486,2947.297217,2706.059607,2889.375318,2881.213041,2941.402008,2885.617761,3005.317802,3030.831146,3196.711397,3191.48377,3201.242164,3122.13542
Ecuador,ECU,264.1633924,252.8873784,314.8505633,388.8460089,385.0918509,392.6195845,416.7161196,414.1948489,419.267525,442.3376556,458.2333642,472.2291384,479.5853387,484.9284772,535.6479884,557.5996511,590.1494437,548.2453245,628.9824432,622.6522427,633.2698007,642.6436725,705.0404179,751.6994979,793.8219229,821.0512205,852.3111878,854.1763626,794.5335187,788.9112485,722.0377413,770.6377125,776.8909133,823.1943011,883.1146942,850.4220025,849.3349966,845.4295999,841.7230847,888.1734688,920.8274147,924.9292839,932.1003345,952.6877714,924.9642031,890.7645565,893.769024,886.4936232,856.6267539,873.9030043
Egypt,EGY,1039.8828,1054.066405,1008.270744,951.752025,958.7793183,1017.553421,1088.334584,1140.918058,1208.12191,1225.019447,1274.926874,1293.505456,1363.158584,1407.559144,1492.183652,1543.110638,1531.093137,1613.588044,1594.84548,1661.683953,1709.737902,1939.675061,1864.564912,1903.806125,1915.625101,1975.288851,2036.214226,2050.431688,1942.926426,2080.561949,2066.012414,2119.300638,2229.060821,2309.400029,2368.172563,2599.77716,2695.352867,2747.214975,2835.604431,2794.531681,2658.580388,2724.963398,2755.338694,2643.339383,2595.918225,2512.068409,2557.655047,2660.035005,2720.269063,2635.199861
Eritrea,ERI,106.5868415,107.5156604,106.6646084,108.1161434,107.505536,105.2912837,105.652882,106.4764115,107.7972669,109.0111654,110.3527118,111.1948951,112.0770881,114.9909802,113.096513,115.8172545,119.3460827,118.4697267,119.9264357,123.5514477,125.1384705,126.7785898,130.9761815,105.4753891,108.2505069,110.1034687,120.8697875,133.1461261,131.5682236,134.4270318,137.554209,133.7657534,133.1949108,137.2056536,139.3977479,141.9133591,140.8084689,146.42203,147.1020543,148.5296425,148.5594147,153.0746595,155.0337107,157.4643978,159.3032042,161.1797309,163.509068,164.3331654,165.5033033,166.616982
Western Sahara,ESH,0.609512061,0.620643415,0.625667438,0.630263418,0.648731342,0.691657643,0.849327008,1.027643646,1.213036091,1.39430607,1.561171997,1.669749315,1.853012263,1.963791924,2.072635891,2.184613549,2.305839935,2.431125415,2.564769812,2.701623066,2.845665223,3.011546868,3.13878532,3.268457272,3.406391522,3.549165915,3.719268887,3.875357648,4.04576472,4.235581267,4.461082195,4.806701164,5.173289695,5.541806233,5.913844975,6.253947863,6.401126508,6.491599467,6.804155354,6.672112531,6.750593298,6.865363481,6.964870192,7.069905127,7.172646969,7.286595711,7.320381061,7.378148012,7.449721509,7.55803422
Spain,ESP,1122.562072,1147.281533,1166.639842,1169.071995,1168.702705,1174.254643,1189.594067,1220.984523,1235.95732,1232.487546,1252.890425,1268.513146,1354.759176,1339.432922,1348.016181,1345.526655,1386.316143,1333.1898,1430.272971,1443.155003,1462.884707,1478.220922,1487.3344,1475.516043,1488.960818,1509.378711,1528.565556,1592.264472,1611.069972,1625.565363,1655.001115,1690.410762,1718.174065,1720.533012,1723.993612,1716.441977,1718.648346,1758.224869,1714.684015,1798.814532,1747.147289,1721.481266,1671.007615,1613.447592,1644.995335,1694.10787,1682.049652,1681.165524,1715.508709,1698.601839
Estonia,EST,107.897774,112.0215925,114.455699,116.3896437,118.708331,120.3719865,120.7359867,121.7016884,123.5812091,124.3629545,124.9472266,125.032096,125.9196486,128.4837891,130.0740829,131.5598146,132.6123109,134.2461706,133.3601197,135.0373764,136.447266,132.3698397,118.9908457,105.5169253,97.04069885,93.41772288,95.16550664,92.55458831,92.28153342,92.82449359,93.02251512,88.47216658,83.26435857,87.28057363,88.56502585,83.78147479,75.46760286,80.47930793,88.51958835,86.67133859,93.69549958,95.78483074,97.75775896,94.24702741,99.22680903,99.39644759,96.86064862,100.9696741,107.0975101,102.626884
Ethiopia,ETH,1425.730575,1434.775577,1423.030174,1439.450251,1438.840577,1401.586748,1399.930477,1417.262333,1433.871153,1447.594813,1452.346755,1465.101774,1480.252695,1526.008395,1497.818415,1566.588742,1648.813318,1588.00471,1610.993216,1691.347343,1741.495408,1763.289251,1829.105073,1690.43247,1738.611269,1762.658736,1838.401137,1907.82534,2030.412957,2034.238457,1979.873961,2093.670835,2305.376417,2290.638902,2336.114532,2434.542998,2584.108808,2823.464484,2952.808073,3052.115729,3204.315667,3162.498465,3265.872206,3364.534665,3464.111438,3535.661879,3636.747621,3727.720785,3822.689471,4082.471812
Finland,FIN,700.7374129,712.5394354,719.9697069,724.9608518,721.3934705,681.7985853,687.1388948,681.4132626,697.5948784,717.3675306,726.607297,729.4865684,714.3551612,726.3703122,705.123442,704.4626748,704.5597887,711.2352786,712.6031035,716.4743396,805.3498477,804.4030927,793.2400288,796.5903249,805.7150095,776.4018929,739.349567,767.4586089,713.849025,767.908255,754.435823,770.1905149,743.796635,766.9372185,844.0632375,757.7000644,838.7762298,675.3848737,673.7457554,664.7969386,684.3913689,671.4212984,735.7677418,702.0393756,670.4170953,631.0042178,532.8687804,499.7350987,479.6362471,461.642202
Fiji,FJI,21.2311983,21.1678163,21.48095468,21.86315045,22.85164564,23.87067636,23.90568287,24.93386037,24.56140119,26.3945628,26.77000382,27.31759188,28.12827837,27.90908837,29.49339716,30.45400779,31.50046059,32.02351066,32.59994164,33.18340972,33.41112169,34.09468337,34.5201218,36.46750943,37.85066738,39.18191756,39.34438811,39.11259381,38.6642743,38.27996318,38.32684411,38.97706885,37.82671785,37.85188164,38.0857445,38.34568683,38.46647804,38.57178698,38.82657069,38.42696773,38.3431269,38.43180911,38.59661358,39.28333848,23.9923332,24.52478853,24.83872276,26.44486205,27.72635328,30.71875687
Falkland Islands (Malvinas),FLK,0.024221576,0.024988147,0.024943746,0.025002401,0.024985881,0.024850498,0.025226142,0.02528913,0.025339078,0.025902021,0.024758213,0.024990181,0.02505468,0.024915351,0.025646989,0.026410466,0.026935458,0.027008996,0.032444232,0.033499679,0.049039068,0.045998361,0.046539727,0.046275968,0.043094066,0.04401039,0.044607288,0.047005614,0.047001076,0.047568462,0.060349141,0.059990101,0.060342233,0.059688068,0.05881663,0.057838301,0.057161122,0.056141591,0.060436046,0.054951137,0.054622786,0.070932565,0.071176039,0.071676639,0.076732484,0.074388955,0.077220946,0.07903611,0.081546876,0.082971059
France,FRA,3843.11133,3728.864346,3651.6207,3599.673669,3574.695244,3575.726627,3582.714414,3571.606754,3530.317009,3542.770801,3520.873848,3501.950184,3460.607615,3459.530915,3453.819772,3386.720885,3378.546894,3286.707046,3178.625693,3175.956338,3160.072299,3162.328497,3133.659268,3100.529467,3085.471342,3086.503318,3088.243257,3057.505754,3048.969568,3038.564197,3116.833363,3113.035187,3067.587321,3024.248512,2997.009134,2962.490606,2931.268261,2949.496535,2957.573678,2908.041993,2926.126473,2846.340366,2826.456867,2819.442434,2786.114954,2751.36217,2750.463983,2741.648874,2739.648675,2658.088711
Faroe Islands,FRO,1.343093787,1.318189272,1.339502079,1.338885465,1.339658336,1.336115974,1.371645796,1.376575787,1.366112036,1.350294727,1.355334877,1.35276228,1.350445543,1.361540428,1.364821709,1.35982448,1.361467496,1.377796821,1.384614933,1.388359276,1.395846186,1.392141344,1.389299356,1.393625465,1.398020095,1.39374894,1.391933783,1.395547353,1.391475497,1.396306275,1.404284216,1.409869187,1.412914542,1.413800047,1.411842375,1.402379994,1.398727373,1.400368135,1.392767448,1.398848934,1.396646209,1.404342853,1.410912331,1.414328268,1.43052765,1.435526056,1.442379852,1.425886636,1.429431745,1.43153329
"Micronesia, Federated States of",FSM,0.084040343,0.085004995,0.085301544,0.085325135,0.085589368,0.086534003,0.088240693,0.090624087,0.093533614,0.09675192,0.100080404,0.103503895,0.10704595,0.110623639,0.114130061,0.117470079,0.12055875,0.123383814,0.126109877,0.12893968,0.131989956,0.139104102,0.142664258,0.146110461,0.14902297,1.084465323,1.085240696,1.085292356,1.084180566,1.083316345,1.082436643,1.083005357,1.083011419,1.084445037,1.08380691,1.084247323,1.083179449,1.092655026,1.092381532,1.147210722,1.146362665,1.209180354,1.209180983,1.24267072,1.246286915,1.26694016,1.2885852,1.280654111,1.303351877,1.332923986
Gabon,GAB,205.3800081,205.5794318,221.6412682,268.3631688,354.2482477,385.1521104,385.3378209,380.0873032,357.3151867,331.006183,303.308414,264.5085048,273.4889569,275.2201583,276.8803367,300.6457963,291.479013,273.5730923,281.1709492,362.5064655,466.3238499,481.0066574,518.3415177,521.049384,526.4631242,588.5640016,658.1335982,607.8429017,708.085253,669.903973,681.150684,698.6933259,676.0729783,747.6985746,693.7918447,644.3651334,544.9934835,459.5898957,496.9258142,479.4605688,480.5005654,477.8829661,473.3315441,455.6080628,456.8466362,478.0599558,473.337133,440.0159271,402.0661123,454.6974072
United Kingdom,GBR,5494.409755,5471.245071,5107.189177,5327.817142,5063.419476,5212.524655,5127.407312,5010.047789,4986.561661,5077.535992,5083.605234,5057.189275,5025.037861,4988.393198,4047.2269,4609.048555,4910.093597,4804.046395,4746.387999,4634.89539,4809.94085,4910.14878,4751.13878,4626.114801,4449.925985,4582.260826,4570.292612,4521.476574,4262.789249,4026.949844,3843.788185,3734.256494,3572.574207,3420.958554,3254.79344,3008.104688,2804.140772,2630.084873,2455.295009,2324.022285,2159.982356,2052.704012,1997.796418,1919.717952,1891.275495,1887.750553,1882.098642,1907.227429,1900.963964,1869.716515
Georgia,GEO,154.2030238,163.6301522,167.3627796,169.6414076,173.2033459,176.7917281,177.2119657,178.1637028,181.180219,183.6913248,185.2235493,186.3538017,188.256155,190.4519227,193.9095981,196.3769217,197.8630593,200.4770003,202.1998262,203.6729214,205.9031398,196.1914934,181.3425536,168.4269912,153.6511825,156.1267678,164.0615612,163.7881031,165.6022719,168.9214084,172.8560475,171.8225183,173.413789,176.0595537,171.3476075,168.0580169,162.9548283,158.6915313,146.945451,145.5202224,147.2679851,147.5418602,158.3107036,164.0787556,165.9493915,149.0764471,150.0403208,147.8935376,143.7646748,141.0951036
Ghana,GHA,137.5494143,139.8346446,146.7324058,146.8917615,158.217785,159.903546,160.4241633,170.7503132,171.26276,174.9193117,172.2765808,179.1432354,174.3622469,175.065177,187.4711781,194.0468134,199.1451574,206.4067517,207.8142136,218.5161673,215.5767869,233.1961141,234.7881649,241.109024,248.5363054,255.8920973,265.4414177,273.9376369,282.3983872,286.325368,292.720486,299.3093441,304.4635753,309.602377,320.9673201,324.0817964,336.3968494,340.368593,407.9870789,402.0025349,404.7651392,483.2624271,496.6614023,536.4875633,560.4670086,579.045917,576.5009361,664.5398773,683.4733987,752.3573187
Gibraltar,GIB,0.369814784,0.407090115,0.407379167,0.410610443,0.41030509,0.413264398,0.413002936,0.414260212,0.415236444,0.4191376,0.420482917,0.42037638,0.420682003,0.419162593,0.417400881,0.417102169,0.413914804,0.416897452,0.419779968,0.415487115,0.412923466,0.41490267,0.423383608,0.425758348,0.432624319,0.4352474,0.437778739,0.443553758,0.448073632,0.451845827,0.455969563,0.458064109,0.458208489,0.458910293,0.461262842,0.460573753,0.464965698,0.470693352,0.47203753,0.472393865,0.475023451,0.477471841,0.480822681,0.487143076,0.493007868,0.498607829,0.507638833,0.517091208,0.52622128,0.53504181
Guinea,GIN,140.7978489,142.1876882,144.7407498,148.44716,151.4323345,155.6420127,157.5905851,159.6079653,161.3947162,163.6484503,165.5576518,168.4226112,171.3949796,174.7767197,177.7773579,175.3011684,164.8522036,175.2183423,184.2257786,192.524929,202.3401356,211.6965162,212.3779609,222.4747863,231.8859598,241.5814145,258.1069651,254.3966329,261.136681,281.703358,290.2084918,289.2510834,300.2331712,312.929136,326.1101465,340.158109,353.9838649,367.7424471,383.4431146,399.4459898,480.4567556,505.8546883,528.5192772,550.6226406,572.5756673,594.4826856,609.9947851,641.5240949,666.608026,676.3320488
Guadeloupe,GLP,8.087536146,8.247073322,8.012983443,8.283594157,8.236189744,8.363518842,8.783547236,8.764020937,8.94911833,9.042568498,9.054728199,9.189450417,9.281101926,9.426969255,9.774041278,10.0297693,9.48319337,9.148171269,9.193483219,9.173419061,8.772869739,8.941143568,8.825820049,8.627285985,8.813875221,8.824154283,10.18821785,10.48955112,10.39179959,9.3520902,9.501492692,9.423638119,11.07858757,10.35614421,10.22459946,10.16360095,10.27384023,9.71499975,9.895196661,9.772963455,9.81850328,9.818368651,9.826183506,9.844725147,9.851153958,10.01036162,10.04051557,10.00739979,10.01063285,10.01632997
Gambia,GMB,19.04830241,19.51845534,18.93957497,18.31535787,19.18545595,19.62381688,19.94054901,20.03982083,20.41543724,19.48539437,20.6221593,21.95863937,22.08055524,20.06973394,19.28007093,20.25420832,21.26242866,22.07838491,23.14567684,22.94895278,23.83395915,24.69693747,24.71199111,24.61155395,25.4469912,26.09339157,26.34882249,26.17109061,26.70091411,27.38905724,28.19033306,27.56316905,27.76823021,31.19052937,32.76766051,33.70507056,34.49419417,35.02558153,38.13468948,44.22271372,46.32676755,39.46292947,41.52141357,43.98333325,46.08064292,49.58439721,46.31146999,47.45185276,46.28653019,49.04443312
Guinea-Bissau,GNB,23.05392047,23.43758449,24.27876736,25.28437526,28.69170868,34.16008786,37.54071409,36.17768511,32.77122726,33.32612324,34.1479416,39.90794933,49.77146833,46.05239995,42.79992112,36.41723366,36.19534101,36.24881906,36.98004203,39.26258319,41.68257406,42.20635558,43.19434339,43.55404127,44.08835992,45.63257049,45.54270577,45.29838414,45.92544934,48.57589968,50.35050623,49.96560465,50.25825323,50.65601819,51.3876564,53.17240452,54.68112947,57.04217849,60.64802145,63.04910622,66.34842357,66.82056882,70.3553871,74.33996264,68.7736115,72.96171096,75.37650954,74.29507578,76.49172123,78.71521778
Equatorial Guinea,GNQ,2.246008921,2.241408876,2.203251407,2.035008185,1.999261824,1.966581377,2.034627099,2.017557092,2.010364156,2.027023495,2.402317631,2.146337854,2.355824391,2.470353131,2.597572828,2.812229369,2.902795967,2.980477636,3.150782074,3.216391516,3.304033018,3.383840956,3.490988519,3.694171782,53.07010854,63.71344326,131.3612635,194.6119987,244.4570653,268.5122591,319.9975865,348.5141752,273.4801056,301.6394789,369.1591965,350.7743803,399.2822136,432.1166666,443.8562523,392.801125,406.8723052,397.9749218,416.4175032,391.1591074,392.2974335,398.8155502,362.676417,333.38656,269.0728085,236.1945307
Greece,GRC,360.5376152,362.6803188,371.2838333,387.8061287,408.6690132,415.253672,419.3186421,416.8083284,411.3883065,414.4732838,413.506103,417.4559389,416.7216852,419.1181749,420.426624,424.3405492,428.2100269,437.4910736,442.9261076,446.986086,451.4103029,449.9315595,451.8017867,454.983665,461.0906195,468.5910428,473.8646704,483.0261621,490.2241347,490.5685144,500.8989942,479.1460764,489.2363741,496.3157379,504.0544228,513.8244413,521.4665122,522.9213174,523.7507954,503.8333366,488.5699551,480.7745005,474.4377463,446.9637896,435.1249519,418.8210698,400.492175,397.9573342,384.3523117,374.1278958
Grenada,GRD,1.544954708,1.620850265,1.554687449,1.570642614,1.536782206,1.489923313,1.551635679,1.580221096,1.617916666,1.599329953,1.591760421,1.60618548,1.623353944,1.639684306,1.639295144,1.620010955,1.590823659,1.561086826,1.534470345,1.522749326,1.520188016,1.529895755,1.544300737,1.561530916,1.585154977,1.606309645,1.626932406,1.650040109,1.679321904,1.704800061,1.716540913,1.720872174,1.730386081,1.755993037,1.759644378,1.78705644,1.788134701,1.804446345,1.818833587,1.813002442,1.802805112,1.809599775,1.816385173,1.826504407,1.848359647,1.868927164,1.886431499,1.907673764,1.929216348,1.950061006
Greenland,GRL,1.666778342,1.700507341,1.729557948,1.75710461,1.783612711,1.809233735,1.817972899,1.824809841,1.831498969,1.838666651,1.846828421,1.869304042,1.895085291,1.921291785,1.946476944,1.974361792,1.995424727,2.016317022,2.039844552,2.05978792,2.079058125,2.087621764,2.092090369,2.095755392,2.096157322,2.099840926,2.105001236,2.10682171,2.111955597,2.114124748,2.119684572,2.127332491,2.135200171,2.143042615,2.192094838,2.20048568,2.201424178,2.204996038,2.205895343,2.201211703,2.210026548,2.214402728,2.21302013,2.215137332,2.21481022,2.217467716,2.218893635,2.219242222,2.220135925,2.220243741
Guatemala,GTM,185.3865897,199.5529202,210.3747353,211.2669159,206.3904213,211.1481633,201.2958615,211.6229108,217.948969,224.9625308,239.896989,249.3686677,247.6732679,263.5893461,261.6474344,265.7420164,267.7564336,272.6334455,279.6896193,283.8592694,290.0618188,298.0848531,312.8881364,325.8427135,324.3135526,331.3370309,337.257278,346.5742329,354.0007937,371.7100074,374.8964694,387.0577647,408.3067799,404.3071611,420.0510473,432.3604299,444.8357957,465.3444819,484.2370976,502.8022422,519.208378,525.4669009,540.0608633,552.2542095,574.1880907,590.0981729,606.530085,621.619815,635.4128707,650.830075
French Guiana,GUF,0.702092554,0.730609078,0.728181996,0.751955107,0.747629813,0.767634005,0.795512839,0.86936718,0.955294754,1.103892891,1.182297794,1.373870731,1.484852792,1.747652638,2.007628536,2.205509076,2.486435563,2.620772067,2.673146562,2.856786948,3.312323575,3.583442517,3.572710652,3.403777502,3.488805966,3.549328161,3.779121185,3.941467261,3.952837433,3.866636399,4.329339676,4.382006337,4.532110422,4.41275859,4.985129918,5.183376979,5.333006412,4.383369764,4.524363994,4.775378486,4.827403333,4.988515782,5.323465495,5.538508593,5.802841332,6.072133385,6.213583772,6.292219509,6.399449847,6.513080202
Guam,GUM,1.021012942,0.943334118,0.975804794,0.997165285,0.968563286,0.985217802,0.917882753,0.938957589,0.948393974,0.956453037,0.945791905,0.967460502,0.960708853,0.987949412,0.997857074,1.000848336,1.009387158,1.023043018,1.045787156,0.940455632,0.936422995,0.958542452,0.98194013,1.005201219,1.027154716,1.046709186,1.065635105,1.085352464,1.100685036,1.117815765,1.132565514,1.142935857,1.151192615,1.155452861,1.159135876,1.161714911,1.163887334,1.168198112,1.16993604,1.171733014,1.173651748,1.179292437,1.183811123,1.187317666,1.193372111,1.200265367,1.20874894,1.218863237,1.230000305,1.241732001
Guyana,GUY,79.19792387,76.11349973,66.30826578,71.86057979,82.2648953,89.97416142,73.01951437,87.33861329,78.10185189,63.04185713,66.39217084,63.78252838,67.9826349,57.74056348,63.07059189,54.91517562,56.3297986,52.84638889,52.17677716,50.49639014,44.50890813,52.00987325,54.72747945,60.45360807,59.72839795,68.46786362,68.32936781,69.21697453,64.02329152,67.7448796,57.40594173,59.66807302,54.9847987,60.79519983,57.36712679,54.3279711,53.12540079,54.47961437,57.94703612,59.59371923,61.48280664,64.48913728,65.41236764,71.27422276,77.14740548,78.92482796,67.5461475,73.31085159,71.69648938,74.68302132
Hong Kong,HKG,74.98108752,81.30385824,82.58141418,83.45614317,84.75656892,86.92193177,90.03021988,93.00052607,96.89544551,100.1185156,102.8067415,105.2032067,107.3437511,108.5694308,110.9846651,112.8719079,116.8708238,120.3066799,125.172052,130.2161229,134.1843204,136.9843593,139.036186,142.6256069,145.6433607,147.9521421,151.1072311,154.2949409,156.4086884,159.5135357,163.9964982,164.0307944,164.4113176,165.3514348,167.1006049,169.3853425,171.4264818,173.4336781,174.8099875,175.5284635,177.5719093,179.449897,180.6179734,182.1707593,183.8190486,185.5207049,187.1969049,189.3430888,191.402465,193.3796102
