1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244785.1084 ,247877.9120 ,251287.2804 ,257356.1574 ,258927.2937 ,261879.7995 ,264963.0002 ,267536.3652 ,269050.3088 ,273202.3324 ,271876.3774 ,267590.1506 ,268963.8341 ,269992.8233 ,274347.8234 ,276916.2625 ,280925.7592 ,283015.8911 ,288701.6316 ,294745.4026 ,294820.9681 ,293137.7146 ,293036.9675 ,292352.5450 ,294319.7125 ,298134.3850 ,301214.4647 ,300836.9132 ,297328.5842 ,298536.4720 ,302478.4253 ,302638.1616 ,302497.3569 ,311590.3345 ,318613.8763 ,324851.3638 ,331370.8279 ,334665.2641 ,340310.5459 ,339383.9151 ,346365.4889 ,354638.8557 ,358311.0531 ,359860.0998 ,362414.2898 ,363795.4805 ,365385.0233 ,370426.4365 ,376729.2251 ,379626.9702 
