"bs","adm0","alpha.damage.noadapt","beta.damage.noadapt","alpha.damage.optimal","beta.damage.optimal","alpha.adapts.noadapt","beta.adapts.noadapt","alpha.adapts.optimal","beta.adapts.optimal"
1,"CYM",316292.531240541,1107.00097451765,98743.6052163793,0,0,1073.513785035,196722.341713555,0
1,"CYP",574618.641137407,417.866247828413,23915.9258317418,10.4616222728311,0,326.754959556723,229925.168309451,0
1,"DEU",9587762.20141077,0,4139410.1381418,0,0,95.8570576881524,7308959.35543432,0
1,"DJI",0,11520.746089793,16616.6763292914,104.955426270173,0,0.0294509131601706,111385.203941975,215.34903038665
1,"DMA",177636.204643614,0,2553.42630819819,3.30372813553674,0,47.350275806263,28358.3538782663,6.97322945761518
1,"DNK",0,23120.9818605594,4387949.61999407,0,0,51.4714870012453,4062793.93904498,408.034458661371
1,"DOM",5822912.06125652,0,275900.317960817,0,0,1779.86996784141,695518.417586406,0
1,"DZA",691682.335314103,11281.5896756777,63066.9540000649,110.171880402163,0,2291.23784296757,365249.540300161,53.0601877452675
1,"ECU",0,54600.3873810153,938546.34923641,0,9.67826756684809,0.0960445568928716,1984977.55577181,248.45600657359
1,"EGY",0,274300.950092794,503109.060408541,0,0,64441.9418564066,1778885.40469876,0
1,"ERI",0,7736.19983247736,3237.6378133824,154.401664386885,0,208.100164923647,17900.205506934,280.416549709304
1,"ESH",67367.5831018723,244.349904524294,6470.61282820901,4.71734857846142,0,0,7444.89951699372,34.2431830154993
1,"ESP",0,39101.3154330996,913906.908649075,0,0,5788.4170530479,6334600.97909422,0
1,"EST",202947.681962382,536.09342334333,271752.872090127,355.244386724824,0,1.5023858208384,130672.004002002,0
1,"ETH",2067.04275438261,36.8500208741707,554.385369901319,12.1026344602708,0,1.49169645283698,0,2.1322165755252
1,"FIN",42607.8112365212,1392.40344911322,455103.780858407,540.023226130108,0,0.0319996816634431,630972.719137161,0
1,"FJI",3969038.06231443,2495.85231003321,423838.634246686,0,0,111.546667290584,394371.219371341,125.088724527629
1,"FLK",4966.07858920132,13.7617285306871,3168.53528782768,14.0736340857871,0,0.0675062580188952,1498.73217030345,0
1,"FRA",0,53681.6119961777,4899591.40896764,0,0,6178.04600173272,11881604.8026954,0
1,"FRO",15596.3864612877,28.412306102349,8845.11763240746,0,0,3.54908565721612,742.884661554622,13.525828414226
1,"FSM",635215.562197027,276.570996426218,17998.663816606,0,0,19.0086122472006,36571.564804462,0.543068842844516
1,"GAB",1388854.93687642,3069.96762318757,170293.888370804,0,0,156.23759397095,337069.415753913,0
1,"GBR",4471641.62091622,35628.4641280894,6999944.0796786,2726.59787920632,0,0.565463686696826,18592484.8078066,0
1,"GEO",345391.262472915,947.741851265614,26494.771826325,0,0,465.920814160927,239984.026772725,0
1,"GGY",0,488.324703691031,18700.4464095665,351.457167420859,0,0,62081.9898469333,0
1,"GHA",5334524.26708045,26816.9852205091,149504.849527304,96.4559762002714,0,1096.93090094313,663086.96329891,313.405828939111
1,"GIB",0,324.739523121134,528.697745587963,0.368612510225836,0,0,22505.0780597156,0
1,"GIN",603847.723877563,3629.51048925027,538559.25622357,177.792704608724,0,0,0,529.178560242972
1,"GLP",996527.866463437,0,22006.6164703616,5.11495211091701,0,472.61441010967,267154.194653621,0
1,"GMB",649234.75967974,11138.0946250687,356191.636818672,604.042445923324,0,99.7162898891515,32805.6544273348,941.421773202828
1,"GNB",767910.334724791,3104.21932295807,259949.445738877,541.025106082867,0,0,0,482.129797687772
1,"GNQ",1005087.32668641,239.24733318194,146598.586439303,0,0,103.445982848829,204595.374988646,0
1,"GRC",3515507.98456424,6672.42120456512,1162732.46341155,0,0,3918.25332980703,1958245.78075416,1651.11369620423
1,"GRD",177624.025909971,0,12334.6091127654,0,0,30.5998670407161,23010.0374102011,0
1,"GRL",0,79.4489187452618,4443.63310982425,0,0,0,0,16.3980132732148
1,"GTM",4966908.46477267,1722.73489984791,472760.264073731,1.49617993022668,0,476.004243912532,325303.038491483,429.092227086608
1,"GUF",438700.951462322,4306.21064282235,111942.161457151,0,0.425031602421153,0,321445.472502329,0
1,"GUM",0,792.522705601839,0,135.508293917063,0,546.737425016033,7700.71781145396,276.014809218821
1,"GUY",1114113.89096069,10932.665180818,528154.50022211,0,0,9.59697131118052,521488.684391823,0
1,"HKG",0,8166.04906464472,424175.726282006,298.032510215208,0,0,1366441.28180814,0
1,"HMD",0,0,0,0,0,0,0,0
1,"HND",9306581.68845006,0,550373.905672541,187.398531027198,0,2321.81309936073,439265.46213821,206.126940202312
1,"HRV",845201.244966086,1859.67192823991,209771.630521673,0,0,170.165290944654,478355.615187266,0
1,"HTI",14561684.5628142,0,279702.720424725,27.4441676356606,0,3030.89674956724,602482.726724891,956.550102601928
1,"IDN",68459315.1687732,658096.470794474,53582663.1198521,0,0,13383.945023609,42766806.8964638,3555.19859980481
1,"IMN",0,220.871758486604,0,213.365065128923,0,0,11509.7463558024,0
1,"IND",0,949737.443166493,10616605.6353591,0,0,30813.2141846183,28526338.3015521,0
1,"IOT",57387.0329254333,41.3600389572206,57387.0329254333,41.3600389572206,0,0.362395515613998,0,0.362395515613998
1,"IRL",75260.0901152243,10272.2683072423,2676337.43956354,729.365720120729,0,0,445152.988736035,1298.74066422983
1,"IRN",7584.00955984276,15220.149406222,640997.329661879,0,0,16.75260053822,1020716.73405749,0
1,"IRQ",0,22945.6661188565,6830.60821537476,0,0,0,233238.740688842,0
1,"ISL",0,516.209418126568,0,412.918578050572,0,0.0569643272476943,0,54.4141648089672
1,"ISR",0,6073.97305057404,0,136.768762950268,0,2053.46267076689,174608.127174121,523.372791443733
1,"ITA",0,63050.7950745331,1337356.68331165,73.6670115936948,0,12043.0012296671,6941366.3424052,0
1,"JAM",4994195.88092384,0,138578.798335131,0,0,1116.46438681286,619465.192832402,0
1,"JEY",0,411.174264847884,0,218.725795393047,0,0,46409.1948878549,72.6996841297287
1,"JOR",0,3.78876707604704,0,0.484741497875432,0,0.100201127161472,0,1.50835859543233
1,"JPN",20090507.2936349,990230.612956321,2881177.98590877,1780.98064792947,0,83428.4567032545,30440432.3350533,0
1,"KEN",41236.042233155,7408.02297799756,780535.104128109,0,0,0,0,1060.94611626672
1,"KHM",0,9745.74382357921,245077.403016536,0,0,146.2615223089,173035.877751376,471.373695116824
1,"KIR",429694.995598386,1921.79834495832,24613.43348763,0,0,0.0644360793060887,26722.2874783114,26.6481699863614
1,"KNA",126150.085077607,0,13223.088236164,23.5849844950637,726.548981239955,65.094411377635,29389.6521827643,26.474785973065
1,"KOR",0,47446.1911308512,3175995.69137119,0,0,994.132270362933,7391983.81982349,0
1,"KWT",0,3291.9501112287,467355.224990209,0,0,0,357077.431713841,0
1,"LBN",430401.374202032,2424.01037724241,817.415026117428,25.4229665834164,0,571.369682133051,243320.443740781,0
1,"LBR",0,90789.2184225239,54014.4409123971,238.131398107908,0,1250.06326660135,0,831.635693558449
1,"LBY",1581411.66653744,8022.50881697439,129209.928788673,80.2333447595584,0,1898.55980900186,420967.206612718,25.1403096190806
1,"LCA",334277.110813458,0.841912734483289,13385.785993966,46.785975842516,0,119.546096501325,39965.8626283276,59.8822766721946
1,"LKA",19412041.5270879,40606.4155502043,493695.359124854,362.005387579427,0,9252.69526619337,1904001.40894462,678.633778921293
1,"LTU",219146.556081371,449.894603145072,262841.547413791,2.01361779800285,0,5.91712494244877,6586.03614333073,89.6114104015143
1,"LVA",271954.491372005,679.172968064707,512370.36256718,185.27078731746,0,0,291990.144290848,0
1,"MAC",0,449.218708823105,19051.473435778,0,0,0,75678.6473387678,0
1,"MAF",243585.107435822,51.1215946782833,3300.1423886222,7.9283493176446,0,304.040603059195,35829.5453434365,0
1,"MAR",0,11884.1335195324,348477.759377898,0,0,186.616321548746,986011.140704437,0
1,"MCO",0,140.7111603209,238.355905866372,0.0857777900813581,0,115.307891910621,3468.07199865819,0
1,"MDA",4928.4024741482,5.70511803005476,16318.8724196029,0,0,0.911772365303412,532.908630379326,0
1,"MDG",6284720.63475543,30556.6399368896,918864.611701928,789.223233842055,0,1985.19649161498,0,3171.15789172442
1,"MDV",2635237.77215683,5798.44796430768,0,20.9595057273715,0,1072.71811946727,241504.618608409,0
1,"MEX",33877142.6013007,12914.488823604,5342168.25711641,0,0,8909.63578609846,4715487.05842581,0
1,"MHL",1055340.73001746,1932.41780309808,79028.2072930525,0,0,26.8815556522479,59928.678277938,0
1,"MLT",165858.854130652,0,7387.15096906221,0,0,91.1155131239462,41260.4273691469,0
1,"MMR",0,187920.179705641,4280716.23460773,0,0,710.787869692228,4067966.48717106,0
1,"MNE",357402.687812389,84.7500353211838,37472.2515745766,25.6568329106272,0,64.0464966991239,45836.5021114249,14.336385745139
1,"MNP",105177.439356269,213.575840210728,9857.39188283876,12.0317157019198,0,60.1736836125927,0,79.7589474564441
1,"MOZ",0,71190.9229342533,1956374.21141402,858.822520545549,0,0.016200513267839,87049.7247644276,3646.4916264496
1,"MRT",0,7315.71526757477,26416.8580739296,98.9649739723451,0,13.3983665110065,139848.886888504,75.2153702038496
1,"MSR",2675.44912344123,1.09619611648327,367.729453022301,0.212483427393133,0,1.23985393397629,33.0606972865527,1.29796614196575
1,"MTQ",543374.536234898,13.8302926482085,14521.4867734635,4.49375488687708,0,319.270835399465,164387.045179312,0
1,"MUS",1523628.17269865,0,73863.4461945332,0,0,350.113283239966,194406.981576746,32.5121118571284
1,"MYS",0,240892.473149947,6486013.68545514,0,0,0.349295886120846,12498110.6066942,0
1,"MYT",319949.606087929,1142.1644458461,56431.8546973118,0,0,0,40799.6299535061,79.5106835408312
1,"NAM",455514.447541851,1989.35621375444,21761.1911434925,0,0,38.0816794906746,72698.9181074808,0
1,"NCL",729622.90707133,1785.85443083676,142746.238907549,0,0,144.694915871238,279955.939766082,26.5565655538638
1,"NFK",4016.93105607047,0.229548574411367,2518.24974616341,0,0,0.805912037895052,82.2619385923279,0.431118612605597
1,"NGA",0,762441.24684562,4491953.17592402,0,0,838.526985722481,7864321.24744413,105.919223163179
1,"NIC",2210960.3560713,0,461771.721531969,0,0,175.715151201864,97688.7345459945,163.606810008818
1,"NIU",1588.99663728368,6.30521844618565,180.74005849581,0.128297472791139,0,0.51217910117852,205.912970532216,1.11862629922087
1,"NLD",12289436.2694935,0,859705.770806147,0,0,0,6849736.13866558,0
1,"NOR",0,10724.4340786958,545304.088723209,5798.64148194868,0,84.4824032108363,196541.935902459,1606.49852990428
1,"NRU",55519.6268460935,98.1001261446782,2141.89819004435,0,0,0,1884.08162138267,13.2235127044712
1,"NZL",1515237.61438925,19189.4844308451,1629378.25659403,31.9707868532484,0,0.948545370357793,927617.867480316,4536.39814817373
1,"OMN",0,8034.71730044681,131281.334675392,0,0,19.7425370652228,513987.162119171,0
1,"PAK",0,49766.3295260608,1846798.52445898,0,538.195853601431,0.406280224216362,1132950.29759133,0
1,"PAN",1465990.21186859,16504.3746028721,1906473.98175584,0,0,1406.42286217902,1168903.4460378,317.983732514811
1,"PCN",23.0705825384279,0.223480201043349,5.35707451437506,0,0,0.00239521985039646,1.99382562314999,0.00202339780074232
1,"PER",1221661.76909779,3536.28094430575,177747.134777782,0,0,84.561851698029,393314.140900215,21.6663138157813
1,"PHL",44563436.6680882,540619.894655558,13672962.1276903,0,0,8598.46204351916,16384081.1273943,21633.7693065288
1,"PLW",103113.835076948,246.103310956384,13566.1388978972,9.14218107845124,0,14.4200972409229,9794.78352819128,53.4681200312076
1,"PNG",5916121.27508354,24113.9303013352,491593.437166763,472.578720254887,0,2273.39421438259,621094.391447526,3960.92993412471
1,"POL",1255842.55882269,854.929499572032,458512.306683265,0,0,42.2986645899555,970847.223741729,0
1,"PRI",3016062.63095456,0,49850.470766078,0,0,1195.22957032887,393882.501019269,0
1,"PRK",0,31470.0461942905,851912.748831603,0,0,385.339014600723,900199.743416931,17.70414613809
1,"PRT",615032.432731376,7026.28909265206,507389.457152164,0,0,7.72707302259557,3037810.09890276,0
1,"PSE",860098.559564119,84.0984309785265,4163.26861246718,8.16183133052515,0,185.362384036852,133460.986309976,0
1,"PYF",1014917.15218126,0,263550.830073153,0,0,270.825226696134,60553.1080972908,270.367513989762
1,"QAT",0,7211.62917945573,287387.628806965,0,0,865.33251600772,434581.346781144,0
1,"REU",1062305.64398944,0,11106.130712619,6.2906797329909,0,315.35607501044,201338.819018709,0
1,"ROU",1017366.37384604,1056.64920048835,522816.432055301,893.134175303927,0,310.977833892657,150589.464475265,47.9870660115304
1,"RUS",6151352.90675689,8119.24525047929,6396979.02067942,0,0,1056.11637132041,2519727.89388668,0
1,"SAU",0,53423.1031993237,366078.655737765,136.529585206221,0,3266.37171707769,1204927.78150738,0
1,"SDN",4101877.01391523,4016.24309670562,18590.1822422474,45.6377785251738,0,2976.95351633735,85498.1913859942,39.720759855657
1,"SEN",594967.187266589,57299.3270451352,492753.158542881,845.140183693611,0,759.992358498471,666726.647915905,825.052311555678
1,"SGP",0,4023.85929590467,109790.775618484,0,0,0,301845.783496687,0
1,"SGS",0,0,0,0,0,0,0,0
1,"SHN",4829.63319995882,3.63150417499816,661.690063215538,0,0,0.612822046419521,285.555784449552,0.283558374824517
1,"SJM",1099.82671448116,10.0965184293174,2008.8929996612,1.63094769865485,0,0,0,2.47262140450332
1,"SLB",2425246.74086642,6816.56093492201,96736.2688261845,34.2610461067334,0,868.516009790449,157293.119983601,1001.17249838938
1,"SLE",1921628.17465785,8248.88458038335,915014.7968273,391.561029274333,0,114.220808034714,0,760.876836571647
1,"SLV",2123324.39451648,0,285576.691792452,0,0,0,237032.479600234,0
1,"SOM",0,13847.2703464209,11033.7506645869,382.648962295921,0,19.0398488968957,0,468.058252037462
1,"SPM",11900.3505589798,24.1144685782932,10102.6059584527,0,0,0,1969.43281730935,6.61871085854954
1,"STP",336145.111492507,0,12629.0203864722,0,0,24.155609645268,17184.585944751,17.4168727736913
1,"SUR",0,16483.2265991864,321680.836724419,0,0,0,316133.964168721,0
1,"SVN",0,171.634688615996,2107.70208221696,0,0,0,67346.5539750279,0
1,"SWE",0,9651.28350213316,1608384.88721214,2024.98128478476,0,271.166308402636,2738485.37392809,39.3348831515235
1,"SXM",163684.696613468,22.6455839910848,5312.41425620941,2.13338941313992,0,214.308709438722,23937.9156828338,0
1,"SYC",881604.115792122,890.954294378919,148925.633768202,0,0,69.2206119231569,181957.819113702,0
1,"SYR",908052.96495544,1128.56730346677,3911.7211076215,2.66412898265978,0,534.734515172695,113038.47053118,0
1,"TCA",711994.938670253,0,104110.648705027,0,0,132.213534265567,40109.5293034476,65.6462599878152
1,"TGO",0,10870.5999570914,0,9.61321617431753,0,317.843973553404,79826.0691519431,10.8911100549849
1,"THA",0,263002.35056551,2797614.92887031,0,0,45.9546324201198,7841290.03176807,0
1,"TKL",0,43.2427533165582,0,3.30450717772093,0,0.146199210472423,0,4.72786507331319
1,"TLS",1908656.64659771,2659.40247604569,150849.105834223,98.5932594762442,0,0,109645.843737849,223.857460562339
1,"TON",605092.185051581,938.100049632511,38730.9432109746,7.13317455589059,0,35.6237008869432,94321.6111917664,59.4451702625166
1,"TTO",575688.836384965,1028.75944812918,137258.476768146,0,0,106.454156801158,330578.588066385,0
1,"TUN",996552.871171387,16442.0783048319,298485.798251148,0,0,2761.27739452074,797432.953070688,57.5546612723084
1,"TUR",12319057.266374,29124.9650299888,740855.604335238,0,0,13227.9581861274,4117562.91033493,211.563251419476
1,"TUV",122788.090256819,129.963970708327,21431.2121886054,0,0,1.08426645300319,4292.71886895154,2.99307250858977
1,"TWN",0,11736.3322831335,1027358.0579149,293.339487481461,0,206.897586998618,1158450.57864925,0
1,"TZA",0,24526.3880047164,868766.364844019,0,0,0,197929.337338341,937.683421774444
1,"UKR",500107.18737245,6637.40474405813,619045.850862701,0,0,1143.79121810979,1705442.95107974,0
1,"UMI",0,0,0,0,0,0,0,0
1,"URY",354536.753765083,1078.17199125886,486723.59135453,24.7027742798882,0,0,37517.1353352081,146.664805629865
1,"USA",23218564.2513872,463056.170437036,81318297.364255,0,0,48518.1077337234,55072910.8105173,2747.71564482889
1,"VCT",168677.606095199,0,10797.1143094935,0,0,47.8349027212554,30970.0754230408,0
1,"VEN",21966187.1234905,0,61661.9493140548,228.643704786758,0,7937.95545087185,2927813.27937435,424.149274066502
1,"VGB",157145.101664266,0,24710.6809936202,5.36978153853227,0,128.85800132196,66866.5744511775,10.3906614045789
1,"VIR",140093.387381476,0,40826.0334946072,0,21630.0019698911,136.902724461926,94627.9006518384,14.1397543542524
1,"VNM",0,383286.809312413,2721365.45737367,95.0127258239342,0,333.0716196435,18123102.9007854,0
1,"VUT",905359.917934956,1013.16968130261,15667.1124965706,74.3310802733346,0,257.707212706245,0,437.451920070101
1,"WLF",4249.71702710904,281.264143229222,6206.95995511307,0,0,3.52649836587709,477.453029316376,16.7359449308423
1,"WSM",80047.7819429578,200.858126720557,2798.7116967552,3.66471694951134,0,13.544982608991,7125.30067549771,49.931183392849
1,"XAD",25665.9955810439,0,11766.0222510627,0,0,6.6685735492718,2431.71922452266,1.87994760386867
1,"XCL",0,0,0,0,0,0,0,0
1,"XPI",18741.6573549411,0,17922.923508469,0,0,0.643134277361901,0,0.9061999284228
1,"XSP",0,0,0,0,0,0,0,0
1,"YEM",0,59813.1817320731,189854.724688802,50.8183878107291,0,943.383292986841,611681.0382879,530.351690813964
1,"ZAF",943772.907031889,4532.02033867675,290956.058943303,0,20.4030677526454,0.0233664415147794,383758.547504061,471.892576353936
1,"ZNC",213446.836102158,0,16119.3927135158,0,0,34.0494737911691,16485.076043464,17.0857746539947
2,"ABW",118678.87795425,0,5236.26339377294,24.1171571391714,0,49.1308178490107,0,53.3272108286588
2,"AGO",0,32349.809422027,29201.56000544,230.045467973019,0,1267.22290265905,306679.710253473,447.062660401176
2,"AIA",64226.1668099723,0,9972.45867730539,0,8183.66822340043,8.26144781276342,9216.414204174,3.82958839599617
2,"ALA",38835.5094415099,37.6349800221246,25166.6719272384,46.7630029429428,0,2.62985055309529,922.974827018774,2.14714483374337
2,"ALB",0,5096.52973742063,30143.3477920673,0,0,477.575414283564,351477.559235692,0
2,"ARE",0,47622.6248067778,451751.661253262,465.474518257558,0,6.98301604979247,1628186.47475357,0
2,"ARG",738955.54393995,3760.60710919738,2942613.85862955,0,49.5954960171065,0.163939608199547,1197285.73384804,0
2,"ASM",0,356.884195716252,3868.1180792065,12.292528025758,0,17.4307265600138,0,45.7426832106442
2,"ATF",0,0,0,0,0,0,0,0
2,"ATG",265136.820328205,0,30482.7975852355,12.4551424494663,18666.9684900795,69.6125981606099,46006.6196810218,31.5494462387585
2,"AUS",0,81607.0945652348,4668381.73004874,4841.8139367204,0,379.299336923952,5178523.92124042,5228.16139713441
2,"BEL",1715311.53082226,0,38669.0022343898,0,0,0,649490.687950539,0
2,"BEN",0,50673.8632058615,16615.7807769548,25.6268801582355,0,2007.46606876335,189271.649482129,0
2,"BES",52793.1985629179,0,12867.4323044444,0,501.667244568853,26.9894997724623,6634.95662801709,22.6041010298667
2,"BGD",0,192391.856355405,4696165.21249091,0,0,0,17848041.3614035,0
2,"BGR",417888.673004983,336.05283589876,4083.30822201512,22.6422853045799,0,266.726200966111,152756.382891031,0
2,"BHR",0,32431.3990047704,7396.50812373505,0,0,57.7313550212533,395862.076278062,0
2,"BHS",2035106.88811613,543.236352950861,670928.67504995,0,0,443.212603472152,405266.514943891,0
2,"BIH",25333.9356506947,35.9702571080357,1455.85288407586,0,0,7.17926015869876,13865.4787660896,0
2,"BLM",37750.3234988225,0,1752.08543306224,0,0,56.4202897383487,21656.8302614121,0
2,"BLZ",3495563.02376931,0,102364.756353529,51.6218596111309,302879.250812992,417.73848582314,320911.664357651,0
2,"BMU",65205.6191617173,93.3093034691772,11019.147807113,7.78088740078287,0,60.9655545182219,0,126.366885550646
2,"BRA",0,285671.995349056,7845663.16817819,0,0,1030.8306697268,9600278.8141361,0
2,"BRB",189369.262013811,0,2223.69369048904,1.77841693629296,0,45.2456418107809,50178.7291553268,0
2,"BRN",845223.333481207,3587.09666873593,550272.079972296,74.5039119751539,0,0,267779.464993845,574.710557108339
2,"BVT",0,0,0,0,0,0,0,0
2,"CAN",2108362.54410388,11040.0004398993,1650735.92058922,160.385736055656,0,195.770969395018,2039666.85400268,1404.98256153676
2,"CCK",8226.71540821205,35.7748550924416,4572.87559753344,1.79317367117582,0,2.60624486830659,0,9.26891030659143
2,"CHL",0,6853.93433247295,583098.563415547,0,0,2.50627946407436,670164.283316443,58.2750450812563
2,"CHN",0,473891.288970866,24213871.7997872,0,0,60.4116114676932,43471955.723653,0
2,"CIV",7766400.80085838,17340.6042804217,512724.571542606,18.0431521827852,0,1114.08804999747,633880.221784827,388.587827839309
2,"CMR",0,18525.4768355834,166626.738624647,53.3405340702285,0,14.2417928424744,380579.045666532,0
2,"COD",290530.84900394,1300.84102291936,63076.9419103618,84.0223975045182,0,40.3062083765604,0,151.267879570229
2,"COG",720039.426045498,8179.90887477502,17501.5464378107,7.82553777986149,0,119.275875754669,67304.6293522827,0
2,"COK",27775.1463990009,20.3668908521446,3891.70470257471,1.63621060518556,0,5.2962378862679,0,10.5921296559463
2,"COL",25600407.1873451,0,783532.219335822,0,859716.826765558,4067.73522831088,985465.554788254,922.237335268564
2,"COM",362386.93075852,1171.96357778811,109287.790346166,0,0,0,0,142.906348449718
2,"CPV",924490.311894295,0,55611.7027761999,0,0,75.7204999128998,57330.0052220034,14.1281499907863
2,"CRI",1994205.89139126,1333.40613514038,707597.625352011,0,0,184.832726048591,355603.270735825,97.4624598614044
2,"CUB",6565676.62810906,0,927493.689114296,0,0,1136.21586713536,995238.050344216,0
2,"CUW",103994.898333805,12.6443958107867,10921.6067863597,5.92758781562563,0,65.9300382450657,3294.74119316969,79.9901149223122
2,"CXR",1748.02562637991,10.9937803157457,4890.12437335273,2.05751314030832,0,1.61686862989553,0,3.02842617850462
2,"CYM",517368.792707796,640.611982359965,83624.542947104,0,0,878.967926393967,185471.623233755,0
2,"CYP",813890.961166531,87.8597235070543,13758.4476070928,21.3455980625344,0,306.692653348817,211823.702230637,0
2,"DEU",8250242.41305179,277.327275532489,3330849.86565476,0,0,111.284938868046,6375706.94588002,0
2,"DJI",0,11128.9998591279,15616.1232210473,87.0866653091416,0,0.0243743514394434,174479.11611349,68.619367856162
2,"DMA",181986.909637525,0,2252.9828145477,3.20944299761716,3883.64847266298,43.0016018140849,27491.753075724,4.46216332651351
2,"DNK",0,20541.3752343359,3633190.2936393,0,0,59.9699618120967,3564704.91645842,516.246404647281
2,"DOM",6305688.3565264,0,260644.857760598,0,72439.0668297094,1581.63775097851,664351.621962322,0
2,"DZA",1690906.94193493,10187.5639301806,44762.4224472666,124.67887830052,0,1931.56414574738,352086.932374021,41.5321944791358
2,"ECU",0,60726.6646313262,866655.226400018,0,6.97054186260318,0.0960833753226251,2038032.42642782,23.2296480282197
2,"EGY",25872887.7769872,251184.814622008,446699.096723977,0,0,54942.7920056951,1626445.71750739,0
2,"ERI",439983.86551003,6560.94296732212,9521.79900882945,112.979407460237,0,229.346762384472,22912.6483585872,228.968271577414
2,"ESH",76873.5011808285,262.828331819541,6362.91301076582,3.9336538174908,0,0,11817.2496085386,24.18505411605
