# Index: time

time,rcp85_excess
2020,0.856959068356588
2021,0.854072945519802
2022,0.851186822683015
2023,0.848300699846229
2024,0.845414577009443
2025,0.842528454172657
2026,0.839642331335871
2027,0.836756208499084
2028,0.833870085662298
2029,0.830983962825512
2030,0.828097839988726
2031,0.822250760342778
2032,0.81640368069683
2033,0.810556601050882
2034,0.804709521404935
2035,0.798862441758987
2036,0.793015362113039
2037,0.787168282467091
2038,0.781321202821143
2039,0.775474123175196
2040,0.769627043529248
2041,0.765509211125682
2042,0.761391378722116
2043,0.757273546318551
2044,0.753155713914985
2045,0.749037881511419
2046,0.744920049107854
2047,0.740802216704288
2048,0.736684384300722
2049,0.732566551897157
2050,0.728448719493591
2051,0.725774260261558
2052,0.723099801029526
2053,0.720425341797493
2054,0.71775088256546
2055,0.715076423333428
2056,0.712401964101395
2057,0.709727504869363
2058,0.70705304563733
2059,0.704378586405297
2060,0.701704127173265
2061,0.699029667941232
2062,0.696355208709199
2063,0.693680749477167
2064,0.691006290245134
2065,0.688331831013101
2066,0.685657371781069
2067,0.682982912549036
2068,0.680308453317003
2069,0.677633994084971
2070,0.674959534852938
2071,0.672285075620906
2072,0.669610616388873
2073,0.66693615715684
2074,0.664261697924808
2075,0.661587238692775
2076,0.657730214333443
2077,0.653873189974111
2078,0.650016165614779
2079,0.646159141255447
2080,0.642302116896115
2081,0.638445092536783
2082,0.634588068177451
2083,0.630731043818119
2084,0.626874019458787
2085,0.623016995099455
2086,0.619159970740124
2087,0.615302946380792
2088,0.61144592202146
2089,0.607588897662128
2090,0.603731873302796
2091,0.599874848943464
2092,0.596017824584132
2093,0.5921608002248
2094,0.588303775865468
2095,0.584446751506136
2096,0.580589727146804
2097,0.576732702787472
2098,0.57287567842814
2099,0.569018654068808
2100,0.565161629709476
2101,0.565161629709476
2102,0.565161629709476
2103,0.565161629709476
2104,0.565161629709476
2105,0.565161629709476
2106,0.565161629709476
2107,0.565161629709476
2108,0.565161629709476
2109,0.565161629709476
2110,0.565161629709476
2111,0.565161629709476
2112,0.565161629709476
2113,0.565161629709476
2114,0.565161629709476
