# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,50.624277766564255,50.624277766564255,50.624277766564255,32.79937977503585,56.77872471661601,56.77872471661601,58.63070423487336,42.897430296138495
2030,23.824938482036533,23.824938482036533,23.824938482036533,16.637553730877894,38.7627190893815,38.7627190893815,46.74568903367762,39.67095886954847
2040,11.896054665063305,11.896054665063305,11.896054665063305,11.861658697710807,22.583149727008553,22.583149727008553,40.96287910958935,38.528901886225874
2050,8.718573259787018,8.718573259787018,8.718573259787018,8.168552587107156,16.14883159875789,16.14883159875789,40.61757595194727,33.517970645528585
2075,6.047421793132251,6.047421793132251,6.047421793132251,3.49755246873336,9.681976328787147,9.681976328787147,43.73326911895201,10.937129444426494
2100,5.208597142107659,5.208597142107659,5.208597142107659,3.0873447917533867,4.568717749442955,4.568717749442955,27.404774577384817,6.4378775643731245
2150,5.208597142107659,5.208597142107659,5.208597142107659,3.0873447917533867,4.568717749442955,4.568717749442955,27.404774577384817,6.4378775643731245
2200,5.208597142107659,5.208597142107659,5.208597142107659,3.0873447917533867,4.568717749442955,4.568717749442955,27.404774577384817,6.4378775643731245
2250,5.208597142107659,5.208597142107659,5.208597142107659,3.0873447917533867,4.568717749442955,4.568717749442955,27.404774577384817,6.4378775643731245
2300,5.208597142107659,5.208597142107659,5.208597142107659,3.0873447917533867,4.568717749442955,4.568717749442955,27.404774577384817,6.4378775643731245
