# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,103.048752623293,103.048752623293,103.048752623293,122.804113512739,116.104593521383,116.104593521383,135.08802144976,125.063954197884
2021,103.785658512716,103.785658512716,103.785658512716,123.850192292694,117.21837027165,117.21837027165,138.923154663408,127.362266658183
2022,104.52256440214,104.52256440214,104.52256440214,124.896271072649,118.332147021916,118.332147021916,142.758287877055,129.660579118482
2023,105.259470291564,105.259470291564,105.259470291564,125.942349852604,119.445923772182,119.445923772182,146.593421090703,131.958891578782
2024,105.996376180987,105.996376180987,105.996376180987,126.988428632559,120.559700522449,120.559700522449,150.42855430435,134.257204039081
2025,106.733282070411,106.733282070411,106.733282070411,128.034507412513,121.673477272715,121.673477272715,154.263687517998,136.55551649938
2026,107.470187959834,107.470187959834,107.470187959834,129.080586192468,122.787254022982,122.787254022982,158.098820731645,138.853828959679
2027,108.207093849258,108.207093849258,108.207093849258,130.126664972423,123.901030773248,123.901030773248,161.933953945293,141.152141419978
2028,108.943999738681,108.943999738681,108.943999738681,131.172743752378,125.014807523514,125.014807523514,165.76908715894,143.450453880277
2029,109.680905628105,109.680905628105,109.680905628105,132.218822532333,126.12858427378,126.12858427378,169.604220372588,145.748766340577
2030,110.417811517528,110.417811517528,110.417811517528,133.264901312288,127.242361024047,127.242361024047,173.439353586235,148.047078800876
2031,111.236659995668,111.236659995668,111.236659995668,135.810302641923,129.492405188706,129.492405188706,177.857913939175,150.11243797804
2032,112.055508473807,112.055508473807,112.055508473807,138.355703971558,131.742449353366,131.742449353366,182.276474292115,152.177797155204
2033,112.874356951947,112.874356951947,112.874356951947,140.901105301193,133.992493518026,133.992493518026,186.695034645055,154.243156332368
2034,113.693205430086,113.693205430086,113.693205430086,143.446506630829,136.242537682685,136.242537682685,191.113594997995,156.308515509532
2035,114.512053908226,114.512053908226,114.512053908226,145.991907960464,138.492581847345,138.492581847345,195.532155350935,158.373874686696
2036,115.330902386365,115.330902386365,115.330902386365,148.537309290099,140.742626012004,140.742626012004,199.950715703875,160.43923386386
2037,116.149750864505,116.149750864505,116.149750864505,151.082710619734,142.992670176664,142.992670176664,204.369276056815,162.504593041024
2038,116.968599342645,116.968599342645,116.968599342645,153.62811194937,145.242714341324,145.242714341324,208.787836409755,164.569952218188
2039,117.787447820784,117.787447820784,117.787447820784,156.173513279005,147.492758505983,147.492758505983,213.206396762696,166.635311395352
2040,118.606296298924,118.606296298924,118.606296298924,158.71891460864,149.742802670643,149.742802670643,217.624957115636,168.700670572516
2041,119.578324791254,119.578324791254,119.578324791254,160.94474442968,152.624305824233,152.624305824233,221.281717207067,170.253563818081
2042,120.550353283585,120.550353283585,120.550353283585,163.17057425072,155.505808977824,155.505808977824,224.938477298499,171.806457063645
2043,121.522381775915,121.522381775915,121.522381775915,165.39640407176,158.387312131415,158.387312131415,228.59523738993,173.35935030921
2044,122.494410268246,122.494410268246,122.494410268246,167.622233892799,161.268815285005,161.268815285005,232.251997481362,174.912243554775
2045,123.466438760577,123.466438760577,123.466438760577,169.848063713839,164.150318438596,164.150318438596,235.908757572793,176.46513680034
2046,124.438467252907,124.438467252907,124.438467252907,172.073893534879,167.031821592186,167.031821592186,239.565517664225,178.018030045904
2047,125.410495745238,125.410495745238,125.410495745238,174.299723355919,169.913324745777,169.913324745777,243.222277755656,179.570923291469
2048,126.382524237569,126.382524237569,126.382524237569,176.525553176959,172.794827899368,172.794827899368,246.879037847088,181.123816537034
2049,127.354552729899,127.354552729899,127.354552729899,178.751382997999,175.676331052958,175.676331052958,250.535797938519,182.676709782598
2050,128.32658122223,128.32658122223,128.32658122223,180.977212819038,178.557834206549,178.557834206549,254.192558029951,184.229603028163
2051,129.40297293057,129.40297293057,129.40297293057,182.050960158686,180.400164802433,180.400164802433,255.55492436507,184.312653053561
2052,130.479364638911,130.479364638911,130.479364638911,183.124707498333,182.242495398318,182.242495398318,256.91729070019,184.395703078959
2053,131.555756347251,131.555756347251,131.555756347251,184.19845483798,184.084825994202,184.084825994202,258.279657035309,184.478753104358
2054,132.632148055592,132.632148055592,132.632148055592,185.272202177627,185.927156590087,185.927156590087,259.642023370429,184.561803129756
2055,133.708539763932,133.708539763932,133.708539763932,186.345949517274,187.769487185971,187.769487185971,261.004389705548,184.644853155154
2056,134.784931472273,134.784931472273,134.784931472273,187.419696856921,189.611817781856,189.611817781856,262.366756040667,184.727903180552
2057,135.861323180613,135.861323180613,135.861323180613,188.493444196568,191.45414837774,191.45414837774,263.729122375787,184.81095320595
2058,136.937714888954,136.937714888954,136.937714888954,189.567191536215,193.296478973625,193.296478973625,265.091488710906,184.894003231348
2059,138.014106597294,138.014106597294,138.014106597294,190.640938875862,195.138809569509,195.138809569509,266.453855046026,184.977053256746
2060,139.090498305634,139.090498305634,139.090498305634,191.71468621551,196.981140165393,196.981140165393,267.816221381145,185.060103282144
2061,140.166890013975,140.166890013975,140.166890013975,192.788433555157,198.823470761278,198.823470761278,269.178587716265,185.143153307542
2062,141.243281722315,141.243281722315,141.243281722315,193.862180894804,200.665801357162,200.665801357162,270.540954051384,185.22620333294
2063,142.319673430656,142.319673430656,142.319673430656,194.935928234451,202.508131953047,202.508131953047,271.903320386504,185.309253358339
2064,143.396065138996,143.396065138996,143.396065138996,196.009675574098,204.350462548931,204.350462548931,273.265686721623,185.392303383737
2065,144.472456847337,144.472456847337,144.472456847337,197.083422913745,206.192793144816,206.192793144816,274.628053056742,185.475353409135
