# Index: time

time,rcp45_excess
2020,0.856959068356588
2021,0.852433074396227
2022,0.847907080435867
2023,0.843381086475507
2024,0.838855092515147
2025,0.834329098554786
2026,0.829803104594426
2027,0.825277110634066
2028,0.820751116673706
2029,0.816225122713345
2030,0.811699128752985
2031,0.804628948760383
2032,0.797558768767781
2033,0.79048858877518
2034,0.783418408782578
2035,0.776348228789976
2036,0.769278048797374
2037,0.762207868804772
2038,0.75513768881217
2039,0.748067508819568
2040,0.740997328826966
2041,0.730157880011369
2042,0.719318431195772
2043,0.708478982380174
2044,0.697639533564577
2045,0.686800084748979
2046,0.675960635933382
2047,0.665121187117785
2048,0.654281738302187
2049,0.64344228948659
2050,0.632602840670993
2051,0.62498384955453
2052,0.617364858438067
2053,0.609745867321604
2054,0.602126876205141
2055,0.594507885088678
2056,0.586888893972215
2057,0.579269902855752
2058,0.571650911739289
2059,0.564031920622826
2060,0.556412929506363
2061,0.5487939383899
2062,0.541174947273438
2063,0.533555956156974
2064,0.525936965040512
2065,0.518317973924049
2066,0.510698982807586
2067,0.503079991691123
2068,0.49546100057466
2069,0.487842009458197
2070,0.480223018341734
2071,0.472604027225271
2072,0.464985036108808
2073,0.457366044992345
2074,0.449747053875882
2075,0.442128062759419
2076,0.438500959169614
2077,0.434873855579808
2078,0.431246751990002
2079,0.427619648400197
2080,0.423992544810391
2081,0.420365441220585
2082,0.416738337630779
2083,0.413111234040974
2084,0.409484130451168
2085,0.405857026861362
2086,0.402229923271557
2087,0.398602819681751
2088,0.394975716091945
2089,0.391348612502139
2090,0.387721508912334
2091,0.384094405322528
2092,0.380467301732722
2093,0.376840198142917
2094,0.373213094553111
2095,0.369585990963305
2096,0.365958887373499
2097,0.362331783783694
2098,0.358704680193888
2099,0.355077576604082
2100,0.351450473014277
2101,0.351450473014277
2102,0.351450473014277
2103,0.351450473014277
2104,0.351450473014277
2105,0.351450473014277
2106,0.351450473014277
2107,0.351450473014277
2108,0.351450473014277
2109,0.351450473014277
2110,0.351450473014277
2111,0.351450473014277
2112,0.351450473014277
2113,0.351450473014277
2114,0.351450473014277
2115,0.351450473014277
2116,0.351450473014277
2117,0.351450473014277
2118,0.351450473014277
2119,0.351450473014277
2120,0.351450473014277
2121,0.351450473014277
2122,0.351450473014277
2123,0.351450473014277
2124,0.351450473014277
2125,0.351450473014277
2126,0.351450473014277
2127,0.351450473014277
2128,0.351450473014277
2129,0.351450473014277
2130,0.351450473014277
2131,0.351450473014277
2132,0.351450473014277
2133,0.351450473014277
2134,0.351450473014277
2135,0.351450473014277
2136,0.351450473014277
2137,0.351450473014277
2138,0.351450473014277
2139,0.351450473014277
2140,0.351450473014277
2141,0.351450473014277
2142,0.351450473014277
2143,0.351450473014277
2144,0.351450473014277
2145,0.351450473014277
2146,0.351450473014277
2147,0.351450473014277
2148,0.351450473014277
2149,0.351450473014277
2150,0.351450473014277
2151,0.351450473014277
2152,0.351450473014277
2153,0.351450473014277
2154,0.351450473014277
2155,0.351450473014277
2156,0.351450473014277
2157,0.351450473014277
2158,0.351450473014277
2159,0.351450473014277
2160,0.351450473014277
2161,0.351450473014277
2162,0.351450473014277
2163,0.351450473014277
2164,0.351450473014277
2165,0.351450473014277
2166,0.351450473014277
2167,0.351450473014277
2168,0.351450473014277
2169,0.351450473014277
2170,0.351450473014277
2171,0.351450473014277
2172,0.351450473014277
2173,0.351450473014277
2174,0.351450473014277
2175,0.351450473014277
2176,0.351450473014277
2177,0.351450473014277
2178,0.351450473014277
2179,0.351450473014277
2180,0.351450473014277
2181,0.351450473014277
2182,0.351450473014277
2183,0.351450473014277
2184,0.351450473014277
2185,0.351450473014277
2186,0.351450473014277
2187,0.351450473014277
2188,0.351450473014277
2189,0.351450473014277
2190,0.351450473014277
2191,0.351450473014277
2192,0.351450473014277
2193,0.351450473014277
2194,0.351450473014277
2195,0.351450473014277
2196,0.351450473014277
2197,0.351450473014277
2198,0.351450473014277
2199,0.351450473014277
2200,0.351450473014277
2201,0.351450473014277
2202,0.351450473014277
2203,0.351450473014277
2204,0.351450473014277
2205,0.351450473014277
2206,0.351450473014277
2207,0.351450473014277
2208,0.351450473014277
2209,0.351450473014277
2210,0.351450473014277
2211,0.351450473014277
2212,0.351450473014277
2213,0.351450473014277
2214,0.351450473014277
2215,0.351450473014277
2216,0.351450473014277
2217,0.351450473014277
2218,0.351450473014277
2219,0.351450473014277
2220,0.351450473014277
2221,0.351450473014277
2222,0.351450473014277
2223,0.351450473014277
2224,0.351450473014277
2225,0.351450473014277
2226,0.351450473014277
2227,0.351450473014277
2228,0.351450473014277
2229,0.351450473014277
2230,0.351450473014277
2231,0.351450473014277
2232,0.351450473014277
2233,0.351450473014277
2234,0.351450473014277
2235,0.351450473014277
2236,0.351450473014277
2237,0.351450473014277
2238,0.351450473014277
2239,0.351450473014277
2240,0.351450473014277
2241,0.351450473014277
2242,0.351450473014277
2243,0.351450473014277
2244,0.351450473014277
2245,0.351450473014277
2246,0.351450473014277
2247,0.351450473014277
2248,0.351450473014277
2249,0.351450473014277
2250,0.351450473014277
2251,0.351450473014277
2252,0.351450473014277
2253,0.351450473014277
2254,0.351450473014277
2255,0.351450473014277
2256,0.351450473014277
2257,0.351450473014277
2258,0.351450473014277
2259,0.351450473014277
2260,0.351450473014277
2261,0.351450473014277
2262,0.351450473014277
2263,0.351450473014277
2264,0.351450473014277
