# Index: time, region

"year","AF","CA","EE","EU","IA","LA","OT","US"
2020,136.630202014782,139.804042487838,119.232412312921,103.06854080871,139.804042487838,120.650825299807,103.06854080871,103.06854080871
2030,109.998146792686,108.671283596341,74.4562963012353,57.1371070294576,108.671283596341,96.2260736154226,57.1371070294576,57.1371070294576
2040,65.1802219124621,70.1048243660137,44.3002744971374,30.248071163595,70.1048243660137,61.6615818850516,30.248071163595,30.248071163595
2050,62.0689314720421,67.2181161719645,36.1863100211183,24.0319925967041,67.2181161719645,57.9266126246957,24.0319925967041,24.0319925967041
2075,94.7904799431835,50.5186985812924,22.2804502915749,17.8043983734874,50.5186985812924,56.0146863217298,17.8043983734874,17.8043983734874
2100,132.785079068686,45.1662225358641,19.2066690251876,16.9410371934463,45.1662225358641,51.1680353462387,16.9410371934463,16.9410371934463
2150,66.392539534343,22.583111267932,9.60333451259382,8.47051859672316,22.583111267932,25.5840176731193,8.47051859672316,8.47051859672316
2200,33.1962697671715,11.291555633966,4.80166725629691,4.23525929836158,11.291555633966,12.7920088365597,4.23525929836158,4.23525929836158
2250,16.5981348835858,5.64577781698301,2.40083362814846,2.11762964918079,5.64577781698301,6.39600441827983,2.11762964918079,2.11762964918079
2300,8.29906744179288,2.82288890849151,1.20041681407423,1.05881482459039,2.82288890849151,3.19800220913992,1.05881482459039,1.05881482459039
