# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,90,90,90,90,90,90,90,90
2021,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5
2022,85,85,85,85,85,85,85,85
2023,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5
2024,80,80,80,80,80,80,80,80
2025,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5
2026,75,75,75,75,75,75,75,75
2027,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5
2028,70,70,70,70,70,70,70,70
2029,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5
2030,65,65,65,65,65,65,65,65
2031,63,63,63,63,63,63,63,63
2032,61,61,61,61,61,61,61,61
2033,59,59,59,59,59,59,59,59
2034,57,57,57,57,57,57,57,57
2035,55,55,55,55,55,55,55,55
2036,53,53,53,53,53,53,53,53
2037,51,51,51,51,51,51,51,51
2038,49,49,49,49,49,49,49,49
2039,47,47,47,47,47,47,47,47
2040,45,45,45,45,45,45,45,45
2041,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
2042,40,40,40,40,40,40,40,40
2043,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
2044,35,35,35,35,35,35,35,35
2045,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
2046,30,30,30,30,30,30,30,30
2047,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
2048,25,25,25,25,25,25,25,25
2049,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5
2050,20,20,20,20,20,20,20,20
2051,20,20,20,20,20,20,20,20
2052,20,20,20,20,20,20,20,20
2053,20,20,20,20,20,20,20,20
2054,20,20,20,20,20,20,20,20
2055,20,20,20,20,20,20,20,20
2056,20,20,20,20,20,20,20,20
2057,20,20,20,20,20,20,20,20
2058,20,20,20,20,20,20,20,20
2059,20,20,20,20,20,20,20,20
2060,20,20,20,20,20,20,20,20
2061,20,20,20,20,20,20,20,20
2062,20,20,20,20,20,20,20,20
2063,20,20,20,20,20,20,20,20
2064,20,20,20,20,20,20,20,20
2065,20,20,20,20,20,20,20,20
2066,20,20,20,20,20,20,20,20
2067,20,20,20,20,20,20,20,20
2068,20,20,20,20,20,20,20,20
2069,20,20,20,20,20,20,20,20
2070,20,20,20,20,20,20,20,20
2071,20,20,20,20,20,20,20,20
2072,20,20,20,20,20,20,20,20
2073,20,20,20,20,20,20,20,20
2074,20,20,20,20,20,20,20,20
2075,20,20,20,20,20,20,20,20
2076,20,20,20,20,20,20,20,20
2077,20,20,20,20,20,20,20,20
2078,20,20,20,20,20,20,20,20
2079,20,20,20,20,20,20,20,20
2080,20,20,20,20,20,20,20,20
2081,20,20,20,20,20,20,20,20
2082,20,20,20,20,20,20,20,20
2083,20,20,20,20,20,20,20,20
2084,20,20,20,20,20,20,20,20
2085,20,20,20,20,20,20,20,20
2086,20,20,20,20,20,20,20,20
2087,20,20,20,20,20,20,20,20
2088,20,20,20,20,20,20,20,20
2089,20,20,20,20,20,20,20,20
2090,20,20,20,20,20,20,20,20
2091,20,20,20,20,20,20,20,20
2092,20,20,20,20,20,20,20,20
2093,20,20,20,20,20,20,20,20
2094,20,20,20,20,20,20,20,20
2095,20,20,20,20,20,20,20,20
