# Index: time, region

year,EU,US,OT,EE,CA,IA,AF,LA
2020,93.6919983581661,93.6919983581661,93.6919983581661,94.7730706547408,105.771040960833,105.771040960833,85.2967685052852,85
2021,90.9692561097506,90.9692561097506,90.9692561097506,91.8016642405778,103.647830329624,103.647830329624,84.6018132711069,81.9892246796864
2022,88.2465138613351,88.2465138613351,88.2465138613351,88.8302578264147,101.524619698415,101.524619698415,83.9068580369287,78.9784493593728
2023,85.5237716129196,85.5237716129196,85.5237716129196,85.8588514122517,99.4014090672059,99.4014090672059,83.2119028027504,75.9676740390592
2024,82.8010293645041,82.8010293645041,82.8010293645041,82.8874449980886,97.2781984359967,97.2781984359967,82.5169475685721,72.9568987187456
2025,80.0782871160886,80.0782871160886,80.0782871160886,79.9160385839256,95.1549878047876,95.1549878047876,81.8219923343939,69.9461233984321
2026,77.3555448676731,77.3555448676731,77.3555448676731,76.9446321697626,93.0317771735784,93.0317771735784,81.1270371002156,66.9353480781185
2027,74.6328026192576,74.6328026192576,74.6328026192576,73.9732257555995,90.9085665423692,90.9085665423692,80.4320818660373,63.9245727578049
2028,71.9100603708421,71.9100603708421,71.9100603708421,71.0018193414365,88.78535591116,88.78535591116,79.737126631859,60.9137974374913
2029,69.1873181224266,69.1873181224266,69.1873181224266,68.0304129272735,86.6621452799508,86.6621452799508,79.0421713976808,57.9030221171777
2030,66.4645758740111,66.4645758740111,66.4645758740111,65.0590065131104,84.5389346487416,84.5389346487416,78.3472161635025,54.8922467968641
2031,63.2097605785287,63.2097605785287,63.2097605785287,62.6805051997279,81.5778323650878,81.5778323650878,76.217418010482,54.0758336981496
2032,59.9549452830464,59.9549452830464,59.9549452830464,60.3020038863454,78.616730081434,78.616730081434,74.0876198574616,53.259420599435
2033,56.700129987564,56.700129987564,56.700129987564,57.9235025729628,75.6556277977802,75.6556277977802,71.9578217044411,52.4430075007205
2034,53.4453146920817,53.4453146920817,53.4453146920817,55.5450012595803,72.6945255141264,72.6945255141264,69.8280235514206,51.6265944020059
2035,50.1904993965993,50.1904993965993,50.1904993965993,53.1664999461978,69.7334232304726,69.7334232304726,67.6982253984002,50.8101813032913
2036,46.935684101117,46.935684101117,46.935684101117,50.7879986328152,66.7723209468188,66.7723209468188,65.5684272453797,49.9937682045768
2037,43.6808688056347,43.6808688056347,43.6808688056347,48.4094973194327,63.811218663165,63.811218663165,63.4386290923592,49.1773551058622
2038,40.4260535101523,40.4260535101523,40.4260535101523,46.0309960060502,60.8501163795112,60.8501163795112,61.3088309393388,48.3609420071477
2039,37.17123821467,37.17123821467,37.17123821467,43.6524946926676,57.8890140958574,57.8890140958574,59.1790327863183,47.5445289084331
2040,33.9164229191876,33.9164229191876,33.9164229191876,41.2739933792851,54.9279118122036,54.9279118122036,57.0492346332978,46.7281158097186
2041,32.3035315809423,32.3035315809423,32.3035315809423,40.5308550711502,53.1138593444473,53.1138593444473,55.8443111699681,45.8906404566146
2042,30.6906402426971,30.6906402426971,30.6906402426971,39.7877167630152,51.2998068766909,51.2998068766909,54.6393877066383,45.0531651035106
2043,29.0777489044518,29.0777489044518,29.0777489044518,39.0445784548803,49.4857544089346,49.4857544089346,53.4344642433085,44.2156897504066
2044,27.4648575662065,27.4648575662065,27.4648575662065,38.3014401467453,47.6717019411782,47.6717019411782,52.2295407799787,43.3782143973026
2045,25.8519662279612,25.8519662279612,25.8519662279612,37.5583018386104,45.8576494734219,45.8576494734219,51.0246173166489,42.5407390441986
2046,24.2390748897159,24.2390748897159,24.2390748897159,36.8151635304754,44.0435970056656,44.0435970056656,49.8196938533191,41.7032636910946
2047,22.6261835514706,22.6261835514706,22.6261835514706,36.0720252223405,42.2295445379092,42.2295445379092,48.6147703899894,40.8657883379906
2048,21.0132922132253,21.0132922132253,21.0132922132253,35.3288869142055,40.4154920701529,40.4154920701529,47.4098469266596,40.0283129848867
2049,19.40040087498,19.40040087498,19.40040087498,34.5857486060706,38.6014396023965,38.6014396023965,46.2049234633298,39.1908376317827
2050,17.7875095367347,17.7875095367347,17.7875095367347,33.8426102979356,36.7873871346402,36.7873871346402,45,38.3533622786787
2051,16.8274209482943,16.8274209482943,16.8274209482943,32.6542770959458,35.2180321360986,35.2180321360986,44.2,37.4920163706
2052,15.8673323598539,15.8673323598539,15.8673323598539,31.4659438939559,33.6486771375571,33.6486771375571,43.4,36.6306704625213
2053,14.9072437714134,14.9072437714134,14.9072437714134,30.277610691966,32.0793221390155,32.0793221390155,42.6,35.7693245544426
2054,13.947155182973,13.947155182973,13.947155182973,29.0892774899762,30.509967140474,30.509967140474,41.8,34.9079786463639
2055,12.9870665945326,12.9870665945326,12.9870665945326,27.9009442879863,28.9406121419325,28.9406121419325,41,34.0466327382852
2056,12.0269780060921,12.0269780060921,12.0269780060921,26.7126110859964,27.3712571433909,27.3712571433909,40.2,33.1852868302065
